,base,ASNt2r_FWD_CPLX_dummy_s,LEUt2r_FWD_BSU29600-MONOMER_s,CITt15_FWD_BSU07610-MONOMER_s,HISt2r_FWD_BSU39390-MONOMER_s,CITt11_FWD_BSU07610-MONOMER_s,ALAt2r_FWD_BSU27810-MONOMER_s,PYDX5Pt_s,CBL1t_s,4FE4St_s,PSER_Lt6_FWD_CPLX_dummy_s,ASPt2r_FWD_CPLX_dummy_s,METt3_FWD_CPLX_dummy_s,TYRt2r_REV_CPLX_dummy_s,PHEt2r_REV_CPLX_dummy_s,THMPPt_s,CITt13_FWD_BSU07610-MONOMER_s
transcription_TU_BSU06670,7.356472591956672e-10,4.694116537030506e-10,4.693064570926155e-10,4.693061325031303e-10,4.692696364346289e-10,4.693061393011466e-10,4.693062904047579e-10,4.69338552192222e-10,4.690195486577706e-10,4.701275115866621e-10,4.694226087273139e-10,4.692208980442481e-10,4.692475522930202e-10,4.693379066670615e-10,4.694995647956074e-10,0.0,0.0
translation_BSU06680,2.5154355501810252e-08,1.690401263111402e-08,1.6901233818582062e-08,1.69012221290715e-08,1.6899265478817478e-08,1.690122237388992e-08,1.6901227815616594e-08,1.690018707861292e-08,1.6879618940707787e-08,1.6919493594320068e-08,1.6902754854130147e-08,1.6893381270782967e-08,1.6897093826705012e-08,1.6902091105040103e-08,1.69072702085336e-08,0.0,0.0
transcription_TU_BSU06680,7.356472591956672e-10,4.694116537030506e-10,4.693064570926155e-10,4.693061325031303e-10,4.692696364346289e-10,4.693061393011466e-10,4.693062904047579e-10,4.69338552192222e-10,4.690195486577706e-10,4.701275115866621e-10,4.694226087273139e-10,4.692208980442481e-10,4.692475522930202e-10,4.693379066670615e-10,4.694995647956074e-10,0.0,0.0
translation_BSU06690,2.5154355501810252e-08,1.690401263111402e-08,1.6901233818582062e-08,1.69012221290715e-08,1.6899265478817478e-08,1.690122237388992e-08,1.6901227815616594e-08,1.690018707861292e-08,1.6879618940707787e-08,1.6919493594320068e-08,1.6902754854130147e-08,1.6893381270782967e-08,1.6897093826705012e-08,1.6902091105040103e-08,1.69072702085336e-08,0.0,0.0
transcription_TU_BSU06690,7.356472591956672e-10,4.694116537030506e-10,4.693064570926155e-10,4.693061325031303e-10,4.692696364346289e-10,4.693061393011466e-10,4.693062904047579e-10,4.69338552192222e-10,4.690195486577706e-10,4.701275115866621e-10,4.694226087273139e-10,4.692208980442481e-10,4.692475522930202e-10,4.693379066670615e-10,4.694995647956074e-10,0.0,0.0
translation_BSU06730,1.5417380448835565e-12,1.2297477487689388e-12,1.2296391874086373e-12,1.2296382661057633e-12,1.2294851577077286e-12,1.2296382837190156e-12,1.2296387154338873e-12,1.2294433582861093e-12,1.2278936935021284e-12,1.230395356187627e-12,1.2295922448944198e-12,1.2289945824693925e-12,1.2293246669091297e-12,1.2296874413719698e-12,1.2299755291013537e-12,0.0,0.0
transcription_TU_BSU06730,4.5088627575238535e-14,3.414916546647116e-14,3.414411141454787e-14,3.4144085832191435e-14,3.414113197301228e-14,3.4144086321268927e-14,3.414409830894859e-14,3.414312297824014e-14,3.411843288341097e-14,3.418794444689875e-14,3.4148184970462116e-14,3.41358507473665e-14,3.413945598200129e-14,3.414600749703661e-14,3.415530529173567e-14,0.0,0.0
translation_BSU06970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU06970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU06980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU06980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU06990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU06990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU07490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU07500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU07510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU07520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU07570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU07610,1.1318928727507854e-12,1.9457555781434425e-12,1.88904898340306e-12,1.889039597936695e-12,1.8904346380778534e-12,1.889039903693353e-12,1.8890413295125923e-12,1.879835201269665e-12,1.809221512555002e-12,1.8702478036375643e-12,1.8845058652250254e-12,1.8685400466317953e-12,1.8501470448276696e-12,1.8891766601652633e-12,1.9026690509223305e-12,0.0,0.0
translation_BSU07700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU07800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU07810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU07830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU07840,1.7929066556978056e-11,7.637501334537576e-05,7.63975651432894e-05,7.63975883813828e-05,7.638399280564225e-05,7.639758845524506e-05,7.639758572444469e-05,7.639540793891713e-05,7.644680404551251e-05,7.651604828928086e-05,7.640277599697248e-05,7.634770584283116e-05,7.644240839574619e-05,7.640474912344779e-05,7.640853778825722e-05,0.0,0.0
translation_BSU07920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU07990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU08000,5.652190574675066e-10,4.736398563439958e-10,4.736663423478717e-10,4.73666292305102e-10,4.736119189181336e-10,4.736662953220206e-10,4.736662851630686e-10,4.735346476452727e-10,4.728233725798047e-10,4.732674202576173e-10,4.735430702407842e-10,4.733372852365036e-10,4.735035747098299e-10,4.736626984014956e-10,4.736879372982343e-10,0.0,0.0
translation_BSU08030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU08060,2.143376484317232e-09,2.46789168652161e-09,2.468272034367331e-09,2.468272034367331e-09,2.4680299914693718e-09,2.468272034367331e-09,2.468272034367331e-09,2.4674422219596826e-09,2.4640207069438294e-09,2.4640207069438294e-09,2.467269361773663e-09,2.4664742821936297e-09,2.46751136771399e-09,2.468168300256875e-09,2.467926262398574e-09,0.0,0.0
translation_BSU08070,2.143376484317232e-09,2.46789168652161e-09,2.468272034367331e-09,2.468272034367331e-09,2.4680299914693718e-09,2.468272034367331e-09,2.468272034367331e-09,2.4674422219596826e-09,2.4640207069438294e-09,2.4640207069438294e-09,2.467269361773663e-09,2.4664742821936297e-09,2.46751136771399e-09,2.468168300256875e-09,2.467926262398574e-09,0.0,0.0
translation_BSU08180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU08200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU08440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU08450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU08460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU08650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU08710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU08710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_rRNA_22,3.5466361576149546e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_rRNA_17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_rRNA_18,0.0,2.6470955940116458e-06,2.646657586605603e-06,2.6466556036066336e-06,2.6464560593943294e-06,2.6466556415171428e-06,2.646656570733983e-06,2.64668185316536e-06,2.6451838701983796e-06,2.650573064571945e-06,2.647095266665887e-06,2.6462358125411372e-06,2.6463891911858624e-06,2.6468171713776453e-06,2.647567321705645e-06,0.0,0.0
transcription_TU_BSU_tRNA_29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_32,2.267107401767749e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.574821583898408e-07,0.0,0.0,0.0,0.0,7.578902728435828e-07,4.594912359655789e-07,0.0,0.0
transcription_TU_BSU_tRNA_35,1.092172306406439e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_37,8.293997448840617e-07,6.819520174260849e-07,6.818534653429948e-07,6.818530040694897e-07,6.817972686886542e-07,6.818530132494282e-07,6.818532331650392e-07,6.819417019405859e-07,6.815982266907749e-07,6.828520309489259e-07,6.82060600931314e-07,6.816538746366462e-07,6.818471191713544e-07,6.819010556366725e-07,6.820696466022352e-07,0.0,0.0
transcription_TU_BSU_tRNA_38,3.276937626125471e-07,2.9257278569611325e-07,2.9257634583472505e-07,2.9257605607798927e-07,2.925590491370564e-07,2.925760605572772e-07,2.925761950063973e-07,2.925336830049551e-07,2.9248141972600686e-07,2.9285343811389714e-07,2.92550835131806e-07,2.9255286946611e-07,2.9257134727938937e-07,2.9258709540610296e-07,2.926298049503827e-07,0.0,0.0
transcription_TU_BSU_tRNA_39,5.423358042026152e-07,5.048595191294558e-07,5.048171370446099e-07,5.048167732587485e-07,5.047771830956589e-07,5.048167801535016e-07,5.048169528704749e-07,5.048613567189714e-07,5.046435148199714e-07,5.055688781969068e-07,5.049387054025642e-07,5.047434627884648e-07,5.048175344670937e-07,5.048528425398254e-07,5.04974315269384e-07,0.0,0.0
transcription_TU_BSU_tRNA_40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_42,1.5982260237843468e-07,1.321761988011548e-07,1.3212664247657795e-07,1.3212650579748214e-07,1.3212083780260828e-07,1.321265082404536e-07,1.3212656795349024e-07,1.3213563857387983e-07,1.3202662119615708e-07,1.3232699619799006e-07,1.3217459632917306e-07,1.3212124986993166e-07,1.320928937704409e-07,1.3213373623617908e-07,1.3218627792577947e-07,0.0,0.0
transcription_TU_BSU_tRNA_43,2.7114840647935856e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU08790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU08790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU08820,6.3459102113441465e-09,7.917540936387211e-09,7.917159061651507e-09,7.916872987300701e-09,7.915997405242752e-09,7.916873022036194e-09,7.917000108738838e-09,7.914746295717354e-09,7.899469809827926e-09,7.904904095637557e-09,7.914656481129826e-09,7.91010145676776e-09,7.911725111168566e-09,7.915860770633687e-09,7.916802056337996e-09,0.0,0.0
translation_BSU08830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU08840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU08850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU08860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_82,0.0,0.0,0.0,0.0,0.0,7.106075529253422e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU09130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU09240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU09240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU09280,1.6405560135263198e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU09290,1.6405560135263198e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU09300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU09310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU09310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU09410,1.622818036286423e-11,6.143022707272162e-08,6.143739466858225e-08,6.143754345898531e-08,6.144167028861824e-08,6.143754477695239e-08,6.143755459720761e-08,5.6088203893755676e-08,2.294982684018298e-08,3.8374470505465576e-08,5.868596973877897e-08,5.506624052800551e-08,4.451488067094073e-08,6.143720661023678e-08,6.519962576316099e-08,0.0,0.0
translation_BSU09440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU09520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU09530,2.185257700646794e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU09540,2.185257700646794e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU09680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU09680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU09840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU09850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU09850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU10010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU10020,1.5133687442278336e-07,6.246111497543319e-07,6.015300626175328e-07,6.015277816999318e-07,6.014677235416015e-07,6.015277838191008e-07,6.015280533227436e-07,2.669016417236154e-07,6.005504034312312e-07,5.194254390815171e-07,2.6690244133035286e-07,7.732811298375795e-07,6.013439671345356e-07,5.826391856882835e-07,5.753450241243313e-07,0.0,0.0
transcription_TU_BSU10020,4.425895820560676e-09,1.7344979510242004e-08,1.6703037515010097e-08,1.6702974179435323e-08,1.6701941294863995e-08,1.670297423827953e-08,1.6702981721745007e-08,7.412180085439037e-09,1.6686980917813736e-08,1.4432830850929275e-08,7.412403561799796e-09,2.147821447744091e-08,1.669986493287296e-08,1.617874699962999e-08,1.597680968612852e-08,0.0,0.0
translation_BSU10120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU10130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU10140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU10170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU10220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU10220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU10270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU10360,4.091800812147152e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU10360,1.196660376535599e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU10520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU10790,7.396477472384566e-09,7.94844602129567e-09,1.7472922899350998e-08,1.747288596465029e-08,1.7470519249848038e-08,1.7472886056828374e-08,1.7472990331480865e-08,1.7466751838777156e-08,1.7450411006777848e-08,1.746555165414956e-08,1.7467352345974707e-08,1.7462300312228624e-08,1.7470200347931513e-08,1.747291278749844e-08,1.7473736719905994e-08,0.0,0.0
translation_BSU10870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU10870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU11010,3.373457427330026e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.994830201210531e-09,0.0,0.0,0.0,2.6354925103139673e-09,0.0,0.0,0.0,0.0
translation_BSU11190,5.2499677861824564e-08,4.776694636858232e-08,4.7766986307109214e-08,4.776697305526078e-08,4.776171974695223e-08,4.776697336532086e-08,4.77671188644627e-08,4.775251873498843e-08,4.768941595763171e-08,4.773503094934507e-08,4.775317868099812e-08,4.7735458050173286e-08,4.775104733715098e-08,4.7766517104934156e-08,4.7769657248162525e-08,0.0,0.0
translation_BSU11200,5.2499677861824564e-08,4.329908033618574e-08,4.329911653907532e-08,4.329910452673428e-08,4.3294342584936125e-08,4.329910480779299e-08,4.329923669771919e-08,4.328600218667996e-08,4.3228801707396187e-08,4.3270150115466715e-08,4.3286600404850965e-08,4.327053726755574e-08,4.328466841556806e-08,4.329869122357545e-08,4.3301537654512504e-08,0.0,0.0
translation_BSU11210,5.2499677861824564e-08,7.188603076471379e-08,7.188609086950154e-08,7.188607092636392e-08,7.187816505187551e-08,7.188607139298342e-08,7.188629035937298e-08,7.186431814979405e-08,7.176935272832035e-08,7.183800021255216e-08,7.186531132400263e-08,7.183864297047602e-08,7.186210379534499e-08,7.188538475189187e-08,7.189011045554011e-08,0.0,0.0
translation_BSU11220,5.2499677861824564e-08,5.351023598254793e-08,5.351028072310938e-08,5.3510265877916386e-08,5.3504380934694137e-08,5.3510266225256745e-08,5.351042921858178e-08,5.349407363312074e-08,5.342338365261712e-08,5.3474483192288124e-08,5.349481292816468e-08,5.347496164585998e-08,5.3492425320815026e-08,5.3509755106108094e-08,5.3513272806483414e-08,0.0,0.0
translation_BSU11230,0.0,2.9984768958851096e-08,2.998445003439744e-08,2.998411885255593e-08,2.998075324262821e-08,2.998411902604387e-08,2.998433571607248e-08,2.997675994192554e-08,2.99294175390157e-08,2.995615455375299e-08,2.997705382121251e-08,2.9961270403247914e-08,2.9970949987716475e-08,2.998269224571219e-08,2.9985463418060144e-08,0.0,0.0
translation_BSU11240,0.0,2.9984768958851096e-08,2.998445003439744e-08,2.998411885255593e-08,2.998075324262821e-08,2.998411902604387e-08,2.998433571607248e-08,2.997675994192554e-08,2.99294175390157e-08,2.995615455375299e-08,2.997705382121251e-08,2.9961270403247914e-08,2.9970949987716475e-08,2.998269224571219e-08,2.9985463418060144e-08,0.0,0.0
translation_BSU11250,5.2499677861824564e-08,5.113860425671631e-08,5.113864701432752e-08,5.11386328270896e-08,5.113300871093704e-08,5.113863315903545e-08,5.113878892831944e-08,5.112315824015444e-08,5.1055601316296574e-08,5.110443606891826e-08,5.112386476883978e-08,5.1104893316908605e-08,5.112158298283879e-08,5.113814469324211e-08,5.1141506485319535e-08,0.0,0.0
translation_BSU11330,6.661071089541873e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU11340,8.278759782716328e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU11420,2.484222080018011e-09,2.337219892542443e-09,2.337389555934941e-09,2.337387241071222e-09,2.3371615093400155e-09,2.3373872768562093e-09,2.3373883509689104e-09,2.3367406384859202e-09,2.3350523027056524e-09,2.3380223457056684e-09,2.3368134577176234e-09,2.3365344147055215e-09,2.337067176215459e-09,2.337436917792267e-09,2.3376882322970196e-09,0.0,0.0
translation_BSU11610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU11610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU11640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU11640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU11650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU11670,2.976672198770432e-09,1.5213483085527251e-09,1.5209137313417686e-09,1.520668411843009e-09,1.5205591739222752e-09,1.5206684096686786e-09,1.5207536840789291e-09,1.5190325134214633e-09,1.5151209278490817e-09,1.514235241389578e-09,1.5187770752128434e-09,1.5196358987166823e-09,1.5183162764511129e-09,1.5199216052728131e-09,1.5200662456520785e-09,0.0,0.0
translation_BSU11710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU11720,8.278759782716328e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU11870,8.895057560279707e-09,1.0858663653192094e-08,1.0856770248890309e-08,1.0856761578389089e-08,1.0855551581680374e-08,1.0856761738103666e-08,1.085676577889901e-08,1.0856684618501552e-08,2.1843839337603588e-08,3.3869867634538605e-08,1.0858297679720437e-08,1.0851366595167934e-08,1.569040127328578e-08,1.0857361198767491e-08,1.0860177946027166e-08,0.0,0.0
translation_BSU11880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_83,0.0,1.573732873239206e-06,1.5734150707565172e-06,1.573413803602055e-06,1.5733056081972954e-06,1.5734138275456551e-06,1.5734144107344784e-06,1.573381537055626e-06,1.5724491286563602e-06,1.57601254464594e-06,1.5735855643966414e-06,1.5732734555796621e-06,1.573195010658686e-06,1.5735018210076745e-06,1.5739968947223275e-06,0.0,0.0
translation_BSU12010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU12020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU12080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU12080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
