,response_me,essentiality_me,response_m,essentiality_m,true_essentiality
b3714,0,0,0,0,0
b3609,-1.0,e,,,e
b1015,0,0,-1.4047707820302973e-13,0,0
b4055,0,0,-1.4239832545118057e-14,0,0
b1478,0,0,0,0,0
b3693,0,0,-1.547169107481478e-13,0,0
b4014,-0.09220194939927107,-,0,0,0
b0871,0,0,0,0,0
b3774,-1.0,e,-1.0,e,0
b3637,-1.0,e,,,e
b1391,0,0,4.3171555811389667e-14,0,0
b3739,0,0,0,0,0
b3860,0,0,8.363076256656637e-15,0,e
b0110,0,0,-2.3495723699444796e-13,0,0
b4143,-1.0,e,,,e
b0842,0,0,0,0,0
b4129,0.36145894521440836,+,0,0,0
b3312,-1.0,e,,,e
b0238,0.5856892671330916,+,-6.47573337170845e-14,0,0
b1211,-1.0,e,,,e
b1443,0,0,0,0,e
b1590,0,0,1.2928863834615126e-13,0,0
b1463,0,0,-2.5315257857987658e-14,0,e
b2904,0,0,-0.00016983157561132218,0,0
b0864,0,0,0,0,0
b3062,0,0,-1.853438521745525e-14,0,0
b2374,0,0,-2.2037836081730327e-14,0,0
b0334,0,0,-1.1855225666530828e-13,0,0
b2794,-1.0,e,-2.282893788979244e-14,0,0
b2039,0,0,0,0,0
b4111,0,0,1.2759342018601815e-13,0,0
b3729,-1.0,e,-1.0,e,e
b3728,0,0,0,0,0
b2174,0,0,0,0,0
b4033,0,0,-1.7189512143749655e-13,0,0
b3704,-1.0,e,,,e
b0750,-1.0,e,-1.0,e,0
b3939,-1.0,e,-1.0,e,0
b1744,0,0,1.5822036161242286e-15,0,0
b3164,-1.0,e,,,e
b3632,0,0,-1.6127175430066243e-13,0,0
b2258,0,0,-1.103021949526605e-13,0,0
b3625,0,0,-5.582918474038349e-14,0,0
b2617,-1.0,e,,,0
b0837,0,0,0,0,0
b0406,-1.0,e,,,0
b3670,0,0,0,0,0
b0159,-1.0,e,-1.0,e,e
b3526,0,0,-6.633953733320872e-14,0,0
b1711,0,0,-4.565787577958488e-14,0,0
b4291,0,0,-1.3516539463461268e-13,0,0
b3607,-1.0,e,-1.0,e,e
b3990,-1.0,e,-1.0,e,0
b4136,0,0,-4.5431846691567134e-14,0,0
b4053,-0.6864927841089578,-,0,0,0
b0174,-1.0,e,-1.0,e,e
b3967,-1.0,e,-1.0,e,e
b0339,0.08963466302200204,+,0,0,0
b0764,0,0,0,0,0
b0188,-1.0,e,,,0
b0752,0,0,0,0,0
b0150,0,0,0,0,0
b3493,1.3313339434187306,+,0,0,0
b0053,-1.0,e,,,0
b1528,0,0,0,0,0
b2573,-1.0,e,,,0
b0158,0,0,-4.565787577958488e-14,0,0
b2704,0,0,-4.4075672163460654e-14,0,0
b0480,0,0,-6.114086830880055e-14,0,0
b4194,0,0,-7.899716626220256e-14,0,0
b0822,0,0,0,0,0
b3893,0,0,0,0,0
b3166,-1.0,e,,,0
b3236,1.497802094080968,+,-0.01626386045271276,-,0
b2429,0,0,-1.4861412537166862e-13,0,0
b0698,0,0,0,0,0
b4151,0,0,7.899716626220256e-14,0,e
b0386,-1.0,e,-0.9999999999998893,e,e
b2256,0,0,1.10754253128696e-14,0,0
b0856,0,0,0,0,0
b2053,0,0,0,0,0
b1587,0,0,1.2928863834615126e-13,0,0
b2034,0,0,-6.193197011686267e-14,0,0
b0014,-1.0,e,,,e
b0936,0,0,-1.729122523335764e-14,0,0
b2416,1.4531691700745262,+,-4.418868670746953e-14,0,0
b1981,0,0,-5.481205384430363e-14,0,0
b0344,0,0,1.5064838716382835e-13,0,0
b2661,0,0,0,0,0
b2477,-1.0,e,,,0
b0451,0,0,0,0,0
b2311,-0.30410381797588926,-,-1.0,e,e
b2435,0,0,0,0,0
b0027,-1.0,e,,,e
b1746,0,0,-1.3448730737055943e-14,0,0
b2521,0,0,-9.527126059948034e-14,0,0
b3544,0,0,-1.1855225666530828e-13,0,0
b0134,-1.0,e,-1.0,e,0
b2927,0,0,0,0,0
b2268,0,0,,,0
b0651,0,0,0,0,0
b3559,-1.0,e,0,0,e
b1197,0,0,-7.752797719008721e-14,0,0
b1484,0,0,0,0,0
b2690,0.8324989949821333,+,0,0,0
b1397,0,0,-1.0306926413609261e-13,0,0
b3566,0,0,0,0,0
b3040,-0.16878515035845057,-,-1.0,e,0
b0261,0,0,-1.3109687105029323e-13,0,0
b0585,0,0,6.102785376479168e-14,0,0
b3415,0,0,0,0,0
b3568,0,0,0,0,0
b2519,0.45266994979527336,+,0,0,0
b3059,0,0,1.0928506405658065e-13,0,0
b1059,0,0,-4.418868670746953e-14,0,0
b2563,0,0,0,0,e
b2751,-1.0,e,-1.0,e,0
b2489,0,0,0,0,0
b2889,0,0,-1.5189154714792594e-13,0,0
b2278,-0.2890512101621024,-,-0.11072915513561345,-,0
b0595,0,0,-2.0975499368046916e-13,0,0
b3503,0,0,0,0,0
b0029,-1.0,e,-1.0,e,e
b1291,0,0,0,0,0
b3737,0.03205300819254632,+,0,0,0
b2417,-0.8829742375853831,-,-5.300382114016166e-14,0,0
b1533,0,0,0,0,0
b2943,-0.053200828105226285,-,1.2205570752958336e-14,0,0
b3806,0,0,0,0,0
b0733,0,0,0,0,e
b1118,-1.0,e,,,e
b2579,0,0,0,0,e
b4180,-1.0,e,,,0
b1800,0,0,-5.0517501171966443e-14,0,0
b0654,0,0,0,0,0
b1487,0,0,0,0,0
b3617,0,0,4.1476337651256566e-14,0,0
b2675,0,0,0,0,0
b0524,-1.0,e,-1.0,e,e
b3319,-1.0,e,,,e
b2997,0,0,0,0,0
b2440,0,0,-1.1256248583283798e-13,0,0
b3255,-1.0,e,-1.0,e,e
b3368,-1.0,e,-1.0,e,0
b4321,0,0,-2.2037836081730327e-14,0,0
b4227,0,0,0,0,0
b4166,-1.0,e,,,0
b0072,-1.0,e,-1.0,e,0
b1091,-1.0,e,-1.0,e,e
b4069,0,0,-1.069117586323943e-13,0,0
b3309,-1.0,e,,,e
b0523,-1.0,e,-1.0,e,0
b1857,0,0,-3.6616712258875004e-14,0,0
b1224,0,0,0,0,0
b0832,0,0,4.85962539238156e-15,0,0
b2609,-1.0,e,,,e
b0369,-1.0,e,-1.0,e,e
b0692,0,0,-6.35141737329869e-14,0,0
b0765,0,0,0,0,0
b0627,0,0,,,0
b3904,0,0,0,0,0
b3610,0,0,0,0,0
b2595,-1.0,e,,,0
b0934,0,0,-1.729122523335764e-14,0,0
b0884,-1.0,e,,,e
b2379,0,0,0,0,0
b2574,-1.0,e,-1.0,e,0
b1773,0,0,0,0,0
b0348,0,0,-3.5034508642750776e-14,0,0
b1740,-1.0,e,-1.0,e,e
b3001,0,0,0,0,0
b0071,-1.0,e,-1.0,e,0
b2277,-0.2890512101621024,-,-0.11072915513561345,-,0
b3631,0,0,-1.469189072115355e-14,0,0
b2154,0,0,0,0,0
b2436,-0.6877401457366903,-,-4.2544823116269884e-05,0,0
b0336,0,0,-1.708779905414167e-13,0,0
b2388,-0.053200828105226285,-,-3.051392688239584e-14,0,0
b2415,1.4531691700745262,+,2.0839881915236268e-13,0,0
b3116,0,0,-1.6940880146930134e-13,0,0
b4077,0,0,-7.560672994193635e-14,0,0
b3342,-1.0,e,,,e
b0948,-1.0,e,,,0
b4193,0,0,-7.899716626220256e-14,0,0
b0613,0,0,-1.0623367136834107e-14,0,0
b2903,0,0,-0.00016983157561132218,0,0
b3732,0.03205300819254632,+,0,0,0
b0469,0,0,0,0,e
b3063,0,0,-1.4985728535576623e-13,0,0
b3172,-1.0,e,-1.0,e,0
b4460,0,0,0,0,0
b4041,-0.9800977003195194,-,-2.843445927263257e-13,0,e
b0429,-0.6125821691122559,-,-0.09039367653705294,-,e
b0030,0,0,-8.532598072669947e-14,0,0
b3784,0,0,-3.390436320266204e-15,0,0
b1745,0,0,-9.323699880732062e-14,0,e
b0036,0,0,-1.9788846655953744e-13,0,0
b0125,0,0,0,0,0
b0888,-1.0,e,0,0,0
b2799,0,0,-6.8938871845412815e-15,0,0
b3034,0,0,0,0,0
b2253,0,0,-1.2883658017011576e-14,0,0
b2502,0,0,0,0,0
b2585,-1.0,e,-1.0,e,e
b0180,-1.0,e,-1.0,e,e
b1453,0,0,-7.086011909356367e-14,0,0
b3942,0,0,0,0,0
b2895,0.5050929898077681,+,0,0,0
b2703,0,0,-4.4075672163460654e-14,0,0
b3519,0,0,-6.679159550924422e-14,0,0
b2575,-1.0,e,,,0
b1993,0,0,3.785987224297261e-14,0,0
b1605,0,0,-2.641149893487373e-13,0,0
b3288,-1.0,e,-1.6172381247669793e-13,0,e
b0124,0,0,0,0,0
b2533,0,0,1.4013803457100311e-14,0,e
b3225,0,0,-1.1301454400887348e-13,0,0
b3727,0,0,0,0,0
b0968,0,0,-7.131217726959917e-14,0,0
b0910,-0.9484012423988106,-,-0.0022459383619142168,0,e
b1778,0,0,0,0,0
b3791,0,0,-1.1425770399297108e-13,0,0
b0828,0,0,0,0,0
b2281,-0.2890512101621024,-,-0.11072915513561345,-,0
b2705,0,0,-5.503808293232138e-14,0,0
b4160,-1.0,e,-1.0,e,0
b2263,0,0,-6.068881013276505e-14,0,0
b1468,0,0,0,0,0
b0693,0,0,0,0,0
b3908,0,0,0,0,0
b3449,0,0,-6.023675195672956e-14,0,0
b0403,0,0,-9.832265328771993e-15,0,0
b1718,-1.0,e,,,e
b1002,0,0,0,0,0
b2498,0,0,0,0,0
b3770,-1.0,e,-1.0,e,0
b1264,-1.0,e,-1.0,e,0
b1476,0,0,0,0,0
b1388,0,0,4.3171555811389667e-14,0,0
b3735,0.03205300819254632,+,0,0,0
b0169,-1.0,e,,,e
b3201,-1.0,e,-1.0,e,e
b2464,0,0,0,0,0
b3823,0,0,0,0,0
b1591,0,0,,,0
b1640,0,0,8.566502435872609e-14,0,0
b0015,-1.0,e,,,0
b3927,0,0,-9.617537695155132e-14,0,0
b3455,0,0,3.92160467710791e-14,0,0
b1012,0,0,0,0,0
b3341,-1.0,e,,,e
b0591,0,0,-6.396623190902239e-14,0,0
b2526,1.143250019562884,+,,,e
b4288,0,0,-9.594934786353358e-14,0,0
b1677,-1.0,e,-3.729479952292824e-15,0,0
b3403,0,0,1.039733804881636e-14,0,0
b3397,0,0,0,0,0
b2987,0,0,0,0,0
b0894,0,0,0,0,0
b2532,-1.0,e,,,0
b0347,0,0,-3.446943592270641e-14,0,0
b2923,0,0,-7.470261358986537e-14,0,e
b1835,-1.0,e,,,0
b1584,0,0,0,0,0
b2827,-1.0,e,-1.0,e,e
b0954,0,0,-1.0668572954437656e-13,0,e
b1734,0,0,8.125745714238002e-14,0,0
b3709,0,0,0,0,0
b3651,-1.0,e,,,0
b0459,0,0,-4.102427947522107e-14,0,0
b2979,0.7185133110543143,+,-1.5261059481337385e-05,0,0
b3825,0,0,-7.617180266198072e-14,0,0
b0826,0,0,-1.0,e,0
b4311,0,0,0,0,0
b1801,0,0,0,0,0
b1086,-1.0,e,,,0
b2482,0,0,0,0,0
b1210,-1.0,e,-1.0,e,0
b0241,0,0,0,0,0
b0096,-1.0,e,-1.0,e,e
b0662,0,0,-5.0969559348001937e-14,0,0
b1717,-1.0,e,,,e
b1250,0,0,0,0,0
b4384,-0.9667539916543342,-,-5.6055213828401246e-14,0,0
b1519,0,0,-6.554843552514662e-14,0,0
b1684,0,0,-1.1211042765680249e-13,0,e
b1662,-1.0,e,-1.0,e,e
b3850,0.1539505235737462,+,-1.0,e,e
b1858,0,0,-3.6616712258875004e-14,0,0
b0381,-0.734213726578604,-,0,0,0
b1263,-1.0,e,-1.0,e,0
b1716,-1.0,e,,,e
b4123,0,0,1.7991915406212656e-13,0,0
b0131,-1.0,e,-1.0,e,0
b1389,0,0,4.3171555811389667e-14,0,0
b2143,0,0,-5.582918474038349e-14,0,0
b3988,-1.0,e,,,e
b0696,0,0,0,0,0
b0757,0,0,0,0,0
b2720,0,0,0,0,e
b1704,0,0,0,0,e
b3297,-1.0,e,,,e
b1288,-1.0,e,-1.0,e,e
b0914,-1.0,e,-1.0,e,e
b2490,0,0,0,0,0
b3940,0.19034097884534504,+,0,0,0
b3041,-1.0,e,-1.0,e,e
b3984,-1.0,e,,,e
b4198,0,0,0,0,0
b0576,0,0,0,0,0
b0049,0,0,-9.176780973520526e-14,0,0
b0720,-1.0,e,-1.0,e,0
b3179,-1.0,e,,,e
b4513,0,0,0,0,0
b1651,0,0,-2.8931723266271607e-14,0,e
b3771,-1.0,e,-1.0,e,0
b2215,0,0,0,0,0
b2310,0,0,-1.525696344119792e-14,0,0
b1896,0,0,-9.086369338313427e-14,0,0
b2507,-1.0,e,-1.0,e,0
b0521,0,0,0,0,e
b0004,-1.0,e,-1.0,e,0
b1603,0,0,-5.379492294822377e-14,0,0
b0484,0,0,0,0,0
b2557,-1.0,e,-0.9999999999991874,e,0
b3581,0,0,0,0,0
b0512,0,0,-5.19866902440818e-15,0,0
b0405,-1.0,e,,,0
b1136,-1.0,e,-1.0,e,0
b2092,0,0,3.209613049852007e-14,0,0
b0432,-0.6125821691122559,-,-0.09039367653705294,-,0
b3092,0,0,-1.19682402105397e-13,0,0
b0031,-1.0,e,-1.0,e,e
b3186,-1.0,e,,,e
b1245,0,0,-7.978826807026468e-14,0,e
b0355,0,0,0,0,0
b4197,0,0,-2.0342617921597226e-15,0,0
b0575,0,0,-4.8257210291788975e-14,0,0
b1474,0,0,0,0,0
b1865,0,0,0,0,e
b3730,-1.0,e,-1.0,e,e
b3665,0,0,0,0,0
b1855,0,0,2.8931723266271607e-14,0,0
b3740,-1.0,e,,,0
b1912,-1.0,e,-9.448015879141822e-14,0,e
b3846,1.777348240044957,+,-0.0031099146209018222,0,0
b0963,0,0,-1.0871999133653628e-13,0,e
b3621,0,0,-3.650369771486613e-14,0,e
b3385,0,0,-6.396623190902239e-14,0,0
b0887,0,0,-1.3358319101848844e-13,0,e
b0417,-1.0,e,-1.0,e,e
b0638,0,0,-4.486677397152277e-14,0,0
b2328,0,0,0,0,0
b0425,-0.6493629703896616,-,0,0,0
b1134,0,0,0,0,0
b0430,-0.6125821691122559,-,-0.09039367653705294,-,0
b0974,0,0,0,0,e
b3633,-1.0,e,-1.0,e,e
b3726,0,0,0,0,0
b3114,-0.9456686538893367,-,0,0,0
b2168,0,0,-5.130860298002856e-14,0,0
b2378,0,0,-8.589105344674384e-14,0,0
b3575,0,0,-8.250061712647764e-14,0,0
b0657,-1.0,e,-3.729479952292824e-15,0,e
b2147,0,0,-7.515467176590086e-14,0,0
b3302,-1.0,e,,,e
b2169,0,0,0,0,0
b2905,0,0,-0.00016983157561132218,0,0
b4122,0,0,-7.436356995783874e-14,0,0
b2205,0,0,-5.865454834060533e-14,0,0
b2746,-1.0,e,-1.0,e,e
b2578,0,0,0,0,0
b0200,0,0,-9.832265328771993e-15,0,0
b3579,0,0,2.113371972965934e-14,0,0
b3350,0,0,0,0,0
b3751,0,0,0,0,0
b1634,0,0,0,0,e
b2676,0,0,0,0,0
b2424,0,0,0,0,0
b2096,0,0,0,0,0
b0594,0,0,-7.4137540869821e-14,0,0
b2890,-0.019027022063909008,-,0,0,0
b2517,-1.0,e,,,0
b1094,-1.0,e,-1.0,e,e
b2474,-1.0,e,,,0
b0098,-1.0,e,,,e
b4087,0,0,-6.600049370118211e-14,0,0
b1876,-1.0,e,0,0,e
b2393,0,0,0,0,0
b1225,0,0,0,0,0
b1759,0,0,0,0,0
b3639,-1.0,e,-1.0,e,e
b2615,-1.0,e,-1.0,e,e
b0352,0,0,2.972282507433372e-14,0,0
b2478,-1.0,e,-1.0,e,e
b2801,0,0,-1.350523800906038e-13,0,0
b2316,-1.0,e,-1.0,e,e
b2975,0,0,0,0,0
b2811,0,0,,,e
b3543,0,0,-1.1855225666530828e-13,0,0
b0726,2.2616841193012025,+,-0.0047329056426945884,0,e
b3916,1.8793390404655217,+,-1.57203230716343e-13,0,0
b0312,0,0,-4.396265761945178e-14,0,0
b3475,-0.0003272204571328806,0,0,0,0
b1661,0,0,-1.5143948897189047e-14,0,0
b1206,1.0832621468386097,+,-0.0007839447802427764,0,0
b0156,-0.08292000808007013,-,,,0
b3169,-1.0,e,,,e
b3008,0,0,0,0,0
b3867,0,0,-1.0329529322411035e-13,0,0
b3528,0,0,6.328814464496915e-14,0,0
b1483,0,0,0,0,0
b1278,0,0,-1.7517254321375388e-14,0,0
b0307,0,0,0,0,0
b1588,0,0,1.2928863834615126e-13,0,0
b1199,0,0,0,0,e
b3882,0,0,-4.139722747045035e-13,0,0
b3425,0,0,2.8027606914200623e-14,0,0
b2891,-1.0,e,,,e
b2721,0,0,0,0,0
b0463,0,0,0,0,0
b1854,0,0,0,0,0
b2155,0,0,0,0,0
b4049,0,0,,,0
b2280,-0.2890512101621024,-,-0.11072915513561345,-,0
b0222,0,0,-1.256721729378673e-13,0,0
b0722,0.5060383720358845,+,-0.026141516664369008,-,0
b3437,0,0,0,0,0
b4152,0,0,7.899716626220256e-14,0,0
b0152,0,0,-1.2748040564200928e-13,0,0
b1260,-1.0,e,-1.0,e,0
b4245,-1.0,e,0,0,0
b0688,0,0,0,0,0
b1011,0,0,0,0,e
b2202,0,0,-9.165479519119639e-14,0,0
b0781,0,0,-1.0,e,0
b1814,0,0,0,0,0
b0903,0,0,0,0,0
b0509,0,0,0,0,0
b3952,0,0,0,0,0
b1851,1.5919751329445142,+,-4.396265761945178e-14,0,0
b4358,0,0,4.407567216346065e-15,0,0
b4485,0,0,0,0,0
b1286,0,0,,,0
b0306,0,0,0,0,0
b4293,0,0,,,0
b2167,0,0,0,0,0
b1185,0,0,8.363076256656637e-15,0,0
b2207,0,0,,,0
b0003,-1.0,e,-1.0,e,0
b3671,0,0,0,0,0
b2041,0,0,0,0,0
b0969,-1.0,e,,,0
b4237,0,0,0,0,0
b0475,0.1539505235737462,+,-1.0,e,e
b2049,0,0,0,0,0
b2883,0,0,-5.232573387610842e-14,0,0
b3824,0,0,0,0,0
b2788,0,0,0,0,0
b1709,0,0,-4.565787577958488e-14,0,0
b0366,0,0,5.164764661205518e-14,0,0
b3432,0,0,0,0,0
b0194,-1.0,e,0,0,e
b1606,0,0,-4.158935219526544e-14,0,0
b0308,0,0,0,0,0
b0732,0,0,-1.8760414305472995e-14,0,0
b3313,-1.0,e,,,e
b3838,0,0,,,0
b4219,0,0,0,0,0
b3469,0,0,0,0,0
b0650,0,0,0,0,0
b4034,0,0,-1.7189512143749655e-13,0,0
b2287,-0.2890512101621024,-,-0.11072915513561345,-,0
b0115,-0.10764552903768959,-,-0.017411255049437364,-,e
b3189,-1.0,e,-1.0,e,e
b3299,-1.0,e,,,e
b2817,0,0,0,0,0
b2483,0,0,0,0,0
b0061,0,0,0,0,0
b3366,0,0,2.0568647009614973e-14,0,0
b4374,-4.589978301135875e-05,0,0,0,0
b2785,-1.0,e,,,0
b2787,0,0,0,0,0
b0918,-1.0,e,-1.0,e,e
b1281,-1.0,e,-0.9999999999999253,e,e
b1252,0,0,-6.758269731730634e-14,0,e
b1226,0,0,0,0,0
b3788,0,0,0,0,0
b1363,0,0,0,0,0
b4467,0.7185133110543143,+,-1.5261059481337385e-05,0,0
b3946,0,0,0,0,0
b0583,0,0,-7.289438088572339e-14,0,0
b1109,0,0,-1.1403167490495335e-13,0,0
b2523,0,0,0,0,0
b3287,-1.0,e,,,e
b1186,0,0,3.051392688239584e-15,0,0
b3599,0,0,-1.4047707820302973e-13,0,0
b0724,0.5060383720358845,+,-0.026141516664369008,-,0
b0677,0,0,-9.221986791124075e-14,0,0
b0674,-0.45634684263906783,-,0,0,0
b2033,0,0,-6.961695910946606e-14,0,0
b3303,-1.0,e,,,e
b1817,0,0,-5.379492294822377e-14,0,0
b0404,0,0,-1.469189072115355e-15,0,0
b1819,0,0,-5.379492294822377e-14,0,0
b3551,0,0,-1.5030934353180172e-13,0,0
b2514,-1.0,e,0,0,e
b1901,0,0,0,0,e
b2587,0,0,-1.4624081994748228e-13,0,0
b2306,0,0,-1.525696344119792e-14,0,0
b3875,0,0,0,0,0
b2021,-1.0,e,-1.0,e,0
b3807,-0.7152275863329155,-,-1.0,e,0
b3831,-0.008859121620230887,0,-6.520939189311999e-14,0,0
b3902,0,0,1.1516182034504207e-13,0,e
b1710,0,0,-1.5189154714792594e-13,0,e
b0841,0.8169734321819364,+,0,0,0
b1599,0,0,0,0,e
b3972,-1.0,e,-1.0,e,e
b3266,0,0,0,0,0
b4169,0,0,0,0,0
b4232,0,0,0,0,0
b0632,0,0,0,0,0
b1107,0,0,-5.910660651664083e-14,0,0
b4242,0,0,0,0,0
b3409,0,0,0,0,0
b1126,0,0,0,0,0
b4132,0,0,-6.98429881974838e-14,0,0
b0331,0,0,-8.351774802255749e-14,0,0
b0446,0,0,0,0,0
b0751,0,0,-1.729122523335764e-14,0,0
b3909,0,0,-4.9274341187868836e-14,0,0
b2701,0,0,0,0,0
b2995,0,0,0,0,0
b3996,0,0,0,0,0
b1124,0,0,0,0,e
b4261,-1.0,e,-1.0,e,e
b2221,0,0,-4.520581760354939e-14,0,0
b0590,0,0,-5.944565014866744e-14,0,0
b3185,-1.0,e,,,e
b1907,0,0,0,0,0
b1298,0,0,-4.769213757174461e-14,0,0
b2406,0,0,-1.7517254321375388e-14,0,0
b3281,0,0,0,0,0
b2964,0,0,-8.046635533431792e-14,0,0
b3892,0,0,0,0,0
b3496,0,0,0,0,0
b1636,0,0,0,0,0
b4161,0,0,0,0,e
b1982,0,0,-6.554843552514662e-14,0,0
b3517,0,0,0,0,0
b0197,0,0,-4.26064830913453e-14,0,0
b0915,-1.0,e,-1.0,e,e
b3982,-1.0,e,,,e
b0907,-1.0,e,-1.0,e,0
b2026,-1.0,e,-1.0,e,0
b2835,-1.0,e,-3.5034508642750776e-14,0,0
b3223,0,0,-6.068881013276505e-14,0,0
b3781,-1.0,e,0,0,0
b1897,0,0,0,0,0
b0709,0,0,0,0,0
b2907,0,0,-1.4465861633135803e-14,0,e
b2201,0,0,-3.6616712258875004e-14,0,0
b0680,-1.0,e,0,0,e
b2094,0,0,3.209613049852007e-14,0,0
b1116,-1.0,e,,,e
b4322,0,0,-6.98429881974838e-14,0,0
b3648,-1.0,e,-1.0,e,e
b2463,0,0,1.7517254321375388e-14,0,0
b3985,-1.0,e,,,e
b3679,0,0,-9.368905698335611e-14,0,0
b0957,0,0,0,0,0
b1394,0,0,-4.4075672163460654e-14,0,0
b3917,0,0,0,0,0
b3316,-1.0,e,,,e
b3374,0,0,-7.617180266198072e-14,0,e
b0048,1.4886462216671856,+,0,0,e
b0849,0,0,0,0,0
b0979,0,0,1.7856297953402008e-14,0,0
b2752,-1.0,e,-1.0,e,0
b4476,0,0,0,0,0
b2308,0,0,-1.525696344119792e-14,0,0
b1387,0,0,6.893887184541282e-14,0,0
b4268,0,0,0,0,0
b3197,1.2458019290700737,+,0,0,0
b2146,0,0,-7.515467176590086e-14,0,0
b1189,0,0,0,0,e
b4323,0,0,-1.0261720596005711e-13,0,0
b3168,-1.0,e,,,e
b2261,0,0,-9.820963874371105e-14,0,0
b3128,0,0,4.3171555811389667e-14,0,0
b0642,-1.0,e,-7.978826807026468e-14,0,e
b2926,-0.6791512525507203,-,-0.12857792741311294,-,e
b2465,1.110720981775797,+,0,0,0
b0973,0,0,0,0,0
b0114,-0.10764552903768959,-,-0.017411255049437364,-,0
b1680,0,0,-9.368905698335611e-14,0,0
b0416,-1.0,e,,,e
b2784,0,0,-6.826078458135958e-14,0,0
b3222,0,0,-2.2263865169748074e-14,0,0
b2091,0,0,-7.187724998964353e-14,0,e
b4262,-1.0,e,-1.0,e,e
b1249,0,0,0,0,0
b0418,-0.5161947798342262,-,0,0,e
b0754,0,0,0,0,0
b4386,0,0,-1.2295982388165435e-13,0,e
b1101,-0.8829742375853831,-,0,0,0
b1600,0,0,0,0,0
b0087,-1.0,e,-1.0,e,e
b3301,-1.0,e,,,e
b1098,-1.0,e,-1.0,e,e
b1621,0,0,0,0,0
b1069,-1.0,e,0,0,e
b2323,-1.0,e,-1.0,e,e
b1872,0,0,-5.5377126564348e-14,0,0
b4086,0,0,-6.600049370118211e-14,0,0
b2765,-1.0,e,0,0,0
b1329,0,0,-7.978826807026468e-14,0,0
dummy,-1.0,e,,,
b3794,0,0,-1.2216872207359223e-13,0,0
b1683,0,0,-7.131217726959917e-14,0,0
b0109,-1.0,e,-1.0,e,0
b0073,-1.0,e,-1.0,e,0
b3546,0,0,0,0,0
b3230,-1.0,e,,,e
b1125,0,0,0,0,0
b4070,0,0,-5.6055213828401246e-14,0,0
b0684,-0.2157297826892659,-,0,0,e
b2210,0,0,1.3109687105029323e-13,0,0
b2291,0,0,0,0,0
b1093,-1.0,e,-1.0,e,e
b1804,0,0,,,0
b2866,0.5873525984914607,+,-6.780872640532408e-16,0,0
b4356,0,0,-1.593505070525116e-14,0,0
b4117,0,0,-4.667500667566474e-14,0,0
b3997,0.1539505235737462,+,-1.0,e,e
b1190,0,0,0,0,0
b0026,-1.0,e,-1.013740459759595e-13,0,e
b2942,-1.0,e,-1.0,e,e
b2965,0,0,0,0,0
b3616,0,0,7.911018080621143e-16,0,0
b1492,0,0,-6.215799920488042e-14,0,0
b2197,0,0,-3.6616712258875004e-14,0,e
b0653,0,0,0,0,e
b3084,-1.0,e,,,0
b3603,0,0,0,0,0
b3941,-1.0,e,-1.0,e,0
b1440,0,0,0,0,0
b3839,0,0,,,0
b0861,0,0,0,0,0
b2528,0,0,-2.272909278028758e-06,0,0
b4239,0,0,1.1889130029733488e-13,0,0
b2488,0,0,0,0,0
b0121,0,0,-2.5315257857987658e-14,0,0
b0444,-1.0,e,5.695933018047223e-14,0,0
b2789,0,0,0,0,0
b2282,-0.2890512101621024,-,-0.11072915513561345,-,0
b1270,0,0,-4.520581760354939e-16,0,e
b3924,0,0,0,0,0
b2129,0,0,1.299667256102045e-14,0,0
b0066,0,0,-1.57203230716343e-13,0,0
b2048,0,0,-6.046278104474731e-14,0,0
b0784,0,0,-1.0,e,0
b2492,0,0,0,0,0
b0078,0.8281173148377968,+,0,0,0
b2320,-1.0,e,-1.0,e,0
b3790,0,0,-4.1137294019229946e-14,0,0
b0179,-1.0,e,-1.0,e,e
b1198,0,0,0,0,0
b0574,0,0,-4.8257210291788975e-14,0,0
b0904,0,0,0,0,0
b0273,0,0,0,0,0
b1385,0,0,5.967167923668519e-14,0,0
b4067,0,0,5.0856544803993063e-14,0,0
b0870,0,0,0,0,0
b1682,0,0,-7.131217726959917e-14,0,0
b2530,-1.0,e,-1.0,e,e
b2499,-1.0,e,-0.9999999999999545,e,0
b0260,0,0,8.340473347854862e-14,0,0
b3780,-1.0,e,,,0
b1232,0,0,-8.046635533431792e-14,0,e
b4115,0,0,-1.1403167490495335e-13,0,0
b4267,0,0,-1.1278851492085573e-13,0,0
b2838,-1.0,e,-1.0,e,0
b3061,0,0,-1.853438521745525e-14,0,0
b3835,0.6078924064887727,+,-2.312315812282953e-07,0,e
b1236,0,0,-1.2205570752958336e-14,0,e
b0586,0,0,2.2602908801774694e-15,0,0
b2512,-1.0,e,,,0
b2103,-1.0,e,-1.0,e,0
b0809,0,0,1.7065196145339895e-14,0,0
b0778,-1.0,e,-1.0,e,0
b0774,-1.0,e,-1.0,e,0
b3634,-1.0,e,-0.9999999999879612,e,e
b1676,0,0,0,0,0
b4054,-0.4495138185897055,-,0,0,e
b2422,0,0,0,0,0
b1747,0,0,-1.350523800906038e-13,0,e
b0763,0,0,0,0,0
b0902,-0.2157297826892659,-,0,0,0
b2206,0,0,-9.165479519119639e-14,0,0
b3124,0,0,0,0,0
b3787,0,0,-1.5064838716382835e-13,0,0
b2312,-1.0,e,-0.9999999999999849,e,0
b0756,0,0,-8.555200981471721e-14,0,0
b0462,0,0,0,0,0
b1781,0,0,0,0,0
b1611,0,0,0,0,0
