,base,6PGCt6_FWD_CPLX_dummy_s,ACACt2_FWD_CPLX_dummy_s,3UMPt6_FWD_CPLX_dummy_s,ARGPt6_FWD_CPLX_dummy_s,ALAt2r_FWD_BSU27810-MONOMER_s,2PGt6_FWD_CPLX_dummy_s,AMPt6_FWD_CPLX_dummy_s,DALAt2r_FWD_BSU18120-MONOMER_s,3GMPt6_FWD_CPLX_dummy_s,ACNAMt2_FWD_CPLX_dummy_s,CHORt2_FWD_CPLX_dummy_s,ASNt2r_FWD_CPLX_dummy_s,BTDt6_RR_REV_CPLX_dummy_s,ASPt2r_FWD_BSU10220-MONOMER_s,F6Pt6_2_FWD_BSU12010-MONOMER_s,DHAt_REV_CPLX_dummy_s,CMPt6_FWD_CPLX_dummy_s,CO2t_REV_CPLX_dummy_s,FORt2_REV_BSU27200-MONOMER_s,CITt2r_FWD_BSU38770-MONOMER_s,LEUt2r_FWD_BSU29600-MONOMER_s,HISt2r_FWD_BSU39390-MONOMER_s,GMPt6_FWD_CPLX_dummy_s,THMDt2_FWD_BSU39410-MONOMER_s,GLYt2r_FWD_CPLX_dummy_s,METt3_FWD_CPLX_dummy_s,GSNt2_REV_BSU38710-MONOMER_s,UMPt6_FWD_CPLX_dummy_s,PSER_Lt6_FWD_BSU19999-MONOMER_s,H2Ot_FWD_CPLX_dummy_s,PYRt2_REV_CPLX_dummy_s,TYRt2r_REV_CPLX_dummy_s,PHEt2r_REV_CPLX_dummy_s,SUCCt2r_REV_BSU07570-MONOMER_s,THMt6_REV_CPLX_dummy_s,URAt2_REV_BSU15480-MONOMER_s
translation_BSU18120_s,1.7802569182485287e-08,0.0,1.779663543522753e-08,1.7799883258573417e-08,1.7798634060679298e-08,1.7799883258573417e-08,1.7795136539783123e-08,1.7799883258573417e-08,0.0,1.7799883258573417e-08,1.7794886730012756e-08,1.7798384226360792e-08,1.7796885257271968e-08,1.7798384226360792e-08,1.778739325225074e-08,1.7598084864554148e-08,0.0,1.779663543522753e-08,1.7573996016924067e-08,1.779913373457663e-08,1.7797634733925906e-08,1.7799883258573417e-08,1.7798134393795727e-08,0.0,1.7799883258573417e-08,1.779463692199583e-08,1.7794387115732346e-08,0.0,1.77978845629841e-08,1.7791139793869905e-08,0.0,0.0,1.7798883896751245e-08,1.7797135081069845e-08,1.778814252901268e-08,1.7799883258573417e-08,1.7799883258573417e-08
translation_BSU18210_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU18220_s,0.0,5.016837724275272e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.313851791929021e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU18230_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU18250_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU18260_s,0.0,-1.0284157353129706e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.875275747831311e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.181744931208495e-38,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_85_s,1.1325160721925298e-06,1.1310697422913202e-06,1.1323306278621696e-06,1.1324233026259641e-06,1.13238143918212e-06,1.132424066149491e-06,1.132404879087245e-06,1.132402618031899e-06,1.1324169848317465e-06,1.1324183852794862e-06,1.1322264832153725e-06,1.1327293596252188e-06,1.1323531196453707e-06,1.1323816030481206e-06,1.131807094575671e-06,1.1393070451817261e-06,1.132252403210549e-06,1.1323120445285973e-06,1.1236283694196858e-06,1.1324077145594023e-06,1.1323907087931677e-06,1.1324182709388506e-06,1.1323348956423188e-06,1.127165699905549e-06,1.13241790904126e-06,1.132273637209901e-06,1.1321014752390567e-06,1.1298645755432858e-06,1.13233376786919e-06,1.1319192917391096e-06,1.041409402403298e-06,1.1226228235162922e-06,1.1323616929873049e-06,1.1323229223775369e-06,1.1320191116445166e-06,1.1324166704987153e-06,1.1324233026259641e-06
translation_BSU18410_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU18440_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU18450_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU18470_s,2.6325506678818883e-08,2.628316674283148e-08,2.631972887103447e-08,2.6323299202112943e-08,2.632069981193864e-08,2.632144100526362e-08,2.63148622719628e-08,2.632303134909703e-08,2.6321699249043584e-08,2.6321639295861266e-08,2.6314724771928987e-08,2.6318352015996023e-08,2.6317355434217664e-08,2.6319955928263525e-08,2.6300981249323608e-08,2.5740826310437088e-08,2.6306765876188155e-08,2.6317251836463254e-08,0.0,2.6320963073561148e-08,2.631770228678442e-08,2.632153535989498e-08,2.6319320379772207e-08,2.6174392390805017e-08,2.6321667828012388e-08,2.6314083881835526e-08,2.63145931594264e-08,2.6234386378772335e-08,2.0933949428835997e-08,2.6313218366191245e-08,2.1850276531745816e-08,2.598405940656453e-08,2.6320496442118623e-08,2.631843624263897e-08,2.6308848151871914e-08,2.6321696972608673e-08,2.6323299202112943e-08
translation_BSU18480_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU18480_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU18540_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU18540_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU18570_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU18570_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU18670_s,0.0,6.143039008483643e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5255409210391363e-29,0.0,0.0,0.0,0.0,0.0
translation_BSU18800_s,0.0,-3.090141734355821e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU18830_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU18830_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU19230_s,0.0,0.0,-4.358167060240971e-24,0.0,0.0,0.0,0.0,-4.35896241020962e-24,0.0,0.0,0.0,-4.358599366179634e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.3584117755791515e-24,-4.35896241020962e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.358293466213172e-24,0.0,0.0,0.0
translation_BSU19310_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU19310_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU19350_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU19360_s,1.4991876344349112e-07,1.8238733201282968e-07,5.89118822665029e-08,1.5228687347458547e-07,1.5227791051581233e-07,1.5228793245537956e-07,1.522387733148063e-07,1.5228797766171338e-07,1.5228783895864414e-07,1.5228797509919755e-07,1.5224604232039124e-07,1.5227147294019523e-07,1.5226371776172754e-07,1.4497378030715612e-07,1.3942187314900803e-07,1.5024015062293237e-07,1.6775225742201536e-07,1.522366218667738e-07,0.0,1.5228171967351428e-07,1.5226858298160257e-07,1.5228800387642867e-07,1.5227280542597886e-07,3.6874924375299156e-07,1.5228795952239648e-07,1.4913122509677765e-07,1.5224245442721687e-07,1.8118853506615052e-07,1.4856769971826226e-07,1.5222022078408323e-07,4.3958559275358735e-07,0.0,1.522799714639703e-07,1.447161336055756e-07,0.0,1.5228798767005314e-07,1.5228687347458547e-07
translation_BSU19370_s,1.4991876344349112e-07,1.8238733201282968e-07,5.89118822665029e-08,1.5228687347458547e-07,1.5227791051581233e-07,1.5228793245537956e-07,1.522387733148063e-07,1.5228797766171338e-07,1.5228783895864414e-07,1.5228797509919755e-07,1.5224604232039124e-07,1.5227147294019523e-07,1.5226371776172754e-07,1.4497378030715612e-07,1.3942187314900803e-07,1.5024015062293237e-07,1.6775225742201536e-07,1.522366218667738e-07,0.0,1.5228171967351428e-07,1.5226858298160257e-07,1.5228800387642867e-07,1.5227280542597886e-07,3.6874924375299156e-07,1.5228795952239648e-07,1.4913122509677765e-07,1.5224245442721687e-07,1.8118853506615052e-07,1.4856769971826226e-07,1.5222022078408323e-07,4.3958559275358735e-07,0.0,1.522799714639703e-07,1.447161336055756e-07,0.0,1.5228798767005314e-07,1.5228687347458547e-07
translation_BSU19520_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU19520_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU19580_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU19630_s,2.1188309464199027e-07,2.442977764898824e-07,2.3382318704328966e-07,2.161784565465215e-07,2.1987401870758198e-07,2.156419182107137e-07,2.1969550843006796e-07,2.1563000286589887e-07,2.1564506516379285e-07,2.1564159762264226e-07,2.1642776630964481e-07,2.3267619710150444e-07,2.2981859240050492e-07,2.2444240139176138e-07,2.1102854852338015e-07,1.5014342809717325e-07,2.0724763731280698e-07,2.1856530709483082e-07,3.272712146661732e-07,2.173382625773782e-07,2.153163724386601e-07,2.1564387494883772e-07,2.1603965270987142e-07,1.3669048852600758e-08,2.1564209369206344e-07,2.270580675955616e-07,2.0690866044488476e-07,1.9410569519438092e-07,2.1673928696361332e-07,2.1214166456202187e-07,2.9439831088416507e-07,3.3628030695544945e-07,2.1567751155855767e-07,2.1890478281670897e-07,2.4645983737365126e-07,2.2058237370730908e-07,2.161784565465215e-07
transcription_TU_BSU19630_s,5.883426069693857e-09,6.788683959672431e-09,6.493481027844458e-09,6.003047145032867e-09,6.1058347697845535e-09,5.98814804279842e-09,6.101341438450703e-09,5.987817166272537e-09,5.9882354303577495e-09,5.9881391404066745e-09,6.01062297470842e-09,6.461382464598147e-09,6.382235160124079e-09,6.232731215012836e-09,5.861631172780646e-09,4.187766897215067e-09,5.7559541522671886e-09,6.069755925029471e-09,9.133020463783136e-09,6.035352046431976e-09,5.9794001924441165e-09,5.988202379347013e-09,5.999420745114964e-09,3.802774699399133e-10,5.988152915729942e-09,6.3058815085672906e-09,5.746321175084e-09,5.396823020780798e-09,6.018882270898942e-09,5.892069527942941e-09,8.746610344083574e-09,9.39085891963046e-09,5.989266517456548e-09,6.07911744728404e-09,6.845676251146244e-09,6.125339267760359e-09,6.003047145032867e-09
translation_BSU19690_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU19690_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU19710_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU19710_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU19800_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU19999_s,4.0735870293440214e-07,4.803501966675641e-07,4.0733454517847027e-07,4.072980431649704e-07,4.0727970635955127e-07,4.0729840373693924e-07,4.0710559869679505e-07,4.072978162871374e-07,4.0729896741818706e-07,4.072988790813872e-07,4.071896542528982e-07,4.0722797320507343e-07,4.369571483714246e-07,4.07353107617859e-07,5.678843524912542e-07,4.051088188876556e-07,4.819094557281544e-07,4.235347507814214e-07,8.416694477224155e-08,4.1277292058412473e-07,4.0725598717369253e-07,4.072996997771531e-07,4.072604060910675e-07,4.775867500279524e-07,4.072988858895823e-07,4.363304934773897e-07,3.920895127776503e-07,4.806868354812793e-07,3.8970194542678297e-07,0.0,8.920781318102963e-08,6.294083766175958e-07,3.902820128212706e-07,3.8369311846373783e-07,2.234960599926663e-07,4.0728377070444765e-07,4.072980431649704e-07
transcription_TU_BSU19999_s,1.1311260186238446e-08,1.3348241322522402e-08,1.1312048110148945e-08,1.1310235970126745e-08,1.1310033839992023e-08,1.1310245982829041e-08,1.1306058448366932e-08,1.131022966996923e-08,1.131026163566124e-08,1.1310259182641719e-08,1.1308454236941316e-08,1.130865863349669e-08,1.2134628650686716e-08,1.1312133597032121e-08,1.5773830822365222e-08,1.1299204520690957e-08,1.3384223669235912e-08,1.1761942447233945e-08,2.3488116110764075e-09,1.146245424719983e-08,1.1309620817497874e-08,1.131028197249531e-08,1.1309620703047227e-08,1.3286621690791622e-08,1.1310259371698096e-08,1.2117818228524802e-08,1.088921200764693e-08,1.3364789615852228e-08,1.0822081050113775e-08,0.0,2.6503751981419313e-09,1.7576661925768157e-08,1.0837954197748326e-08,1.0655388616194686e-08,6.2078336430815176e-09,1.1309839638990136e-08,1.1310235970126745e-08
translation_BSU20020_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU20020_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU20250_s,4.81050449445785e-11,4.8007097821171386e-11,4.808846794436509e-11,4.809746392825434e-11,4.809408916934633e-11,4.80975619999287e-11,4.8084330725187546e-11,4.809762588121476e-11,4.809757104537252e-11,4.8097566886141444e-11,4.808366465949694e-11,4.809339716479604e-11,4.8089168096739215e-11,4.809337430575418e-11,4.8062702963894254e-11,4.750947750937708e-11,4.8077230223481636e-11,4.8088502902024916e-11,4.746892046621345e-11,4.809547437039385e-11,4.809118346410123e-11,4.809756059257663e-11,4.8092709058517095e-11,4.785890264434997e-11,4.809756636671758e-11,4.80829337957713e-11,4.808225623476379e-11,4.793835043611055e-11,4.80920108770192e-11,4.807343987464105e-11,4.025039767090849e-11,4.738039994776712e-11,4.8094795507300746e-11,4.8089923773800715e-11,4.806488202905871e-11,4.809756725403827e-11,4.809746392825434e-11
transcription_TU_BSU20250_s,1.3357482624507572e-12,1.3340482243091918e-12,1.3354601748586613e-12,1.3356157136578207e-12,1.3355582601228334e-12,1.3356184370045142e-12,1.3353887919249e-12,1.335620210920278e-12,1.335618688186924e-12,1.335618572689475e-12,1.3353775462296961e-12,1.3355462955585591e-12,1.3354723664535498e-12,1.335545660766457e-12,1.3350129160844156e-12,1.3251237149653093e-12,1.3352641145755247e-12,1.3354611456644387e-12,1.3246952453604583e-12,1.3355822220310987e-12,1.335506577615374e-12,1.3356183979238352e-12,1.3355344391426258e-12,1.3314505352895313e-12,1.3356185582656236e-12,1.3353645008575173e-12,1.335352935703898e-12,1.3328552413301269e-12,1.3355223028308898e-12,1.3352023553391037e-12,1.1958443089042252e-12,1.3231302644317309e-12,1.3355706226125854e-12,1.3354860998932767e-12,1.3350516860141774e-12,1.335618582905581e-12,1.3356157136578207e-12
translation_BSU21680_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU21690_s,0.0,-3.80256690342302e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4297640469015805e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU21690_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.780640572117611e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU21770_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU21810_s,3.444136578065034e-09,2.070442098512285e-09,3.4430081852240247e-09,3.4436168889949604e-09,3.4433778479640094e-09,3.4436177040023157e-09,3.442691043927384e-09,3.443617763012892e-09,3.4436177073724174e-09,3.443617704250622e-09,3.442652854784208e-09,3.4433240756034983e-09,3.4430402260728642e-09,3.443329963027724e-09,3.44120658331079e-09,3.4049148021676887e-09,3.407766515917835e-09,3.442991210580478e-09,2.5748210826354433e-11,3.4434734907640663e-09,3.4431852643406554e-09,3.4436177058919358e-09,3.4432797237890324e-09,3.3995031817579633e-09,3.443617704368463e-09,3.4426053276618905e-09,3.4425564528224993e-09,3.3982223647205184e-09,7.907240806581868e-11,3.4074799984057528e-09,2.897168162758731e-09,4.397001236780955e-11,3.443425204015671e-09,3.4430897085404387e-09,3.441383659294282e-09,3.436697992640341e-09,3.4436168889949604e-09
transcription_TU_BSU21810_s,9.563444863410208e-11,5.75346090560222e-11,9.561544606492008e-11,9.56255996287008e-11,9.562155780472646e-11,9.562562226059326e-11,9.560975404639848e-11,9.562562389925456e-11,9.562562235417742e-11,9.562562226748846e-11,9.560921269827547e-11,9.562058379494295e-11,9.561581662753022e-11,9.562074728781472e-11,9.558462076271034e-11,9.496912170625925e-11,9.464497680930732e-11,9.561497466374204e-11,7.185445155106811e-13,9.562317528841944e-11,9.561828670545931e-11,9.5625622313066e-11,9.561987138479482e-11,9.457530534508523e-11,9.562562227076077e-11,9.560841201056141e-11,9.560757388666883e-11,9.448256873292795e-11,2.195852545664886e-12,9.464010338153937e-11,8.607522558410888e-11,1.2278928450461098e-12,9.562235362761786e-11,9.56166715520235e-11,9.558798154929013e-11,9.543346919317131e-11,9.56255996287008e-11
translation_BSU21820_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU21820_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU21870_s,8.744440284262545e-08,8.727695178141288e-08,8.741053554832765e-08,8.74304292914462e-08,8.742603182727781e-08,8.743227248408186e-08,8.740916663775656e-08,8.743379633262345e-08,8.743178163233685e-08,8.743210733471141e-08,8.740807258712485e-08,8.742767243526482e-08,8.255362527085229e-08,8.742410395702064e-08,8.736946088033874e-08,8.505430146356746e-08,8.739970887881715e-08,8.50394640833717e-08,0.0,8.739642298082858e-08,8.742236271006493e-08,8.743191627176741e-08,8.742412465527139e-08,8.700216835848351e-08,8.743209058226259e-08,8.625165804177007e-08,8.740521691470734e-08,8.714667920012119e-08,8.742213568220968e-08,8.740326589166751e-08,7.33748206881607e-08,1.6544559380653134e-07,8.742744085759046e-08,8.74185400701362e-08,8.737027757468289e-08,8.743217241454028e-08,8.74304292914462e-08
translation_BSU21900_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU21900_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU21910_s,1.0933657734602157e-07,9.364238128917701e-08,1.093344837364173e-07,1.09320351321334e-07,1.0931712616589157e-07,1.0932095732215468e-07,1.0927361275235723e-07,1.0932229143902066e-07,1.0932097978027777e-07,1.0932106027523095e-07,1.0929241600091937e-07,1.0930859544806496e-07,1.0930804881042571e-07,1.0931607932158439e-07,1.0925470890952777e-07,1.0626523348510837e-07,1.0925845873099033e-07,1.0930386237288536e-07,0.0,1.0931773932471877e-07,1.0931951248274301e-07,1.0932110149896129e-07,1.0931102033009337e-07,1.0805715616986499e-07,1.093210688587639e-07,1.0929312062390492e-07,9.37650365560535e-08,1.0897096350351013e-07,1.0931165063749883e-07,1.092803251275309e-07,9.165589206515877e-08,1.0758524692744037e-07,1.093160584287983e-07,1.0931078654092901e-07,1.09322460662071e-07,1.093210933957952e-07,1.09320351321334e-07
