,base,6PGCt6_FWD_CPLX_dummy_s,ALAt2r_FWD_BSU27810-MONOMER_s,DALAt2r_FWD_BSU18120-MONOMER_s,3GMPt6_FWD_CPLX_dummy_s,2PGt6_FWD_CPLX_dummy_s,3UMPt6_FWD_CPLX_dummy_s,AMPt6_FWD_CPLX_dummy_s,ACNAMt2_FWD_CPLX_dummy_s,ACACt2_FWD_CPLX_dummy_s,ARGPt6_FWD_CPLX_dummy_s,BTDt6_RR_REV_CPLX_dummy_s,ASPt2r_FWD_BSU10220-MONOMER_s,ASNt2r_FWD_CPLX_dummy_s,CITt2r_FWD_BSU38770-MONOMER_s,CMPt6_FWD_CPLX_dummy_s,CO2t_REV_CPLX_dummy_s,DHAt_REV_CPLX_dummy_s,CHORt2_FWD_CPLX_dummy_s,F6Pt6_2_FWD_BSU12010-MONOMER_s,FORt2_REV_BSU27200-MONOMER_s,GLYt2r_FWD_CPLX_dummy_s,GSNt2_REV_BSU38710-MONOMER_s,THMDt2_FWD_BSU39410-MONOMER_s,GMPt6_FWD_CPLX_dummy_s,LEUt2r_FWD_BSU29600-MONOMER_s,HISt2r_FWD_BSU39390-MONOMER_s,METt3_FWD_CPLX_dummy_s,PSER_Lt6_FWD_BSU19999-MONOMER_s,UMPt6_FWD_CPLX_dummy_s,H2Ot_FWD_CPLX_dummy_s,PYRt2_REV_CPLX_dummy_s,PHEt2r_REV_CPLX_dummy_s,TYRt2r_REV_CPLX_dummy_s,SUCCt2r_REV_BSU07570-MONOMER_s,THMt6_REV_CPLX_dummy_s,URAt2_REV_BSU15480-MONOMER_s
translation_BSU03070_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03130_s,5.971330145033841e-15,5.954657244201876e-15,5.971361573418062e-15,5.971361573418062e-15,5.971361573418062e-15,5.968973330489794e-15,5.971235860542838e-15,5.969978828830737e-15,5.9687219735466154e-15,5.969601753721125e-15,5.970733026685846e-15,5.9708587325035325e-15,5.965078090808516e-15,5.96985313536327e-15,5.970230221058524e-15,5.969601753721125e-15,5.8578151696266395e-15,5.013161229054958e-14,4.706919720155057e-14,5.869986862087416e-15,5.9708587325035325e-15,5.969476065546423e-15,5.943120616269446e-15,5.971361573418062e-15,5.9298469004606384e-15,5.971361573418062e-15,5.970355919818866e-15,5.968596297721265e-15,5.9669626725242726e-15,5.970355919818866e-15,3.8621447802154747e-14,5.842314484817461e-15,5.969978828830737e-15,5.9708587325035325e-15,5.965454975401985e-15,5.971361573418062e-15,5.971235860542838e-15
translation_BSU03150_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5400801043643e-07,1.4329276882409023e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2929649227238913e-07,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03200_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03220_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03270_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03280_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03290_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03300_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03310_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03320_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03330_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03790_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03800_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03810_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03820_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03830_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03860_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03900_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03910_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03930_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03950_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.585111039267415e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU03950_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03981_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.072275804797796e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU03990_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3538105945128647e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU04000_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU04030_s,1.4081055473711432e-08,1.4054832234211955e-08,1.4081104881400365e-08,1.4081104881400365e-08,1.4081104881400365e-08,1.4077350144082136e-08,1.4080907251164735e-08,1.4078931025087554e-08,1.4076954937699717e-08,1.4078338184308821e-08,1.4080116744091139e-08,1.4080314368779198e-08,1.407122506856323e-08,1.407873341010775e-08,1.4079326259207844e-08,1.407833818430882e-08,1.3902031348719214e-08,1.4074781401759286e-08,1.4079721498875706e-08,1.3921282292389364e-08,1.4080314368779198e-08,1.4078140573489696e-08,1.403667302809797e-08,1.4081104881400365e-08,1.4015765018591664e-08,1.4081104881400365e-08,1.4079523878348326e-08,1.4076757336588847e-08,1.4074188648354843e-08,1.4079523878348326e-08,1.1845071649422297e-08,1.3877495903457144e-08,1.4078931025087554e-08,1.4080314368779198e-08,1.4071817759557469e-08,1.4081104881400363e-08,1.4080907251164735e-08
translation_BSU04340_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU04360_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU04470_s,0.0,2.365135560380536e-28,0.0,0.0,0.0,0.0,0.0,1.8524148596909833e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2824578228633737e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3813913701984e-08,0.0,1.1692995401415005e-07,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU04520_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1036597286898237e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.102685412347668e-09,0.0,0.0
translation_BSU04560_s,1.1021178468963209e-07,1.1000653657943348e-07,1.1021217140137999e-07,1.1021217140137999e-07,1.1021217140137999e-07,1.1018278324211485e-07,1.1021062455845916e-07,1.1019515672628402e-07,1.1017968997962409e-07,1.1019051658830692e-07,1.1020443729532726e-07,1.102059840948275e-07,1.1013484255289894e-07,1.1019361000276984e-07,1.1019825020587783e-07,1.1019051658830692e-07,1.0881057095570937e-07,1.1016267781206825e-07,1.1020134372889224e-07,1.0896124722161912e-07,1.102059840948275e-07,1.101889698973582e-07,1.0986440529402624e-07,1.1021217140137999e-07,1.097007592487209e-07,1.1021217140137999e-07,1.1019979696195745e-07,1.1017814336466143e-07,1.1015803835796578e-07,1.1019979696195745e-07,9.271084036964635e-08,1.0861853313471395e-07,1.1019515672628402e-07,1.102059840948275e-07,1.1013948151851956e-07,1.1021217140137999e-07,1.1021062455845916e-07
transcription_TU_BSU04560_s,3.0602860899595593e-09,3.0567905533526936e-09,3.060292674034899e-09,3.060292674034899e-09,3.060292674034899e-09,3.0597922965650516e-09,3.060266337759347e-09,3.0600029787880954e-09,3.0597396266973398e-09,3.0599239724384164e-09,3.0601609933451845e-09,3.060187329345518e-09,3.0589759445432434e-09,3.059976643269397e-09,3.060055650031905e-09,3.0599239724384164e-09,3.036381392910062e-09,3.059449947344467e-09,3.0601083215509348e-09,3.0389565528408304e-09,3.060187329345518e-09,3.059897637126133e-09,3.0543687459005757e-09,3.060292674034899e-09,3.051579124542742e-09,3.060292674034899e-09,3.060081985757017e-09,3.0597132918666906e-09,3.059370945329492e-09,3.060081985757017e-09,2.754234461423527e-09,3.033097708953921e-09,3.0600029787880954e-09,3.060187329345518e-09,3.059054943462011e-09,3.060292674034899e-09,3.060266337759347e-09
translation_BSU04570_s,9.207233568592936e-08,9.190086878740915e-08,9.207265874987363e-08,9.207265874987363e-08,9.207265874987363e-08,9.204810750544299e-08,9.207136649749733e-08,9.20584444725036e-08,9.204552335436317e-08,9.205456804184187e-08,9.206619757867744e-08,9.20674897947796e-08,9.200805724001145e-08,9.205715231988114e-08,9.20610288049541e-08,9.205456804184187e-08,9.090174379649774e-08,9.203131117182427e-08,9.20636131736787e-08,9.102762067775696e-08,9.20674897947796e-08,9.205327591642501e-08,9.178213049224097e-08,9.207265874987363e-08,9.164541849125617e-08,9.207265874987363e-08,9.206232098478211e-08,9.204423129242606e-08,9.202743531248015e-08,9.206232098478211e-08,7.745182278172201e-08,9.074131294267501e-08,9.20584444725036e-08,9.20674897947796e-08,9.20119326912716e-08,9.207265874987363e-08,9.207136649749733e-08
transcription_TU_BSU04570_s,2.556602172473879e-09,2.5536819564481955e-09,2.5566076728946967e-09,2.5566076728946967e-09,2.5566076728946967e-09,2.556189651151348e-09,2.5565856712329848e-09,2.556365657777298e-09,2.5561456500696655e-09,2.5562996548614627e-09,2.556497665160942e-09,2.556519666592732e-09,2.5555076602226877e-09,2.5563436567478716e-09,2.5564096600085907e-09,2.5562996548614627e-09,2.5366318825687662e-09,2.555903648230261e-09,2.5564536624698053e-09,2.538783204138037e-09,2.556519666592732e-09,2.556277654004478e-09,2.551658747502564e-09,2.5566076728946967e-09,2.549328262111928e-09,2.5566076728946967e-09,2.5564316612104572e-09,2.556123649615045e-09,2.5558376489356926e-09,2.5564316612104572e-09,2.300922724408051e-09,2.5338886509593e-09,2.556365657777298e-09,2.556519666592732e-09,2.5555736569306453e-09,2.5566076728946967e-09,2.5565856712329848e-09
translation_BSU04620_s,0.0,0.0,-6.4153083114092586e-24,-6.415308311409257e-24,-6.415308311409256e-24,-6.4135976645724024e-24,-6.4152182716784345e-24,0.0,0.0,-6.4140478126773734e-24,-6.414858119073778e-24,-6.414948156277146e-24,0.0,-6.414227876342413e-24,-6.414497976578956e-24,0.0,0.0,0.0,0.0,-6.342493628735632e-24,0.0,-6.41395778179265e-24,0.0,-6.415308311409258e-24,-6.385539669781093e-24,0.0,0.0,0.0,0.0,-6.4145880112544494e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU04620_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU04640_s,0.0,5.818178168605383e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.826436382518687e-08,0.0,0.0,0.0,0.0,5.810660932197934e-08,0.0,5.80200579335092e-08,0.0,0.0,0.0,0.0,0.0,4.9034194167383785e-08,5.744767518737453e-08,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU04640_s,0.0,1.6167177530104e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6181242901622615e-09,0.0,0.0,0.0,0.0,1.6154368739204286e-09,0.0,1.613961460314338e-09,0.0,0.0,0.0,0.0,0.0,1.4566976938778459e-09,1.6041867530971754e-09,0.0,0.0,0.0,0.0,0.0
translation_BSU04730_s,6.804365468298606e-11,6.292159382728273e-11,6.804418185772461e-11,6.804425651061087e-11,6.804418185772461e-11,6.801669967654451e-11,6.802925147629775e-11,6.793877217593284e-11,6.803398826025666e-11,6.805788754793671e-11,6.804247723677668e-11,6.80393844274002e-11,6.800725961755953e-11,6.803917663445145e-11,6.804288124907654e-11,6.803390309340938e-11,7.244623614966156e-11,6.620980862706593e-11,6.805651865998061e-11,6.683985207367259e-11,6.804363957968351e-11,7.007649812748731e-11,6.611133692625497e-11,6.804424086294376e-11,6.602084773903042e-11,6.804507650037916e-11,6.80383359422993e-11,6.465870302914904e-11,4.5823869216688505e-11,6.637519364849553e-11,6.484090159148742e-11,6.407825574191535e-11,6.80400439227148e-11,6.80406273596992e-11,6.804116412068369e-11,6.804156042787382e-11,6.802925147629775e-11
translation_BSU04740_s,1.5482774151460026e-07,1.215558475488677e-07,1.5482826942531572e-07,1.5482872066811252e-07,1.5482826942531572e-07,1.5475017601044498e-07,1.5482447310833218e-07,1.5480494392247364e-07,1.5478522769449075e-07,1.5485262412507323e-07,1.5482340987330292e-07,1.5482299383716825e-07,1.5474806631305878e-07,1.5481110991471543e-07,1.54818180768621e-07,1.5480263490376026e-07,1.8495874532593996e-07,1.4218838629621282e-07,1.5480936477189145e-07,1.530152232322747e-07,1.548194036253399e-07,1.6900073844398015e-07,1.4183752354146088e-07,1.5482835483177794e-07,1.406187225303304e-07,1.5482895524231782e-07,1.548150393263475e-07,1.3272236880979304e-07,0.0,1.4391127200974536e-07,1.3039244757525486e-07,1.2931778381085466e-07,1.5481326592890938e-07,1.5482090353450391e-07,1.5484022014579865e-07,1.548059427828661e-07,1.5482447310833218e-07
transcription_TU_BSU_tRNA_45_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_46_s,1.4536012901532962e-06,1.4524441008092484e-06,1.4536071978813186e-06,1.4536137620636265e-06,1.4536071978813186e-06,1.453226790179181e-06,1.453590366587428e-06,1.4534731287606352e-06,1.453359131716436e-06,1.45361394415861e-06,1.4535873753239467e-06,1.453569700665885e-06,1.4531799722738285e-06,1.4535127323183761e-06,1.4533724964224652e-06,1.4534591892837965e-06,1.443561570640479e-06,1.4533592867033023e-06,1.4536958399244704e-06,1.4200873484141208e-06,1.4535503743233367e-06,1.453475774685126e-06,1.45075967226844e-06,1.453607832369756e-06,1.4440875046853958e-06,1.4536184544705499e-06,1.4535666172163537e-06,1.4532884382403658e-06,1.4531616916764115e-06,1.453534381741539e-06,1.2947227427906483e-06,1.4387127721193413e-06,1.4534855050446469e-06,1.4535581598436928e-06,1.4532821879167569e-06,1.453609405585655e-06,1.453590366587428e-06
transcription_TU_BSU_tRNA_47_s,1.6172565850472152e-06,1.6142777536642985e-06,1.6172528125047271e-06,1.6172530772277287e-06,1.6172528125047271e-06,1.6172146190947427e-06,1.6171300602809978e-06,1.6171099144539088e-06,1.616963109182019e-06,1.6165653420936056e-06,1.178911137044602e-06,1.6171596553412273e-06,1.6165968701316658e-06,1.6170569920269553e-06,1.6170581895366561e-06,1.617034588355229e-06,1.601646348515188e-06,1.1786715656931992e-06,1.6173572180950542e-06,1.6132247669468032e-06,1.17898015017624e-06,1.6170535704797375e-06,1.614447611023936e-06,1.6172515702610926e-06,1.6146952412607512e-06,1.6172540157508593e-06,1.6170633598385003e-06,1.6168373262757554e-06,1.6167300639412546e-06,1.6170741234084905e-06,1.483807796467604e-06,1.5986611803799246e-06,1.6169996398798938e-06,1.6171703062021845e-06,1.6154231048448681e-06,1.6172485554737762e-06,1.6171300602809978e-06
transcription_TU_BSU_tRNA_48_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_49_s,1.2092015795126158e-06,1.5755796475291887e-06,1.5778543316000875e-06,1.5778556298866576e-06,1.5778543316000875e-06,1.5775670908821253e-06,1.5777322126652066e-06,1.5777031638885465e-06,1.5775645748482327e-06,1.5776386835718952e-06,1.5777508502002405e-06,1.577788212225426e-06,1.5772254176194548e-06,1.5776692482940091e-06,1.577641683963445e-06,1.5776552867665724e-06,1.565025073046924e-06,1.5774203978459014e-06,1.5777872162827533e-06,1.569993638652592e-06,1.5777929776853737e-06,1.5776628740545404e-06,1.5753468704034972e-06,1.5778540883142703e-06,1.574733641166284e-06,1.5778526036966366e-06,1.5777046310579994e-06,1.5775555211836595e-06,1.5773280503001214e-06,1.5777123759027512e-06,1.4019729040885523e-06,1.5632576612340799e-06,1.5776807503607274e-06,1.5778017842881401e-06,1.5768744488544302e-06,1.5778498382696984e-06,1.5777322126652066e-06
transcription_TU_BSU_tRNA_50_s,2.542431191032944e-06,2.5395560489491237e-06,2.542449294175203e-06,2.542458512712683e-06,2.542449294175203e-06,2.541886190396402e-06,2.5424141282282305e-06,2.542222361275287e-06,2.5419977599949202e-06,2.54190619436435e-06,2.5423145995676488e-06,2.54234588303131e-06,2.5415015546823825e-06,2.5421805636878144e-06,2.542356537516274e-06,2.5421222118477737e-06,2.5223470304318535e-06,2.5419783132791206e-06,2.542235294832133e-06,2.515856502556798e-06,2.542372823002115e-06,2.5420866454329274e-06,2.5373049917318414e-06,2.5424498766906216e-06,2.541683566039763e-06,2.542450386275766e-06,2.5423131651885593e-06,2.5419713669963704e-06,2.541817370297501e-06,2.5422677267291804e-06,2.3137429990923857e-06,2.5221602899552063e-06,2.542184760342852e-06,2.5423599338273795e-06,2.5413685128148127e-06,2.54245179649459e-06,2.5424141282282305e-06
transcription_TU_BSU_tRNA_51_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU05340_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU05340_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU05740_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU05810_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU05820_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU05830_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU05860_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_79_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_80_s,2.147214894940799e-06,1.9003481560723337e-06,1.2880394056011915e-06,1.288036785779989e-06,2.1472123280521317e-06,1.5674465550516017e-06,2.14717770091488e-06,1.287937430965371e-06,2.146858657517782e-06,2.1471366790671336e-06,1.2880560236380263e-06,1.2880175383115555e-06,2.1460151226599834e-06,2.1470046478729746e-06,2.1468335923196912e-06,7.084474687274832e-07,2.1330251372362826e-06,2.146270782410804e-06,2.1472733227512964e-06,1.5083437371007005e-06,1.6838150004675053e-06,2.1469582056549808e-06,2.1428618259467297e-06,2.1472099095984006e-06,2.1372865212235205e-06,2.147194765818752e-06,1.9019211730255628e-06,2.146817552055238e-06,1.2878646779159101e-06,2.147116445355607e-06,1.9374332663297995e-06,2.1303909587345575e-06,2.147099788899781e-06,2.147173630906563e-06,2.146783668584676e-06,1.567676851939807e-06,2.14717770091488e-06
