TU_id	start	stop	tss	strand	rho_dependent	sigma
TU8J2_633_from_BSU23450-MONOMER	2788920	2791440	2791440	-	True	BSU23450-MONOMER
TU8J2_1290_from_MONOMER8J2-6	1071402	1071488	1071488	+	False	MONOMER8J2-6
TU8J2_841_from_BSU15320-MONOMER	1570574	1571800	1571800	-	True	BSU15320-MONOMER
TU8J2_1180_from_BSU15330-MONOMER	158515	159072	159072	-	False	BSU15330-MONOMER
TU8J2_1519_from_BSU25200-MONOMER	3136768	3136944	3136944	+	True	BSU25200-MONOMER
TU8J2_199_from_BSU25200-MONOMER	4215255	4215389	4215389	-	True	BSU25200-MONOMER
TU8J2_967_from_BSU25200-MONOMER	946696	953294	953294	-	True	BSU25200-MONOMER
TU8J2_395_from_BSU25200-MONOMER	3743267	3743659	3743659	-	True	BSU25200-MONOMER
TU8J2_1040_from_BSU04730-MONOMER	726840	728318	728318	-	True	BSU04730-MONOMER
TU8J2_1414_from_BSU25200-MONOMER	1525386	1526159	1526159	+	True	BSU25200-MONOMER
TU8J2_724_from_BSU15320-MONOMER	2386195	2387673	2387673	-	True	BSU15320-MONOMER
TU8J2_497_from_BSU25200-MONOMER	3219837	3222083	3222083	-	True	BSU25200-MONOMER
TU8J2_2986_from_BSU25200-MONOMER	1761707	1763204	1763204	+	True	BSU25200-MONOMER
TU8J2_1276_from_BSU25200-MONOMER	1606560	1607354	1607354	+	True	BSU25200-MONOMER
TU8J2_827_from_BSU25200-MONOMER	1673620	1674137	1674137	+	True	BSU25200-MONOMER
TU8J2_619_from_BSU15320-MONOMER	2855973	2857626	2857626	-	True	BSU15320-MONOMER
TU8J2_721_from_BSU25200-MONOMER	2402067	2403350	2403350	-	True	BSU25200-MONOMER
TU8J2_1378_from_BSU25200-MONOMER	1159211	1159690	1159690	-	True	BSU25200-MONOMER
TU8J2_1166_from_BSU25200-MONOMER	228549	229352	229352	-	True	BSU25200-MONOMER
TU8J2_1273_from_BSU25200-MONOMER	1233614	1234908	1234908	-	True	BSU25200-MONOMER
TU8J2_184_from_BSU25200-MONOMER	1422172	1424440	1424440	-	False	BSU25200-MONOMER
TU8J2_952_from_BSU16470-MONOMER	1011792	1013258	1013258	-	True	BSU16470-MONOMER
TU8J2_1501_from_BSU25200-MONOMER	2768042	2768674	2768674	-	True	BSU25200-MONOMER
TU8J2_1026_from_BSU25200-MONOMER	816113	817243	817243	+	True	BSU25200-MONOMER
TU8J2_140_from_BSU25200-MONOMER	2270407	2271982	2271982	-	True	BSU25200-MONOMER
TU8J2_378_from_BSU25200-MONOMER	3772325	3773350	3773350	-	True	BSU25200-MONOMER
TU8J2_482_from_BSU25200-MONOMER	3253529	3255838	3255838	-	True	BSU25200-MONOMER
TU8J2_2962_from_BSU25200-MONOMER	245190	246131	246131	+	True	BSU25200-MONOMER
TU8J2_707_from_BSU25200-MONOMER	2449841	2450290	2450290	-	True	BSU25200-MONOMER
TU8J2_812_from_MONOMER8J2-6	1865512	1865787	1865787	-	True	MONOMER8J2-6
TU8J2_604_from_BSU04730-MONOMER	2898931	2899752	2899752	+	True	BSU04730-MONOMER
TU8J2_1259_from_BSU25200-MONOMER	3602588	3604567	3604567	-	True	BSU25200-MONOMER
TU8J2_1363_from_BSU25200-MONOMER	995624	996532	996532	-	True	BSU25200-MONOMER
TU8J2_1151_from_BSU25200-MONOMER	288653	290698	290698	-	True	BSU25200-MONOMER
TU8J2_1488_from_BSU25200-MONOMER	2636096	2637139	2637139	-	True	BSU25200-MONOMER
TU8J2_17_from_BSU25200-MONOMER	3665629	3666507	3666507	+	True	BSU25200-MONOMER
TU8J2_938_from_BSU15330-MONOMER	1050031	1050234	1050234	-	True	BSU15330-MONOMER
TU8J2_363_from_BSU25200-MONOMER	3805090	3806055	3806055	-	True	BSU25200-MONOMER
TU8J2_1011_from_BSU25200-MONOMER	854412	855077	855077	+	True	BSU25200-MONOMER
TU8J2_1386_from_BSU25200-MONOMER	1207818	1208057	1208057	-	True	BSU25200-MONOMER
TU8J2_692_from_BSU25200-MONOMER	2478006	2478929	2478929	-	True	BSU25200-MONOMER
TU8J2_468_from_BSU25200-MONOMER	3328762	3334990	3334990	+	True	BSU25200-MONOMER
TU8J2_2948_from_BSU25200-MONOMER	1272725	1276291	1276291	+	True	BSU25200-MONOMER
TU8J2_1244_from_BSU04730-MONOMER	2433631	2434346	2434346	-	True	BSU04730-MONOMER
TU8J2_799_from_BSU25200-MONOMER	1919861	1921864	1921864	+	True	BSU25200-MONOMER
TU8J2_590_from_BSU25200-MONOMER	2930827	2931573	2931573	-	True	BSU25200-MONOMER
TU8J2_1473_from_BSU25200-MONOMER	2433137	2433373	2433373	+	True	BSU25200-MONOMER
TU8J2_1349_from_BSU25200-MONOMER	712019	713293	713293	+	True	BSU25200-MONOMER
TU8J2_1137_from_BSU25200-MONOMER	324038	325189	325189	-	True	BSU25200-MONOMER
TU8J2_349_from_BSU25200-MONOMER	3846001	3847249	3847249	+	True	BSU25200-MONOMER
TU8J2_1578_from_BSU25200-MONOMER	3443896	3444201	3444201	-	True	BSU25200-MONOMER
TU8J2_923_from_BSU25200-MONOMER	1116583	1116816	1116816	-	True	BSU25200-MONOMER
TU8J2_678_from_BSU25200-MONOMER	2522871	2523716	2523716	-	True	BSU25200-MONOMER
TU8J2_453_from_BSU25200-MONOMER	3412128	3415216	3415216	-	True	BSU25200-MONOMER
TU8J2_281_from_BSU25200-MONOMER	4004288	4005136	4005136	-	True	BSU25200-MONOMER
TU8J2_1224_from_BSU25200-MONOMER	1752272	1754641	1754641	+	True	BSU25200-MONOMER
TU8J2_783_from_BSU04730-MONOMER	2019421	2021144	2021144	+	True	BSU04730-MONOMER
TU8J2_576_from_BSU25200-MONOMER	2965681	2966139	2966139	-	True	BSU25200-MONOMER
TU8J2_1459_from_BSU25200-MONOMER	2169807	2169926	2169926	+	True	BSU25200-MONOMER
TU8J2_1334_from_BSU25200-MONOMER	562502	563461	563461	+	True	BSU25200-MONOMER
TU8J2_1122_from_BSU25200-MONOMER	364259	367256	367256	+	False	BSU25200-MONOMER
TU8J2_334_from_BSU25200-MONOMER	3882191	3882655	3882655	-	True	BSU25200-MONOMER
TU8J2_1563_from_BSU25200-MONOMER	3723454	3724335	3724335	+	True	BSU25200-MONOMER
TU8J2_909_from_BSU25200-MONOMER	1219849	1225450	1225450	+	True	BSU25200-MONOMER
TU8J2_663_from_BSU15330-MONOMER	2592003	2594174	2594174	-	True	BSU15330-MONOMER
TU8J2_439_from_BSU25200-MONOMER	3536012	3540727	3540727	+	False	BSU25200-MONOMER
TU8J2_267_from_BSU25200-MONOMER	4049009	4053320	4053320	-	True	BSU25200-MONOMER
TU8J2_121_from_BSU25200-MONOMER	1125123	1129611	1129611	-	True	BSU25200-MONOMER
TU8J2_769_from_BSU25200-MONOMER	2089396	2090454	2090454	+	True	BSU25200-MONOMER
TU8J2_1108_from_BSU25200-MONOMER	416235	417713	417713	-	True	BSU25200-MONOMER
TU8J2_997_from_BSU25200-MONOMER	883758	885808	885808	+	True	BSU25200-MONOMER
TU8J2_132_from_BSU25200-MONOMER	3344113	3344979	3344979	+	True	BSU25200-MONOMER
TU8J2_564_from_BSU25200-MONOMER	2997301	2998620	2998620	-	True	BSU25200-MONOMER
TU8J2_1444_from_BSU25200-MONOMER	2060237	2060692	2060692	-	True	BSU25200-MONOMER
TU8J2_1549_from_BSU25200-MONOMER	3471266	3471823	3471823	+	True	BSU25200-MONOMER
TU8J2_895_from_BSU15320-MONOMER	1282571	1283044	1283044	-	True	BSU15320-MONOMER
TU8J2_319_from_BSU25200-MONOMER	3919093	3921810	3921810	-	True	BSU25200-MONOMER
TU8J2_424_from_BSU25200-MONOMER	3647406	3648581	3648581	+	True	BSU25200-MONOMER
TU8J2_252_from_BSU25200-MONOMER	4091845	4092666	4092666	+	True	BSU25200-MONOMER
TU8J2_649_from_BSU15320-MONOMER	2652387	2652797	2652797	-	True	BSU15320-MONOMER
TU8J2_754_from_BSU25200-MONOMER	2288669	2290006	2290006	-	True	BSU25200-MONOMER
TU8J2_1094_from_BSU25200-MONOMER	454029	454592	454592	+	True	BSU25200-MONOMER
TU8J2_1196_from_BSU25200-MONOMER	54441	55672	55672	+	True	BSU25200-MONOMER
TU8J2_1305_from_BSU25200-MONOMER	2952224	2953349	2953349	-	False	BSU25200-MONOMER
TU8J2_55_from_BSU04730-MONOMER	3046757	3048015	3048015	-	True	BSU04730-MONOMER
TU8J2_982_from_BSU25200-MONOMER	919366	920343	920343	-	True	BSU25200-MONOMER
TU8J2_1534_from_BSU25200-MONOMER	3310386	3310721	3310721	+	True	BSU25200-MONOMER
TU8J2_880_from_BSU25200-MONOMER	1381434	1381877	1381877	-	True	BSU25200-MONOMER
TU8J2_143_from_BSU25200-MONOMER	2065042	2065377	2065377	+	True	BSU25200-MONOMER
TU8J2_41_from_BSU25200-MONOMER	3766714	3769108	3769108	-	True	BSU25200-MONOMER
TU8J2_238_from_BSU25200-MONOMER	4118950	4121056	4121056	+	True	BSU25200-MONOMER
TU8J2_304_from_BSU25200-MONOMER	3958516	3961874	3961874	-	True	BSU25200-MONOMER
TU8J2_74_from_BSU23450-MONOMER	1930264	1930698	1930698	+	True	BSU23450-MONOMER
TU8J2_108_from_BSU25200-MONOMER	2338809	2339471	2339471	-	True	BSU25200-MONOMER
TU8J2_634_from_BSU15330-MONOMER	2805704	2806228	2806228	-	True	BSU15330-MONOMER
TU8J2_1291_from_MONOMER8J2-6	0	0	0	-	False	MONOMER8J2-6
TU8J2_535_from_BSU25200-MONOMER	3068908	3070206	3070206	+	True	BSU25200-MONOMER
TU8J2_1181_from_BSU15330-MONOMER	156109	157325	157325	+	True	BSU15330-MONOMER
TU8J2_152_from_BSU25200-MONOMER	3667209	3671375	3671375	+	True	BSU25200-MONOMER
TU8J2_866_from_BSU15320-MONOMER	1449250	1451135	1451135	+	True	BSU15320-MONOMER
TU8J2_968_from_BSU25200-MONOMER	944487	944924	944924	+	True	BSU25200-MONOMER
TU8J2_396_from_BSU25200-MONOMER	3741732	3742040	3742040	-	True	BSU25200-MONOMER
TU8J2_223_from_BSU04730-MONOMER	4159005	4159205	4159205	+	True	BSU04730-MONOMER
TU8J2_1415_from_BSU25200-MONOMER	1533327	1533701	1533701	-	True	BSU25200-MONOMER
TU8J2_725_from_BSU00980-MONOMER	2385543	2385821	2385821	-	True	BSU00980-MONOMER
TU8J2_1065_from_BSU15330-MONOMER	600229	600906	600906	-	True	BSU15330-MONOMER
TU8J2_2988_from_BSU25200-MONOMER	3318029	3319561	3319561	-	True	BSU25200-MONOMER
TU8J2_1277_from_BSU25200-MONOMER	1365888	1369833	1369833	+	True	BSU25200-MONOMER
TU8J2_520_from_BSU25200-MONOMER	3127825	3129027	3129027	-	True	BSU25200-MONOMER
TU8J2_62_from_BSU15320-MONOMER	989712	990680	990680	+	True	BSU15320-MONOMER
TU8J2_1274_from_BSU25200-MONOMER	3347051	3352096	3352096	-	False	BSU25200-MONOMER
TU8J2_851_from_BSU25200-MONOMER	1511308	1511889	1511889	+	True	BSU25200-MONOMER
TU8J2_1167_from_BSU15330-MONOMER	228066	228522	228522	+	True	BSU15330-MONOMER
TU8J2_1502_from_BSU25200-MONOMER	2788680	2788883	2788883	+	True	BSU25200-MONOMER
TU8J2_209_from_BSU25200-MONOMER	4189406	4189645	4189645	+	True	BSU25200-MONOMER
TU8J2_953_from_BSU25200-MONOMER	1004975	1006642	1006642	+	False	BSU25200-MONOMER
TU8J2_379_from_BSU25200-MONOMER	3771000	3772133	3772133	-	True	BSU25200-MONOMER
TU8J2_1050_from_BSU25200-MONOMER	676442	677863	677863	+	True	BSU25200-MONOMER
TU8J2_1400_from_BSU25200-MONOMER	1387206	1388039	1388039	+	True	BSU25200-MONOMER
TU8J2_708_from_BSU25200-MONOMER	2446418	2448430	2448430	-	True	BSU25200-MONOMER
TU8J2_506_from_BSU25200-MONOMER	3171879	3178640	3178640	-	True	BSU25200-MONOMER
TU8J2_2963_from_BSU25200-MONOMER	3946394	3948399	3948399	+	True	BSU25200-MONOMER
TU8J2_126_from_BSU25200-MONOMER	1218113	1219105	1219105	-	False	BSU25200-MONOMER
TU8J2_837_from_BSU15320-MONOMER	1584214	1586154	1586154	+	True	BSU15320-MONOMER
TU8J2_605_from_BSU25200-MONOMER	2898292	2898747	2898747	+	True	BSU25200-MONOMER
TU8J2_1489_from_BSU25200-MONOMER	2637369	2637503	2637503	+	True	BSU25200-MONOMER
TU8J2_194_from_MONOMER8J2-6	1169877	1172465	1172465	-	True	MONOMER8J2-6
TU8J2_1152_from_BSU25200-MONOMER	287499	288611	288611	+	True	BSU25200-MONOMER
TU8J2_364_from_BSU25200-MONOMER	3803081	3803281	3803281	-	True	BSU25200-MONOMER
TU8J2_1036_from_BSU25200-MONOMER	796314	798233	798233	+	True	BSU25200-MONOMER
TU8J2_939_from_BSU15320-MONOMER	1050811	1053253	1053253	-	True	BSU15320-MONOMER
TU8J2_693_from_BSU23100-MONOMER	2476969	2477730	2477730	+	True	BSU23100-MONOMER
TU8J2_492_from_BSU25200-MONOMER	3227581	3228402	3228402	+	True	BSU25200-MONOMER
TU8J2_1387_from_BSU25200-MONOMER	1239387	1240121	1240121	-	True	BSU25200-MONOMER
TU8J2_1245_from_BSU15330-MONOMER	2438372	2443304	2443304	-	True	BSU15330-MONOMER
TU8J2_822_from_BSU16470-MONOMER	1691278	1717789	1717789	+	True	BSU16470-MONOMER
TU8J2_2949_from_BSU25200-MONOMER	1270631	1272577	1272577	+	True	BSU25200-MONOMER
TU8J2_1474_from_BSU25200-MONOMER	2435012	2435224	2435224	+	True	BSU25200-MONOMER
TU8J2_1373_from_BSU25200-MONOMER	1072768	1073109	1073109	+	True	BSU25200-MONOMER
TU8J2_591_from_BSU25200-MONOMER	2927008	2929422	2929422	-	True	BSU25200-MONOMER
TU8J2_35_from_BSU25200-MONOMER	1028233	1030068	1030068	-	True	BSU25200-MONOMER
TU8J2_18_from_BSU25200-MONOMER	2385543	2385821	2385821	-	True	BSU25200-MONOMER
TU8J2_1138_from_BSU25200-MONOMER	321013	324000	324000	+	True	BSU25200-MONOMER
TU8J2_679_from_BSU25200-MONOMER	2520557	2522773	2522773	-	True	BSU25200-MONOMER
TU8J2_1021_from_BSU25200-MONOMER	827455	827802	827802	+	True	BSU25200-MONOMER
TU8J2_924_from_BSU15320-MONOMER	1115698	1116555	1116555	+	True	BSU15320-MONOMER
TU8J2_1225_from_BSU25200-MONOMER	3625741	3626973	3626973	-	True	BSU25200-MONOMER
TU8J2_478_from_BSU25200-MONOMER	3258037	3259266	3259266	-	True	BSU25200-MONOMER
TU8J2_282_from_BSU15320-MONOMER	4000539	4004134	4004134	-	True	BSU15320-MONOMER
TU8J2_146_from_BSU25200-MONOMER	1447251	1447541	1447541	+	True	BSU25200-MONOMER
TU8J2_808_from_BSU25200-MONOMER	1880087	1880377	1880377	+	True	BSU25200-MONOMER
TU8J2_577_from_BSU15320-MONOMER	2961586	2962431	2962431	-	True	BSU15320-MONOMER
TU8J2_335_from_BSU34200-MONOMER	3880740	3882014	3882014	-	True	BSU34200-MONOMER
TU8J2_1359_from_BSU25200-MONOMER	954579	954851	954851	-	True	BSU25200-MONOMER
TU8J2_1123_from_BSU25200-MONOMER	362937	364142	364142	+	True	BSU25200-MONOMER
TU8J2_664_from_BSU15320-MONOMER	2588701	2590256	2590256	+	True	BSU15320-MONOMER
TU8J2_165_from_MONOMER8J2-6	601741	602713	602713	-	True	MONOMER8J2-6
TU8J2_91_from_BSU25200-MONOMER	626622	633862	633862	+	True	BSU25200-MONOMER
TU8J2_1210_from_BSU25200-MONOMER	22496	23769	23769	-	True	BSU25200-MONOMER
TU8J2_1007_from_BSU25200-MONOMER	865205	867125	867125	+	True	BSU25200-MONOMER
TU8J2_268_from_BSU25200-MONOMER	4041483	4048965	4048965	+	True	BSU25200-MONOMER
TU8J2_998_from_BSU34200-MONOMER	879002	883642	883642	+	True	BSU34200-MONOMER
TU8J2_463_from_BSU25200-MONOMER	3379112	3379939	3379939	-	True	BSU25200-MONOMER
TU8J2_1109_from_BSU25200-MONOMER	415350	416195	416195	+	True	BSU25200-MONOMER
TU8J2_1445_from_BSU25200-MONOMER	2084786	2085109	2085109	-	True	BSU25200-MONOMER
TU8J2_794_from_BSU25200-MONOMER	1925655	1926047	1926047	-	True	BSU25200-MONOMER
TU8J2_565_from_BSU25200-MONOMER	2995908	2996849	2996849	-	True	BSU25200-MONOMER
TU8J2_32_from_BSU25200-MONOMER	3171879	3178640	3178640	-	True	BSU25200-MONOMER
TU8J2_1344_from_BSU25200-MONOMER	613641	614849	614849	+	True	BSU25200-MONOMER
TU8J2_896_from_MONOMER8J2-6	1280626	1280949	1280949	-	True	MONOMER8J2-6
TU8J2_65_from_BSU15320-MONOMER	2337577	2337996	2337996	+	True	BSU15320-MONOMER
TU8J2_1573_from_BSU25200-MONOMER	4159253	4159456	4159456	-	True	BSU25200-MONOMER
TU8J2_253_from_BSU25200-MONOMER	4089429	4091309	4091309	-	True	BSU25200-MONOMER
TU8J2_1197_from_BSU15330-MONOMER	53183	53368	53368	+	True	BSU15330-MONOMER
TU8J2_449_from_BSU25200-MONOMER	3430598	3434156	3434156	-	True	BSU25200-MONOMER
TU8J2_1095_from_BSU25200-MONOMER	452830	453894	453894	+	False	BSU25200-MONOMER
TU8J2_983_from_BSU25200-MONOMER	916778	919348	919348	+	True	BSU25200-MONOMER
TU8J2_779_from_BSU16470-MONOMER	2029429	2031114	2031114	-	True	BSU16470-MONOMER
TU8J2_550_from_BSU25200-MONOMER	3032417	3033040	3033040	-	True	BSU25200-MONOMER
TU8J2_1430_from_BSU25200-MONOMER	1916006	1916545	1916545	-	True	BSU25200-MONOMER
TU8J2_133_from_BSU25200-MONOMER	1269733	1270080	1270080	-	True	BSU25200-MONOMER
TU8J2_881_from_BSU25200-MONOMER	1380978	1381403	1381403	+	True	BSU25200-MONOMER
TU8J2_305_from_BSU25200-MONOMER	3957391	3958482	3958482	+	True	BSU25200-MONOMER
TU8J2_1559_from_BSU25200-MONOMER	3598040	3601909	3601909	-	True	BSU25200-MONOMER
TU8J2_239_from_BSU25200-MONOMER	4113417	4118486	4118486	+	True	BSU25200-MONOMER
TU8J2_635_from_BSU25200-MONOMER	2802358	2805313	2805313	+	True	BSU25200-MONOMER
TU8J2_434_from_BSU25200-MONOMER	3609420	3609902	3609902	+	True	BSU25200-MONOMER
TU8J2_1080_from_BSU04730-MONOMER	494506	494877	494877	+	True	BSU04730-MONOMER
TU8J2_1182_from_BSU25200-MONOMER	121919	125500	125500	+	True	BSU25200-MONOMER
TU8J2_764_from_BSU01730-MONOMER	2099446	2099790	2099790	-	True	BSU01730-MONOMER
TU8J2_536_from_BSU25200-MONOMER	3067420	3068811	3068811	-	True	BSU25200-MONOMER
TU8J2_969_from_BSU15320-MONOMER	936773	936997	936997	-	True	BSU15320-MONOMER
TU8J2_1315_from_BSU25200-MONOMER	159182	159778	159778	+	True	BSU25200-MONOMER
TU8J2_867_from_BSU25200-MONOMER	1448506	1449132	1449132	+	True	BSU25200-MONOMER
TU8J2_1416_from_BSU25200-MONOMER	1534279	1535751	1535751	-	True	BSU25200-MONOMER
TU8J2_1544_from_BSU25200-MONOMER	3404835	3405626	3405626	+	True	BSU25200-MONOMER
TU8J2_224_from_BSU25200-MONOMER	4157471	4158835	4158835	-	True	BSU25200-MONOMER
TU8J2_299_from_BSU25200-MONOMER	3971060	3972433	3972433	+	True	BSU25200-MONOMER
TU8J2_42_from_BSU25200-MONOMER	312159	317603	317603	+	True	BSU25200-MONOMER
TU8J2_1066_from_BSU04730-MONOMER	597114	598052	598052	+	True	BSU04730-MONOMER
TU8J2_620_from_BSU25200-MONOMER	2854880	2855164	2855164	-	True	BSU25200-MONOMER
TU8J2_75_from_BSU23450-MONOMER	989022	989591	989591	+	True	BSU23450-MONOMER
TU8J2_521_from_BSU25200-MONOMER	3124250	3127675	3127675	-	True	BSU25200-MONOMER
TU8J2_1168_from_BSU25200-MONOMER	226566	227954	227954	+	True	BSU25200-MONOMER
TU8J2_1300_from_BSU04730-MONOMER	3138978	3139226	3139226	-	True	BSU04730-MONOMER
TU8J2_852_from_BSU25200-MONOMER	1507578	1511163	1511163	+	True	BSU25200-MONOMER
TU8J2_954_from_BSU25200-MONOMER	1002501	1004834	1004834	+	False	BSU25200-MONOMER
TU8J2_153_from_BSU25200-MONOMER	1861384	1862712	1862712	-	True	BSU25200-MONOMER
TU8J2_21_from_BSU25200-MONOMER	3663281	3664201	3664201	+	True	BSU25200-MONOMER
TU8J2_1401_from_BSU25200-MONOMER	1398975	1400096	1400096	-	True	BSU25200-MONOMER
TU8J2_405_from_MONOMER8J2-6	3716009	3717097	3717097	-	True	MONOMER8J2-6
TU8J2_1051_from_BSU25200-MONOMER	674832	675857	675857	-	True	BSU25200-MONOMER
TU8J2_2964_from_BSU09520-MONOMER	474731	475540	475540	+	True	BSU09520-MONOMER
TU8J2_735_from_BSU25200-MONOMER	2320355	2321860	2321860	-	True	BSU25200-MONOMER
TU8J2_507_from_BSU15320-MONOMER	3163735	3171646	3171646	-	True	BSU15320-MONOMER
TU8J2_606_from_MONOMER8J2-6	2897788	2898123	2898123	+	True	MONOMER8J2-6
TU8J2_1287_from_BSU25200-MONOMER	3595356	3598020	3598020	+	True	BSU25200-MONOMER
TU8J2_838_from_BSU25200-MONOMER	1580121	1584097	1584097	+	True	BSU25200-MONOMER
TU8J2_1153_from_BSU25200-MONOMER	284011	285762	285762	+	True	BSU25200-MONOMER
TU8J2_1515_from_BSU25200-MONOMER	3072401	3072622	3072622	+	True	BSU25200-MONOMER
TU8J2_195_from_BSU15330-MONOMER	990612	991265	991265	-	True	BSU15330-MONOMER
TU8J2_94_from_BSU25200-MONOMER	966196	966669	966669	-	True	BSU25200-MONOMER
TU8J2_389_from_BSU25200-MONOMER	3753933	3755291	3755291	-	True	BSU25200-MONOMER
TU8J2_1037_from_BSU15320-MONOMER	755907	757978	757978	+	True	BSU15320-MONOMER
TU8J2_1388_from_BSU25200-MONOMER	1253713	1255866	1255866	-	True	BSU25200-MONOMER
TU8J2_718_from_BSU23100-MONOMER	2413585	2415211	2415211	-	True	BSU23100-MONOMER
TU8J2_493_from_BSU25200-MONOMER	3225178	3225570	3225570	-	True	BSU25200-MONOMER
TU8J2_295_from_BSU25200-MONOMER	3981227	3982915	3982915	+	True	BSU25200-MONOMER
TU8J2_127_from_BSU25200-MONOMER	20880	22157	22157	+	False	BSU25200-MONOMER
