,base,pser__L_s,cbl1_s,3amp_s,6pgc_s,man6p_c,so4_s,adn_c,pi_c,pep_s,gmp_s,asp__L_s,f6p_s,leu__L_s,acnam_s,pyr_c,arg__L_s,k_s,zn2_s,mg2_s,mn2_s,met__L_c
APATi_FWD_BSU14180-MONOMER,0.024478108825547285,0.006375673493827395,0.006393386339925283,0.0061042101606099235,0.006370185930320891,0.006373548099060489,0.006393289831279516,0.006104274874245043,0.006393394620588133,0.003460615858089198,0.00638818767917254,0.006393394620588133,0.006393394620588133,0.006393747237835749,0.006304779944656734,0.0011951181480306624,0.0,0.0,0.0,0.0,0.0,0.0
APRAUR_FWD_BSU23280-MONOMER,1.3259238016356225e-07,1.783614703774184e-15,2.2186560584595065e-15,2.162365517374937e-15,2.1974003334188748e-15,2.1999926013367043e-15,2.2175980489309834e-15,2.162360539613404e-15,2.2186567046757315e-15,1.0402396587779347e-15,2.2121551016728294e-15,2.2186567046757315e-15,2.2186567046757315e-15,2.274102943552013e-15,6.776210001028807e-16,5.869803624492035e-17,0.0,0.0,0.0,0.0,0.0,0.0
APSR_FWD_BSU15570-MONOMER,0.0022144275801587055,0.0048350553116907275,0.0048471867714553986,0.004959186797404323,0.004832077424173978,0.004825357915207317,0.004913960828442808,0.004959300238641434,0.004847190602505904,0.0026406553193005153,0.004843555316805813,0.004847190602505904,0.004847190602505904,0.004848151702153783,0.0047908305608888365,0.0009563844734260716,0.0,0.0,0.0,0.0,0.0,0.0
APTA1i_FWD_BSU14000-MONOMER,0.024478108825547285,0.006375673493827395,0.006393386339925283,0.0061042101606099235,0.006370185930320891,0.006373548099060489,0.006393289831279516,0.006104274874245043,0.006393394620588133,0.003460615858089198,0.00638818767917254,0.006393394620588133,0.006393394620588133,0.006393747237835749,0.006304779944656734,0.0011951181480306624,0.0,0.0,0.0,0.0,0.0,0.0
ARABDI_REV_CPLX_dummy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARABDI_FWD_CPLX_dummy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARABRr_REV_BSU33400-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARABRr_FWD_BSU33400-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARABRr_REV_BSU29050-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARABRr_FWD_BSU29050-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARAB_Dt_REV_CPLX_dummy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARAB_Dt_FWD_CPLX_dummy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARAI_REV_BSU28800-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARAI_FWD_BSU28800-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARBTpts_FWD_CPLX000-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARBabc_FWD_CPLX000-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARBt2r_FWD_BSU33960-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,1.3316640419511987e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARGDC_FWD_BSU14630-MONOMER_mod_pydx5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARGKr_REV_CPLX_dummy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARGKr_FWD_CPLX_dummy,0.0,0.0,0.0,0.0,0.0,0.0,-3.6050910330185536e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARGN_1_FWD_BSU40320-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARGSL_REV_BSU29440-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARGSL_FWD_BSU29440-MONOMER,0.014627747455937343,0.010025589628696813,0.010052416480182352,0.010677961025699829,0.00997616420379779,0.009984286972402272,0.010052059771575259,0.010678456698352446,0.010052422896976256,0.006409755945516523,0.010045733563689731,0.010052422896976256,0.010052422896976256,0.010057142876660348,0.009974446247605523,0.002910151707440268,0.0,0.0,0.0,0.0,0.0,0.0
ARGSS_REV_BSU29450-MONOMER_mod_mg2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARGSS_FWD_BSU29450-MONOMER_mod_mg2,0.014627747455937343,0.010025589628696813,0.010052416480182352,0.010677961025699829,0.00997616420379779,0.009984286972402272,0.010052059771575259,0.010678456698352446,0.010052422896976256,0.006409755945516523,0.010045733563689731,0.010052422896976256,0.010052422896976256,0.010057142876660348,0.009974446247605523,0.002910151707440268,0.0,0.0,0.0,0.0,0.0,0.0
ARGabc_FWD_CPLX000-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARGt2r_FWD_BSU40330-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARGt2r_FWD_BSU37760-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARGt2r_FWD_BSU33330-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARSENBabc_FWD_CPLX8J2-93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARSENBabc_FWD_CPLX8J2-76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARSENBt2_FWD_BSU30070-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARSNAt1_FWD_BSU25790-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARSt1_FWD_BSU05340-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARSt1_FWD_BSU25790-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARSt1_FWD_BSU36030-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASAD_REV_BSU16750-MONOMER,0.07076712943418935,0.02321888221305179,0.0232798711836826,0.022594889520770718,0.023198476085218314,0.023201266256363772,0.023346374378593243,0.02259518052771634,0.023279905828120392,0.012601664622315914,0.02326132441648109,0.023279905828120392,0.023279905828120392,0.023281684135533318,0.02297424143494139,0.004364463060711427,0.0,0.0,0.0,0.0,0.0,0.0
ASAD_FWD_BSU16750-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASNN_FWD_BSU23580-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASNS1_FWD_BSU30540-MONOMER_mod_mg2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASNS1_FWD_BSU10790-MONOMER,0.03612573951938928,0.003963173751391281,0.00397498882434545,0.0037271771320895072,0.003960256118102752,0.003962527901092122,0.003974930889743599,0.003727227889636958,0.003974996449556225,0.0021117366798760915,0.003971764880966943,0.003974996449556225,0.003974996449556225,0.003975283951867068,0.00391729776911657,0.0007496366764341616,0.0,0.0,0.0,0.0,0.0,0.0
ASNS1_FWD_BSU39920-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASNt2r_FWD_CPLX_dummy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASP1DC_FWD_BSU22410-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASPCT_FWD_BSU15490-MONOMER,0.034669668130898085,0.004076001503892652,0.004088054124856844,0.004013193428338124,0.0040828533613410534,0.0040836330683723535,0.0040880554898143386,0.004013217231710222,0.004088082740491079,0.0025998461781961972,0.0040865310292250625,0.004088082740491079,0.004088082740491079,0.0040888085778656045,0.004037068281059701,0.0016360581471080425,0.0,0.0,0.0,0.0,0.0,0.0
ASPK_REV_BSU28470-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASPK_FWD_BSU28470-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASPK_REV_BSU16760-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASPK_FWD_BSU16760-MONOMER,0.07076712943418935,0.02321888221305179,0.0232798711836826,0.022594889520770718,0.023198476085218314,0.023201266256363772,0.023346374378593243,0.02259518052771634,0.023279905828120392,0.012601664622315914,0.02326132441648109,0.023279905828120392,0.023279905828120392,0.023281684135533318,0.02297424143494139,0.004364463060711427,0.0,0.0,0.0,0.0,0.0,0.0
ASPK_REV_BSU03790-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASPK_FWD_BSU03790-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASPK_REV_CPLX8J2-164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASPK_FWD_CPLX8J2-164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASPO6_FWD_BSU27870-MONOMER_mod_fad,1.3097783558152614e-07,1.2074021247908329e-08,1.499549631620148e-08,1.4648610514378377e-08,1.49014176221455e-08,1.4913061635663418e-08,1.498867572036203e-08,1.4648576793303313e-08,1.4995500683860444e-08,9.024702983608162e-09,1.4966398922625834e-08,1.4995500683860444e-08,1.4995500683860444e-08,1.537126800908772e-08,4.630324316756925e-09,1.2995874883176524e-09,0.0,0.0,0.0,0.0,0.0,0.0
ASPO1_FWD_BSU27870-MONOMER_mod_fad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASPT_FWD_BSU23570-MONOMER_mod_cobalt2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASPTA_REV_BSU22370-MONOMER,0.43279090282932436,0.059938651934699466,0.06010931961558098,0.05999736721214901,0.05986464893743992,0.0598862783354427,0.06017508654410828,0.059998500498647536,0.06010943658844599,0.036063298476918026,0.06190375498260452,0.06010943658844599,0.06010943658844599,0.06012151098437428,0.05937361291859326,0.015879902045469876,0.0,0.0,0.0,0.0,0.0,0.0
ASPTA_FWD_BSU22370-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASPt2r_FWD_BSU10220-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,-1.1487018710790413e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATPM_FWD_CPLX_dummy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATPPRT_REV_BSU34920-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATPPRT_FWD_BSU34920-MONOMER,0.018705934896262308,0.0026204330900667433,0.0026267244463025145,0.002528733228429293,0.0026176228095747597,0.0026189027033556504,0.0026266870389336705,0.002528755905761379,0.0026267290736536816,0.0014195270200194979,0.002624630764185324,0.0026267290736536816,0.0026267290736536816,0.002626767434397974,0.002593396833357525,0.00048094198093462457,0.0,0.0,0.0,0.0,0.0,0.0
ATPS4r_REV_CPLX000-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATPS4r_FWD_CPLX000-10,10.05934276769192,27.150845695412364,27.137896870594624,27.154142641136957,27.173421550634956,27.169137392124878,27.13815031756023,27.15416451593117,27.13789774742395,18.665386530533308,27.143705006988824,27.13789774742395,27.13789774742395,27.137738573506724,27.21584957896954,14.886772549930269,0.0,0.0,0.0,0.0,0.0,0.0
BETALDHx_FWD_BSU31060-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BG_CELLB_FWD_BSU39260-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BG_MADG_FWD_BSU39260-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BG_MBDG_FWD_BSU39260-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BILEt4_FWD_BSU19350-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLACT_REV_BSU02090-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLACT_FWD_BSU02090-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLACT_REV_BSU18800-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLACT_FWD_BSU18800-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BIOMASS_BS_10_FWD_CPLX_dummy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BTDD_RR_REV_BSU06240-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BTDD_RR_FWD_BSU06240-MONOMER,0.005502290176922849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BTDt6_RR_REV_CPLX_dummy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BTDt6_RR_FWD_CPLX_dummy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BTS_1_FWD_BSU30200-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BUTKr_REV_BSU24070-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BUTKr_FWD_BSU24070-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BUTSabc_FWD_CPLX8J2-74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA2abc1_FWD_BSU15650-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAT_FWD_BSU08820-MONOMER,0.019206715137499827,0.003299268561068662,0.00331035337978207,0.003469550400514642,0.0033038609664412483,0.0033022804916537267,0.003327039121285451,0.0034696056574106803,0.0033103706333694072,0.0023584272538261387,0.0033089366985075627,0.0033103706333694072,0.0033103706333694072,0.0033116284785300347,0.003271216301381295,0.001513530821173338,0.0,0.0,0.0,0.0,0.0,0.0
CAT_FWD_BSU39050-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAT_FWD_BSU38630-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAt4_REV_CPLX8J2-142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAt4_FWD_CPLX8J2-142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAt4_REV_BSU07920-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAt4_FWD_BSU07920-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CBL2abc_FWD_CPLX000-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CBPS_FWD_CPLX8J2-6_mod_zn2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CBPS_FWD_CPLX8J2-5,0.06840828363199306,0.014101591132589466,0.014140470605039196,0.014691154454037953,0.014059017565138844,0.014067920040774624,0.014140115261389597,0.014691673930062668,0.014140505637467335,0.00900960212371272,0.014132264592914796,0.014140505637467335,0.014140505637467335,0.014145951454525954,0.014011514528665224,0.00454620985454831,0.0,0.0,0.0,0.0,0.0,0.0
CD2abc1_FWD_BSU13850-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD2abc1_FWD_BSU33490-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD2t4_FWD_BSU26650-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDGPT_BS_FWD_BSU16920-MONOMER_mod_mg2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDPDSP_BS_FWD_BSU02270-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDPMEK_FWD_BSU00460-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CELBpts_FWD_CPLX000-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CELBpts_FWD_CPLX000-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CELBpts_FWD_CPLX000-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHCOAL_FWD_BSU30240-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHCOAL_FWD_CPLX8J2-184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHLabc_FWD_CPLX8J2-93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHLabc_FWD_CPLX8J2-65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHOLD2_FWD_BSU31050-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHOLSabc_1_FWD_CPLX8J2-93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHORM_FWD_BSU29750-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHORM_FWD_BSU22690-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHORM_FWD_BSU27910-MONOMER,0.0,0.009323727195156572,0.009343181674916505,0.009055819015735881,0.009311931505423653,0.00931626301925509,0.009343046342793836,0.009055889431480444,0.009343189854114078,0.00507676321693515,0.00933574121859103,0.009343189854114078,0.009343189854114078,0.009343119031633831,0.009232942424930496,0.0016855699207241177,0.0,0.0,0.0,0.0,0.0,0.0
