,base,asp__L_s,pi_c,man6p_c,so4_s,pep_s,gmp_s,acnam_s,adn_c,6pgc_s,f6p_s,leu__L_s,cbl1_s,pser__L_s,3amp_s,pyr_c,arg__L_s,zn2_s,k_s,mg2_s,mn2_s,met__L_c
transcription_TU8J2_1137_from_BSU25200-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_267_from_BSU25200-MONOMER_s,2.2940485637426884e-10,1.594123751042509e-10,1.5941242482672848e-10,1.5905418846049964e-10,1.625870022041992e-10,1.2162813640201338e-10,1.592408012344386e-10,1.5716422696961026e-10,1.5910363764395183e-10,1.5928962575938658e-10,1.594123751042509e-10,1.594009011230318e-10,1.594123751042509e-10,1.594123751042509e-10,1.5910364096474282e-10,4.586826709439323e-11,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_121_from_BSU25200-MONOMER_s,1.20511439446401e-06,1.3740360363922713e-09,8.267126126712342e-10,0.0,1.3698560638149933e-09,4.0722428521279245e-10,8.277511102892503e-10,1.6673464614382185e-10,7.099887692856106e-08,0.0,1.374036036392271e-09,1.4481318925630173e-09,1.374036036392271e-09,1.374036036392271e-09,7.098766330990371e-08,2.0810367486555117e-10,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_319_from_BSU25200-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1305_from_BSU25200-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_982_from_BSU25200-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_41_from_BSU25200-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_304_from_BSU25200-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_535_from_BSU25200-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1181_from_BSU15330-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_520_from_BSU25200-MONOMER_s,0.0,0.0,0.0,0.0,1.971511732828953e-12,0.0,0.0,0.0,0.0,2.8043599799292256e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_953_from_BSU25200-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1050_from_BSU25200-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_708_from_BSU25200-MONOMER_s,0.0,1.1660293609691347e-10,1.1660297822629055e-10,1.163409683277528e-10,1.185699406979853e-10,8.896581321532411e-11,1.3340470260680195e-10,1.1495848667410938e-10,1.1637624145760886e-10,1.1646267929101313e-10,1.1660293609691347e-10,1.1659453962646112e-10,1.1660293609691347e-10,1.1660293609691347e-10,1.1637624427128312e-10,3.355035609386146e-11,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_506_from_BSU25200-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_126_from_BSU25200-MONOMER_s,7.612006398687778e-11,1.4485713682004293e-12,1.4428154228921736e-12,1.4155745177597616e-12,1.4483604227343256e-12,6.519290986510845e-13,1.442569524559658e-12,1.4487024312060981e-12,2.269156454387852e-12,1.404500980664098e-12,1.4485713682004293e-12,1.4517430365631212e-12,1.4485713682004293e-12,1.4485713682004293e-12,2.2688058496125106e-12,6.174904012995356e-13,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_364_from_BSU25200-MONOMER_s,9.328221647123277e-08,5.031677117298788e-09,5.012540135224446e-09,4.93244087204742e-09,5.031155256616414e-09,3.4973449034111722e-09,5.017790959236553e-09,5.1300616423529395e-09,7.91722419881828e-09,4.902016064858302e-09,5.031677117298788e-09,5.044185293097681e-09,5.031677117298788e-09,5.031677117298788e-09,7.915943874080901e-09,6.968938199090708e-09,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_822_from_BSU16470-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_591_from_BSU25200-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_35_from_BSU25200-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1138_from_BSU25200-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_282_from_BSU15320-MONOMER_s,1.2201626284843663e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_335_from_BSU34200-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1123_from_BSU25200-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_664_from_BSU15320-MONOMER_s,7.897334307853955e-12,2.035640930462309e-12,2.035640930462309e-12,2.0310635740645553e-12,2.0355435245309232e-12,1.5531014363521463e-12,2.0334494586393923e-12,2.0069351584513576e-12,2.03179390429302e-12,2.0282886620034445e-12,2.035640930462309e-12,2.0354948218158254e-12,2.035640930462309e-12,2.035640930462309e-12,2.03179390429302e-12,5.857381549700898e-13,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_91_from_BSU25200-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1210_from_BSU25200-MONOMER_s,7.156008357761094e-11,7.501475704005777e-11,7.499385485268968e-11,7.478477382600494e-11,7.573453893395852e-11,5.82867445620071e-11,7.748748788447442e-11,7.393712002378864e-11,7.785099011177747e-11,7.477868079655048e-11,7.501475704005777e-11,7.502325280504697e-11,7.501475704005777e-11,7.501475704005777e-11,7.785036692056567e-11,2.4312432136016668e-11,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1007_from_BSU25200-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_268_from_BSU25200-MONOMER_s,1.2685094639896247e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_998_from_BSU34200-MONOMER_s,0.0,3.625365697949976e-11,3.6253668287415124e-11,3.6172197960344533e-11,3.6975632559150225e-11,2.7660742983665755e-11,3.6214637548174225e-11,3.574238179613295e-11,3.618344372300017e-11,3.6225741250622e-11,3.625365697949976e-11,3.625104755987952e-11,3.625365697949976e-11,3.625365697949976e-11,3.6183444478216424e-11,1.0431388531766912e-11,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_32_from_BSU25200-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_449_from_BSU25200-MONOMER_s,3.4885501522675517e-10,7.238355489719801e-13,7.191948365370712e-13,7.041390638186946e-13,0.0,5.143343817903011e-13,7.196610332892471e-13,7.302825724154033e-13,1.3513426642298072e-12,5.964752722444847e-13,7.238355489719728e-13,7.264956551571545e-13,7.238355489719728e-13,7.238355489719728e-13,1.35114840420022e-12,3.851478810432481e-13,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1095_from_BSU25200-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_305_from_BSU25200-MONOMER_s,4.438487346217006e-10,4.412400179681837e-10,4.4089631102662994e-10,4.386026680451782e-10,4.397631699417218e-10,6.438863209375196e-08,4.409910226674891e-10,6.150366774644379e-11,4.913725148759706e-10,4.3733124011717264e-10,4.4124001796818365e-10,4.414338824164678e-10,4.4124001796818365e-10,4.4124001796818365e-10,4.913513800925409e-10,1.0482245478933375e-07,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_239_from_BSU25200-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_635_from_BSU25200-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1182_from_BSU25200-MONOMER_s,1.8157801658020646e-09,2.1821825042883944e-10,2.1739189781401775e-10,2.1442564440883618e-10,2.1819862130577732e-10,3.0126751042038405e-10,2.1783549444726808e-10,2.2406397581991585e-10,3.6359916103682013e-10,2.1338490363196124e-10,2.1821825042883944e-10,2.1922832488060135e-10,2.1821825042883944e-10,2.1821825042883944e-10,3.6354383163090576e-10,1.2203092463171587e-09,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1416_from_BSU25200-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_299_from_BSU25200-MONOMER_s,2.3345414378303097e-06,1.390377148665512e-07,1.4013030737274445e-07,1.398518816741568e-07,1.3903854934531565e-07,1.581953280694368e-11,1.4020318543940815e-07,1.427409874454688e-07,0.0,1.3869135434812432e-07,1.390377148665512e-07,1.3891672288737014e-07,1.390377148665512e-07,1.390377148665512e-07,2.2294409528061938e-11,1.0485312681027495e-07,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_620_from_BSU25200-MONOMER_s,9.328221647123277e-08,5.031677117298788e-09,5.012540135224446e-09,4.93244087204742e-09,5.031155256616414e-09,3.4973449034111722e-09,5.017790959236553e-09,5.1300616423529395e-09,7.91722419881828e-09,4.902016064858302e-09,5.031677117298788e-09,5.044185293097681e-09,5.031677117298788e-09,5.031677117298788e-09,7.915943874080901e-09,6.968938199090708e-09,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_521_from_BSU25200-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_852_from_BSU25200-MONOMER_s,9.918475410062502e-13,2.556616413265881e-13,2.556616413265881e-13,2.550867587762944e-13,2.5564940785263874e-13,1.9505820325311205e-13,2.553864084626858e-13,2.520564059051329e-13,2.5517848292180826e-13,2.547382500774054e-13,2.556616413265881e-13,2.5564329114713695e-13,2.556616413265881e-13,2.556616413265881e-13,2.5517848292180826e-13,7.356443655966923e-14,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_954_from_BSU25200-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_507_from_BSU15320-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1287_from_BSU25200-MONOMER_s,0.0,2.9016556181377714e-10,2.898538000113609e-10,2.879023008538924e-10,2.894950188886071e-10,2.920394155342982e-10,2.9175166009290593e-10,0.0,3.3664053376984516e-10,2.8692563542678756e-10,2.9016556181377714e-10,3.3006751505941387e-10,2.9016556181377714e-10,2.9016556181377714e-10,3.366191061171722e-10,1.3086193923540256e-10,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_838_from_BSU25200-MONOMER_s,4.489215609384427e-14,7.43296131983613e-16,7.404691531409535e-16,7.2712492849481e-16,7.4318623357353225e-16,4.016761178809331e-16,7.405086164814353e-16,7.479613753187996e-16,1.1675195067588342e-15,7.217287876774916e-16,7.43296131983613e-16,7.450945428825125e-16,7.43296131983613e-16,7.43296131983613e-16,1.1673307026946398e-15,3.145364989256658e-16,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_718_from_BSU23100-MONOMER_s,7.22208557125424e-14,4.3048677043769564e-14,4.3048677043769564e-14,4.3026448125206384e-14,4.3048204005838794e-14,4.070929423980906e-14,4.3038034554964246e-14,4.290928582948643e-14,4.302999476358978e-14,4.3012972732926444e-14,4.3048677043769564e-14,4.3047967488213964e-14,4.3048677043769564e-14,4.3048677043769564e-14,4.302999476358978e-14,3.604716721115559e-14,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_127_from_BSU25200-MONOMER_s,3.493477997349583e-10,6.679585959318185e-12,6.649669729164447e-12,6.524421767238822e-12,6.678577994506897e-12,3.76236246001491e-12,6.6499714708313545e-12,6.692845318362749e-12,1.1111011488221307e-11,6.476881454978458e-12,6.679585959318185e-12,6.6961603240041975e-12,6.679585959318185e-12,6.679585959318185e-12,1.1109272878187772e-11,3.0082479375983826e-12,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_180_from_BSU25200-MONOMER_s,7.039399779717498e-10,1.8144971149605915e-10,1.8144971149605915e-10,1.81041702408917e-10,1.8144102908164926e-10,1.3843787641183405e-10,1.81254371579245e-10,1.7889098221737645e-10,1.8110680141889896e-10,1.8079435672757373e-10,1.8144971149605915e-10,1.8143668789678148e-10,1.8144971149605915e-10,1.8144971149605915e-10,1.8110680141889896e-10,5.221059256625349e-11,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1022_from_BSU25200-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_578_from_BSU25200-MONOMER_s,3.510111301355374e-10,7.004615599730544e-12,6.978675305340628e-12,6.855506419844192e-12,7.0036480363491515e-12,3.605037744368216e-12,6.979070249362429e-12,7.0391687780603985e-12,1.075801547838536e-11,6.805437249907468e-12,7.004615599730544e-12,7.021646356687425e-12,7.004615599730544e-12,7.004615599730544e-12,1.0756250942473147e-11,2.988311019627414e-12,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_809_from_BSU25200-MONOMER_s,3.661911294711339e-10,1.450288553212704e-11,1.4475008763244968e-11,1.4255825211462713e-11,1.4501013595718223e-11,8.159818677591829e-12,3.538572812512022e-11,1.8493553803580566e-10,1.9134205596917115e-11,1.4150253714808847e-11,1.450288553212704e-11,1.4533273419466041e-11,1.450288553212704e-11,1.450288553212704e-11,1.9130912313560682e-11,6.416929049789135e-12,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1124_from_BSU25200-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_36_from_BSU25200-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1220_from_BSU25200-MONOMER_s,4.0828518722361493e-10,1.0524083266771431e-10,1.0524083266771431e-10,1.0500418739717186e-10,1.0523579686735657e-10,8.029396831886376e-11,1.051275355159621e-10,1.0375676968607834e-10,1.0504194482296141e-10,1.0486072690199276e-10,1.052408326677143e-10,1.0523327898013325e-10,1.052408326677143e-10,1.052408326677143e-10,1.050419448229614e-10,3.028214368842703e-11,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1096_from_BSU25200-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_24_from_BSU25200-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_225_from_BSU25200-MONOMER_s,0.0,6.6189417737921906e-12,6.595027464402489e-12,6.477611015677053e-12,6.617932716805972e-12,4.755758057312326e-12,0.0,6.6363844943969364e-12,1.0227707968945733e-11,6.429175302247703e-12,6.6189417737921906e-12,6.638170783669239e-12,6.6189417737921906e-12,6.6189417737921906e-12,1.0225952452260119e-11,3.2291924955560228e-12,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1545_from_BSU25200-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_420_from_BSU25200-MONOMER_s,7.721360892755267e-10,1.9902814873282032e-10,1.9902814873282032e-10,1.985806126490728e-10,1.9901862518575993e-10,1.518494244469974e-10,1.9881388472712648e-10,7.440724756370563e-10,1.9865201830375377e-10,1.9830930467812636e-10,1.9902814873282032e-10,1.9901386343673085e-10,1.9902814873282032e-10,1.9902814873282032e-10,1.9865201830375377e-10,5.7268636566174266e-11,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1530_from_BSU25200-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1178_from_BSU25200-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_736_from_BSU25200-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,8.024719734883509e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_964_from_BSU25200-MONOMER_s,0.0,2.568998377407894e-11,2.5681632478862337e-11,2.5632416512560623e-11,2.53268445657448e-11,3.2054568398875716e-08,2.5653101773624264e-11,2.5262284867201144e-11,2.6694313182091523e-11,2.555796777759716e-11,2.5689983774078936e-11,2.5694398953096242e-11,2.5689983774078936e-11,2.5689983774078936e-11,2.6694507785010568e-11,5.234857551186356e-08,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1288_from_BSU25200-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.104399741271508e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_719_from_BSU25200-MONOMER_s,2.1625436290785585e-09,3.940571532435603e-11,3.918792112703924e-11,3.8378296634319446e-11,3.9399484648930106e-11,2.0030853966981014e-11,3.918625824556353e-11,3.9398953419762564e-11,7.054627482631175e-11,3.8091939919628815e-11,3.940571532435603e-11,3.950878876782022e-11,3.940571532435603e-11,3.940571532435603e-11,7.053526941631082e-11,1.7112337249158324e-11,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_296_from_BSU25200-MONOMER_s,1.215136329359843e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1485_from_BSU25200-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_69_from_BSU23450-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1134_from_BSU25200-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_279_from_BSU25200-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1221_from_BSU25200-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_264_from_BSU25200-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1105_from_BSU25200-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_892_from_BSU25200-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_25_from_BSU25200-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1546_from_BSU25200-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_316_from_BSU25200-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_421_from_BSU04730-MONOMER_s,1.4496545815960822e-08,1.3293269205322332e-08,1.3296241853944502e-08,1.327841702541627e-08,1.3292708057689765e-08,1.0307196002982187e-08,1.328104147997329e-08,1.7005842909636613e-08,1.282156663712966e-08,1.326478148277347e-08,1.3293269205322332e-08,1.3290383333594394e-08,1.3293269205322332e-08,1.3293269205322332e-08,1.2821763458092365e-08,3.702160852564112e-09,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_547_from_BSU25200-MONOMER_s,9.328221647123277e-08,5.031677117298788e-09,5.012540135224446e-09,4.93244087204742e-09,5.031155256616414e-09,3.4973449034111722e-09,5.017790959236553e-09,5.1300616423529395e-09,7.91722419881828e-09,4.902016064858302e-09,5.031677117298788e-09,5.044185293097681e-09,5.031677117298788e-09,5.031677117298788e-09,7.915943874080901e-09,6.968938199090708e-09,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_646_from_BSU25200-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_878_from_BSU25200-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_98_from_BSU25200-MONOMER_s,0.0,0.0,0.0,0.0,0.0,2.853061501656789e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_301_from_BSU23450-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_631_from_BSU04730-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_1289_from_BSU25200-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_390_from_BSU25200-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU8J2_834_from_BSU25200-MONOMER_s,6.112032067158347e-14,4.97828456296976e-14,4.978026522160264e-14,4.973478739485365e-14,4.9770332516371886e-14,4.695602581063149e-14,4.977201332394025e-14,4.969692243218352e-14,5.024507255822445e-14,4.9708076614820894e-14,4.97828456296976e-14,4.9785757855871997e-14,4.97828456296976e-14,4.97828456296976e-14,5.024464121874512e-14,4.614894856540216e-14,0.0,0.0,0.0,0.0,0.0,0.0
