,base,BSU33040_s,BSU37170_s,BSU23500_s,BSU36010_s,BSU32840_s,BSU24080_s,BSU01370_s,BSU28540_s,BSU32830_s,BSU18000_s,BSU15680_s,BSU21770_s,BSU00680_s,BSU33940_s,BSU08820_s,BSU28290_s,BSU23860_s,BSU27250_s,BSU21870_s,BSU29120_s,BSU24170_s,BSU24150_s,BSU27850_s,BSU27870_s,BSU27860_s,BSU16670_s,BSU33930_s,BSU00510_s,BSU38990_s,BSU36920_s,BSU38980_s,BSU16100_s,BSU16090_s,BSU00980_s,BSU33920_s,BSU15320_s,BSU07840_s,BSU32680_s
INSTt2_FWD_PORE-CPLX_s,0.0,0.0,0.0,0.0,0.0,0.0,2.0530170294836104e-38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INSt2_REV_PORE-CPLX_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INSt2_FWD_PORE-CPLX_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.169466448752534e-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAFH_FWD_BSU38040-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.111965995660833e-39,8.256938214176926e-40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9054364626215124e-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IPDDI_REV_BSU22870-MONOMER_mod_fmn_s,0.0,-2.3657782994090137e-41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9537937755198287e-39,-4.643487757152672e-41,0.0,0.0,3.531189753328753e-40,0.0,0.0,0.0,0.0,0.0,0.0,4.073791565106628e-40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IPDDI_FWD_BSU22870-MONOMER_mod_fmn_s,0.0,0.0,0.0,0.0,-8.434868962823164e-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0720604707190716e-40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IPDPS_FWD_BSU25160-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36765564286388e-38,0.0,0.0,0.0,-2.5904887911900423e-39,0.0,0.0,0.0,0.0,0.0,0.0,-2.8516540955746393e-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IPDPUPT_FWD_BSU16530-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IPMD_FWD_BSU28270-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.162377949699278e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IPPMIa_REV_CPLX8J2-21_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IPPMIa_FWD_CPLX8J2-21_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.95371873263224e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IPPMIb_REV_CPLX8J2-21_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IPPMIb_FWD_CPLX8J2-21_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3430440292778229e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IPPS_FWD_BSU28280-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7292860693204442e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISOMS_REV_CPLX_dummy_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISOMS_FWD_CPLX_dummy_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISTNTabc_FWD_PORE-CPLX_s,0.0,0.0,0.0,-5.478942213813779e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.47622488369381e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IZPN_1_FWD_BSU39370-MONOMER_mod_zn2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARA1_REV_BSU28290-MONOMER_mod_mg2_s,0.0,-4.204192321855528e-39,-1.616204902461239e-39,0.0,0.0,4.540448176612137e-40,1.419688910766914e-37,0.0,0.0,1.083826492716142e-40,0.002718324887444362,0.0,-1.1843750393017312e-40,0.0,0.004915815997705701,0.0,0.0,0.0,0.0,5.954579482785838e-10,0.0,0.0,1.3999796267377423e-38,0.0,0.0,-1.514016949674845e-39,0.0,0.004915824468276793,0.0,0.0,-2.98627554179528e-35,-1.3249720635869785e-39,0.0,0.0,0.0,0.004900384906557428,0.0,0.0,0.0
KARA1_FWD_BSU28290-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2491105553580443e-21,0.0,5.954579482798795e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.917234519790954e-22
KARA2_REV_BSU28290-MONOMER_mod_mg2_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.954579482782901e-10
KARA2_FWD_BSU28290-MONOMER_mod_mg2_s,0.010364863916668732,0.010373940349220116,0.010364887168266213,0.01038553502178097,0.01036515504234555,0.010344835772989006,0.00018222861806573094,0.01037733061670824,0.010364928502289018,0.010344835772989008,0.010363497207978186,0.010386715207427016,0.00016399933655895268,0.01038752054518741,0.009851170160563395,0.010364844882119561,2.3726846411249477e-41,3.023079949441176e-09,0.010364841859881648,1.2956555281922426e-21,0.010373940349220116,0.01037419749115266,0.01036485528922681,0.010364722228456065,0.010364722228674336,0.010364722228456065,0.010364722228674336,0.00985117432681576,0.010387520532183364,0.010374852079538324,4.76610641471905e-09,0.010374852079538324,0.010364224856356,0.010364224856356,0.010364845088838568,0.009860896212662527,0.010356707201774675,0.010366942287750851,5.954579482820404e-10
KAS1_FWD_CPLX000-25_s,0.00015740474547549675,0.00015739252214272184,0.00015740474547549675,0.00015697203949526528,0.00015740474547549675,0.0001570404901588047,0.00015737785414339197,0.00015716027881999874,0.00015740474547549675,0.0001570404901588047,0.00015740474547549675,0.00015695003749627046,0.00015739985614238676,0.0001569818181614852,0.00015180156973148258,0.00015740474547549675,0.00015739985614238676,0.00015706493682435453,0.00015740474547549675,0.00015739985614238676,0.00015739252214272184,0.00015730451414674255,0.00015740474547549675,0.00015740474547549675,0.00015740474547549675,0.00015740474547549675,0.00015740474547549675,0.00015180156973148258,0.0001569818181614852,0.0001572996248136326,0.00015731918214607245,0.0001572996248136326,0.00015730451414674255,0.00015730451414674255,0.00015740474547549675,0.00015196536239066625,0.00015697203949526528,0.0001569915968277051,0.00015739985614238676
KAS1_FWD_CPLX000-26_s,0.0,0.0,-1.0105511548216852e-33,0.0,8.038888493895466e-34,0.0,0.0,0.0,0.0,0.0,4.551473098273536e-27,0.0,0.0,0.0,0.0,-8.875184654129499e-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5694428466412743e-33,0.0,0.0,0.0,0.0
KAS10_FWD_CPLX000-28_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KAS10_FWD_CPLX000-27_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.556137608646265e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KAS11_FWD_CPLX000-29_s,0.0011018332183284772,0.001101747654999053,0.0011018332183284772,0.001098804276466857,0.0011018332183284772,0.001099283431111633,0.0011016449790037439,0.0011001219517399914,0.0011018332183284772,0.001099283431111633,0.0011018332183284772,0.0010986502624738934,0.0011017989929967074,0.0010988727271303966,0.0010626109881203781,0.0011018332183284772,0.0011017989929967074,0.0010994545577704816,0.0011018332183284772,0.0011017989929967074,0.001101747654999053,0.001101131599027198,0.0011018332183284772,0.0011018332183284772,0.0011018332183284772,0.0011018332183284772,0.0011018332183284772,0.0010626109881203781,0.0010988727271303966,0.0011010973736954282,0.0011012342750225071,0.0011010973736954282,0.001101131599027198,0.001101131599027198,0.0011018332183284772,0.0010637575367346637,0.001098804276466857,0.0010989411777939358,0.0011017989929967074
KAS11_FWD_CPLX000-30_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KAS12_FWD_CPLX000-31_s,0.0026758806730834447,0.0026756728764262714,0.0026758806730834447,0.00266852467141951,0.0026758806730834447,0.0026696883326996802,0.0026754235204376636,0.002671724739939979,0.0026758806730834447,0.0026696883326996802,0.0026758806730834447,0.002668150637436598,0.002675797554420575,0.002668690908745249,0.002580626685435204,0.0026758806730834447,0.002675797554420575,0.002670103926014027,0.0026758806730834447,0.002675797554420575,0.0026756728764262714,0.002674176740494624,0.0026758806730834447,0.0026758806730834447,0.0026758806730834447,0.0026758806730834447,0.0026758806730834447,0.002580626685435204,0.002668690908745249,0.0026740936218317543,0.0026744260964832317,0.0026740936218317543,0.002674176740494624,0.002674176740494624,0.0026758806730834447,0.002583411160641326,0.00266852467141951,0.002668857146070987,0.002675797554420575
KAS12_FWD_CPLX000-32_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KAS13_FWD_CPLX000-34_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KAS13_FWD_CPLX000-33_s,0.0004722142364264902,0.0004721775664281655,0.0004722142364264902,0.00047091611848579587,0.0004722142364264902,0.00047112147047641414,0.00047213356243017585,0.00047148083645999624,0.0004722142364264902,0.00047112147047641414,0.0004722142364264902,0.0004708501124888114,0.0004721995684271603,0.00047094545448445556,0.00045540470919444776,0.0004722142364264902,0.0004721995684271603,0.00047119481047306353,0.0004722142364264902,0.0004721995684271603,0.0004721775664281655,0.00047191354244022763,0.0004722142364264902,0.0004722142364264902,0.0004722142364264902,0.0004722142364264902,0.0004722142364264902,0.00045540470919444776,0.00047094545448445556,0.0004718988744408978,0.00047195754643821733,0.0004718988744408978,0.00047191354244022763,0.00047191354244022763,0.0004722142364264902,0.0004558960871719987,0.00047091611848579587,0.0004709747904831153,0.0004721995684271603
KAS17_FWD_CPLX000-35_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KAS17_FWD_CPLX000-36_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7173108627483053e-40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8500903011517486e-39,0.0,2.3057603772347416e-42,0.0,0.0,3.4064607986016164e-40,0.0,0.0,0.0,0.0,0.0,0.0,-1.544092301654964e-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KAS2_FWD_CPLX000-38_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KAS2_FWD_CPLX000-37_s,0.0,0.0,0.0,0.0,0.0,0.00047112147047641414,0.0,0.0,0.0,0.00047112147047641414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002040632457768188,0.0,0.0
KAS3_FWD_CPLX000-39_s,0.0,0.0,0.0,2.9687567547325615e-29,0.0,1.0548238106166182e-33,0.0,0.0,-3.4898692535946764e-34,0.0,0.0,0.0,0.0,-2.890677497671701e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2928729166675668e-35,0.0,4.318412178376891e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KAS3_FWD_CPLX000-40_s,0.003148094909509935,0.003147850442854437,0.003148094909509935,0.003139440789905306,0.003148094909509935,0.0031408098031760943,0.0031475570828678394,0.003143205576399975,0.003148094909509935,0.0031408098031760943,0.003148094909509935,0.0031390007499254094,0.0031479971228477355,0.003139636363229704,0.0030360313946296517,0.003148094909509935,0.0031479971228477355,0.0031412987364870903,0.003148094909509935,0.0031479971228477355,0.003147850442854437,0.003146090282934851,0.003148094909509935,0.003148094909509935,0.003148094909509935,0.003148094909509935,0.003148094909509935,0.0030360313946296517,0.003139636363229704,0.003145992496272652,0.003146383642921449,0.003145992496272652,0.003146090282934851,0.003146090282934851,0.003148094909509935,0.0030393072478133248,0.003139440789905306,0.0031398319365541025,0.0031479971228477355
KAS4_FWD_CPLX000-42_s,2.2423520805712838e-33,-1.5828519578339001e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.2927932104110877e-34,0.0,0.0,0.0,0.0,0.0,9.556879751101782e-19,0.0,-6.35152315438308e-34,0.0,3.1536423286980846e-35,0.0,0.0,0.0,-8.086396695742687e-34,0.0,0.0,-4.246173074649476e-34,0.0,0.0,0.0,0.0,0.0,0.0,-2.235297859962503e-44,0.0,6.0041048617643166e-30
KAS4_FWD_CPLX000-41_s,0.0053517613461668894,0.005351345752852543,0.0053517613461668894,0.00533704934283902,0.0053517613461668894,0.0053393766653993605,0.005350847040875327,0.005343449479879958,0.0053517613461668894,0.0053393766653993605,0.0053517613461668894,0.005336301274873196,0.00535159510884115,0.005337381817490498,0.005161253370870408,0.0053517613461668894,0.00535159510884115,0.005340207852028054,0.005351761346166889,0.00535159510884115,0.005351345752852543,0.005348353480989248,0.0053517613461668894,0.0053517613461668894,0.0053517613461668894,0.0053517613461668894,0.0053517613461668894,0.005161253370870408,0.005337381817490498,0.0053481872436635085,0.005348852192966463,0.0053481872436635085,0.005348353480989248,0.005348353480989248,0.0053517613461668894,0.005166822321282652,0.00533704934283902,0.005337714292141974,0.00535159510884115
KAS5_FWD_CPLX000-43_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.55687975222744e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KAS5_FWD_CPLX000-44_s,0.0,0.0,-9.55687975222744e-19,-9.530607869453834e-19,0.0,0.0,-9.555247036348853e-19,0.0,-9.556879752227082e-19,0.0,-9.55687975222744e-19,0.0,0.0,0.0,-9.21668113461666e-19,-9.55687975222744e-19,0.0,0.0,0.0,0.0,0.0,0.0,-9.55687975222744e-19,-9.55687975222744e-19,0.0,0.0,0.0,-7.108218062553089e-36,-9.531201584318774e-19,0.0,-9.55168474715921e-19,0.0,0.0,0.0,-9.55687975222744e-19,0.0,0.0,0.0,-9.556582894794997e-19
KAS6_FWD_CPLX000-45_s,0.0007870237273774837,0.0007869626107136092,0.0007870237273774837,0.0007848601974763265,0.0007870237273774837,0.0007852024507940236,0.0007868892707169598,0.0007858013940999938,0.0007870237273774837,0.0007852024507940236,0.0007870237273774837,0.0007847501874813523,0.0007869992807119339,0.000784909090807426,0.0007590078486574129,0.0007870237273774837,0.0007869992807119339,0.0007853246841217726,0.0007870237273774837,0.0007869992807119339,0.0007869626107136092,0.0007865225707337128,0.0007870237273774837,0.0007870237273774837,0.0007870237273774837,0.0007870237273774837,0.0007870237273774837,0.0007590078486574129,0.000784909090807426,0.000786498124068163,0.0007865959107303623,0.000786498124068163,0.0007865225707337128,0.0007865225707337128,0.0007870237273774837,0.0007598268119533312,0.0007848601974763265,0.0007849579841385256,0.0007869992807119339
KAS6_FWD_CPLX000-46_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KAS7_FWD_CPLX000-47_s,0.0,7.78874167186476e-41,0.0,0.0,0.0,0.0,0.0,0.0,-1.6135395458226807e-41,0.0,-3.202351191835933e-35,0.0,1.1251914171889034e-41,0.0,0.0,1.4098923265229423e-40,0.0,-9.536248160670772e-19,0.0,0.0,-7.211127012145615e-42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.226625858604411e-19,0.0,0.0,0.0
KAS7_FWD_CPLX000-48_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KAS8_FWD_CPLX000-49_s,0.0,0.0,0.0,0.0,0.0,0.0015704049015880471,0.0,0.0,0.0,0.0015704049015880471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KAS8_FWD_CPLX000-50_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KAS9_FWD_CPLX000-52_s,2.0558597955807576e-41,-3.514417994349341e-54,0.0,0.0,1.7208411624260492e-40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.803583563380035e-41,0.0,7.997944825002135e-34,2.8939818453100235e-40,0.0,0.0,6.91798393279371e-42,0.0,-5.350972730431547e-41,0.0,0.0,0.0,0.0,2.688422959616526e-40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.531795299183715e-19,-1.0641896945307177e-35
KAS9_FWD_CPLX000-51_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kt2r_FWD_PORE-CPLX_s,1.0294233551663568e-07,1.0293784734777737e-07,1.0294230986127581e-07,1.0310402762807742e-07,1.0294250841923444e-07,1.0255443209551337e-07,1.0298330580636292e-07,1.0324023170298347e-07,1.0294238017677804e-07,1.0255443209551337e-07,1.0292662301128056e-07,1.0310523010595543e-07,1.0299812264613517e-07,1.0320704630005282e-07,7.56156755975277e-09,1.0294228681431398e-07,1.0299910642055093e-07,1.0197224915106683e-07,1.0294229409397786e-07,1.0299914573035177e-07,1.0293784734777737e-07,1.0288221954687262e-07,1.0294233398269443e-07,1.0294216627902807e-07,1.0294216627927776e-07,1.0294216627902807e-07,1.0294216627927776e-07,7.56006622124266e-09,1.0320704626799209e-07,1.028795418460351e-07,1.0300128522061087e-07,1.028795418460351e-07,1.0306306402044222e-07,1.0306306402044222e-07,1.0294229681542681e-07,9.30570793907178e-09,1.0253239595776988e-07,1.0320452216645398e-07,1.0299821318912538e-07
Kt3r_FWD_PORE-CPLX_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kt1_REV_PORE-CPLX_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kt1_FWD_PORE-CPLX_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAAF_FWD_BSU28720-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAAF_FWD_BSU28510-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAAF_FWD_CPLX8J2-143_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAAL1_FWD_BSU37710-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAAL10_FWD_BSU37710-MONOMER_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAAL11_FWD_BSU37710-MONOMER_s,0.0,0.0,0.0,0.0,2.494746022804477e-40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.148620517544647e-40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.219143480285135e-39,0.0,0.0,2.749670586842258e-35,1.3743607227529322e-40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
