,base,phe__L_c,3amp_s,gmp_s,gly_s,amp_s,tyr__L_c,leu__L_s,adn_c,his__L_s,man6p_c,pi_c,asn__L_s,cmp_s,ump_s,btd_RR_c,chor_s,f6p_s,acnam_s,6pgc_s,for_c,mg2_s,cbl1_s,acac_s,pser__L_s,so4_s,zn2_s,arg__L_s,mn2_s,k_s
translation_BSU00510_s,4.1884706201352805e-10,4.186528410091934e-10,4.18835412535401e-10,6.784826263679726e-10,4.1883693037641334e-10,4.1848091939379324e-10,4.1884865838531484e-10,4.166706856202208e-10,4.18835412535401e-10,4.638175739660196e-10,4.1501550807933954e-10,4.571994873350961e-10,4.1866491891002015e-10,3.3195606547392086e-08,3.3202294784315375e-08,8.974608261119555e-09,4.1863527348905303e-10,4.18835412535401e-10,3.936926191380594e-10,4.160350191125726e-10,4.1883567073302825e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00550_s,3.4508843313447283e-13,3.449209500338925e-13,3.450823896358605e-13,3.446362850399846e-13,3.450854910084446e-13,3.4493218678248315e-13,3.4509736380519786e-13,3.4426981188354395e-13,3.450823896358605e-13,3.4499026570466665e-13,3.4301213906868956e-13,3.3482447137694123e-13,3.450427763247776e-13,1.7448577911697215e-13,1.7446312005185178e-13,8.150179676999772e-14,3.448958069701302e-13,3.450823896358605e-13,3.317120703060479e-13,3.4356890742351033e-13,3.4508249283281433e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU00550_s,5.795072122317827e-14,5.792921193061165e-14,5.795044173292404e-14,5.799033720539834e-14,5.795096255321688e-14,5.794875046268092e-14,5.795295637798778e-14,5.79611060495989e-14,5.795044173292404e-14,5.79585077456998e-14,5.778760386160429e-14,5.6336483376534574e-14,5.795849966139665e-14,4.942189456938078e-14,4.9406750751190284e-14,5.23012166978685e-14,5.792498917212415e-14,5.795044173292404e-14,5.73487854994367e-14,5.78313277326808e-14,5.795045906301458e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_tRNA_10_s,0.0,0.0,0.0,1.3419585276078888e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00680_s,1.7522131100881493e-10,1.751797573987693e-10,1.752166936976854e-10,1.7449713816755022e-10,1.752166936976854e-10,1.7506897186330894e-10,1.752166936976854e-10,1.7429445428920155e-10,1.752166936976854e-10,1.7506897186330894e-10,1.7405507064498757e-10,1.745155698149951e-10,1.7512436025079756e-10,5.97175716882484e-11,5.97391381620568e-11,1.1349383145081612e-11,1.751797573987693e-10,1.752166936976854e-10,1.6495492369934338e-10,1.7436814389027336e-10,1.752166936976854e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU00680_s,2.942492524133603e-11,2.942130737871758e-11,2.942452325509264e-11,2.936181801791184e-11,2.942452325509264e-11,2.9411659894362167e-11,2.942452325509264e-11,2.934413358418623e-11,2.942452325509264e-11,2.9411659894362167e-11,2.932323473986992e-11,2.936342572989728e-11,2.941648360939555e-11,1.691459067238663e-11,1.69177113672302e-11,7.283109953185224e-12,2.942130737871758e-11,2.942452325509264e-11,2.8518602074327693e-11,2.935056420291076e-11,2.942452325509264e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00730_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.272961975299155e-41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00740_s,6.010482268321392e-13,6.009056885681401e-13,6.010323884125128e-13,5.985641505005763e-13,6.010323884125128e-13,6.005256691698521e-13,6.010323884125128e-13,5.978688990447025e-13,6.010323884125128e-13,6.005256691698521e-13,5.970477591096113e-13,5.986273752120907e-13,6.007156638437154e-13,2.0484454104309308e-13,2.0491851884712827e-13,3.8930904516809265e-14,6.009056885681401e-13,6.010323884125128e-13,5.658322026503171e-13,5.981216710106119e-13,6.010323884125128e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00750_s,8.504911458624475e-12,8.499977693643595e-12,8.50466921154459e-12,8.47721787481752e-12,8.504773511053649e-12,8.497829794881464e-12,8.50503448917751e-12,8.46516706816373e-12,8.50466921154459e-12,8.49891202126186e-12,8.425734309623899e-12,8.165548238549142e-12,8.501521810054995e-12,2.0484454104309308e-13,2.834724540221946e-12,3.8930904516809265e-14,8.49931239024885e-12,8.50466921154459e-12,7.943177091184099e-12,8.446957992106055e-12,8.504663205683518e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00760_s,3.0426426148058814e-13,3.0419210537448505e-13,3.0425624371290244e-13,3.0300676563126514e-13,3.0425624371290244e-13,3.0399973092530345e-13,3.0425624371290244e-13,3.026548135560055e-13,3.0425624371290244e-13,3.0399973092530345e-13,3.02239133873795e-13,3.030387714159883e-13,3.040959105437559e-13,1.0369695844092957e-13,1.0373440768527616e-13,1.9707707938861312e-14,3.0419210537448505e-13,3.0425624371290244e-13,2.8643711032761236e-13,3.0278277246528594e-13,3.0425624371290244e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00770_s,3.836987634738545e-13,3.836077695182906e-13,3.8368865250146534e-13,3.821129722274201e-13,3.8368865250146534e-13,3.8336517172545166e-13,3.8368865250146534e-13,3.8166913575637994e-13,3.8368865250146534e-13,3.8336517172545166e-13,3.8114493426360764e-13,3.821533337866861e-13,3.834864610299925e-13,1.3076920219341245e-13,1.3081642834044299e-13,2.4852814228815992e-14,3.836077695182906e-13,3.8368865250146534e-13,3.6121746442028586e-13,3.8183050099535817e-13,3.8368865250146534e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00780_s,1.0112924865683988e-12,1.0110526590986623e-12,1.0112658376672753e-12,1.0071129089271632e-12,1.0112658376672753e-12,1.0104132582235205e-12,1.0112658376672753e-12,1.0059431149868224e-12,1.0112658376672753e-12,1.0104132582235205e-12,1.0045615076386803e-12,1.0072192875385051e-12,1.0107329333803356e-12,3.4466077100546385e-13,3.4478524221102403e-13,6.550311518372776e-14,1.0110526590986623e-12,1.0112658376672753e-12,9.520398358292195e-13,1.0063684159502517e-12,1.0112658376672753e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00790_s,4.648323713677642e-13,4.647221366206882e-13,4.648201224169728e-13,4.629112624778092e-13,4.648201224169728e-13,4.64428241205668e-13,4.648201224169728e-13,4.623735762015615e-13,4.648201224169728e-13,4.64428241205668e-13,4.617385316140998e-13,4.629601585418358e-13,4.645751772930842e-13,1.5842052188832902e-13,1.5847773406622614e-13,3.0107974465573794e-14,4.647221366206882e-13,4.648201224169728e-13,4.375973720785099e-13,4.625690623324302e-13,4.648201224169728e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00810_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00820_s,3.493359154630734e-11,3.4913808705355145e-11,3.4932589200162054e-11,3.482647632445978e-11,3.4932804752748574e-11,3.490382177107349e-11,3.4934162177090394e-11,3.4760458475418294e-11,3.4932589200162054e-11,3.491061466182495e-11,3.459424123145624e-11,3.743122590690979e-11,3.4920799223525886e-11,1.3046530464093928e-11,1.304467313958983e-11,3.199443459003729e-12,3.491161034205663e-11,3.4932589200162054e-11,3.277383151833806e-11,3.468480672924636e-11,3.4932621249292665e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_rRNA_9_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0907912866790038e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_rRNA_10_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU_rRNA_11_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.487790455032847e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00900_s,8.057372410330141e-12,8.055461608792943e-12,8.057160087858129e-12,8.024072040733214e-12,8.057160087858129e-12,8.050367245847569e-12,8.057160087858129e-12,8.014751823737776e-12,8.057160087858129e-12,8.050367245847569e-12,8.003744004460285e-12,8.024919601749892e-12,8.052914225898344e-12,2.7460504494064715e-12,2.747042161370005e-12,5.218895622007065e-13,8.055461608792943e-12,8.057160087858129e-12,7.585282802579951e-12,8.018140366908358e-12,8.057160087858129e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00910_s,9.225058508296192e-12,9.222870790628358e-12,9.224815415743532e-12,9.186932200830784e-12,9.224815415743532e-12,9.217038145214907e-12,9.224815415743532e-12,9.176261284468187e-12,9.224815415743532e-12,9.217038145214907e-12,9.163658196052735e-12,9.187902591619496e-12,9.219954237309365e-12,3.1440120640358713e-12,3.1451474963357663e-12,5.975225546231561e-13,9.222870790628358e-12,9.224815415743532e-12,8.684552989763796e-12,9.18014090023057e-12,9.224815415743532e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00930_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6841120883938359e-12,1.6832958500339414e-12,4.5306375835098407e-13,0.0,0.0,4.2580929746194476e-41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00940_s,5.110626738620831e-12,5.107505751044691e-12,5.110480160055235e-12,5.094977682783302e-12,5.110478016758289e-12,5.106289042179865e-12,5.110722028610849e-12,5.086016104742978e-12,5.110480160055235e-12,5.107364483461473e-12,5.064900604145302e-12,5.180202612018834e-12,5.108812744993077e-12,1.6841120883938359e-12,1.6832958500339414e-12,4.5306375835098407e-13,5.107102266127016e-12,5.110480160055235e-12,4.788791304526841e-12,5.077457916877633e-12,5.1104872557116175e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00980_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3115246878225978e-10,1.3114416120630127e-10,0.0,0.0,0.0,6.014112142120682e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU00990_s,5.693554115862773e-08,5.690681665546579e-08,5.693463189097731e-08,5.6873444288284836e-08,5.693481898399998e-08,5.6910048669408113e-08,5.693754979091549e-08,5.6798420096656066e-08,5.693463189097731e-08,5.692165896999572e-08,5.6511273644583675e-08,6.127554206713585e-08,5.6929798513843104e-08,3.527486302852773e-08,3.526396052547507e-08,1.922048545188252e-08,5.6902368579249933e-08,5.693463189097731e-08,5.487790455032847e-08,5.662415104165448e-08,5.6934672520648125e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU00990_s,9.561188833265552e-09,9.55745669263352e-09,9.561157471597304e-09,9.569828701952923e-09,9.561188890538502e-09,9.560911783631886e-09,9.56164748092675e-09,9.562555696244344e-09,9.561157471597304e-09,9.562862318946737e-09,9.520511734524824e-09,1.0310024661151695e-08,9.562772891620199e-09,9.991361876984453e-09,9.986510086854699e-09,1.2334142491287861e-08,9.556709641606999e-09,9.561157471597304e-09,9.48768965148498e-09,9.53127528632312e-09,9.561164294626937e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01000_s,5.725223324076e-10,5.720049780508064e-10,5.725059170168468e-10,5.706676665155554e-10,5.725056150532154e-10,5.719742781655119e-10,5.725542548547856e-10,5.698278281380251e-10,5.725059170168468e-10,5.721052891373795e-10,5.62853335371834e-10,6.409309223538865e-10,5.723044210358054e-10,1.7478377840195155e-10,1.748445597768586e-10,2.2257233087893053e-11,5.719080479724303e-10,5.725059170168468e-10,5.29478837863651e-10,5.654396268951846e-10,5.725036813864991e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01000_s,9.614370953565954e-11,9.606780218949892e-11,9.614217294846075e-11,9.602358152629051e-11,9.614212223904656e-11,9.609191599561253e-11,9.615029042748925e-11,9.593594917899164e-11,9.614217294846075e-11,9.611392589323167e-11,9.482447374883369e-11,1.0784096545932269e-10,9.61327344572424e-11,4.950630081336546e-11,4.951477184707813e-11,1.428287984999838e-11,9.605152285635854e-11,9.614217294846075e-11,9.154013681539498e-11,9.51777756061942e-11,9.614179751415843e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01010_s,3.4508843313447283e-13,3.449209500338925e-13,3.450823896358605e-13,3.446362850399846e-13,3.450854910084446e-13,3.4493218678248315e-13,3.4509736380519786e-13,3.4426981188354395e-13,3.450823896358605e-13,3.4499026570466665e-13,3.4301213906868956e-13,3.3482447137694123e-13,3.450427763247776e-13,1.7448577911697215e-13,1.7446312005185178e-13,8.150179676999772e-14,3.448958069701302e-13,3.450823896358605e-13,3.317120703060479e-13,3.4356890742351033e-13,3.4508249283281433e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01010_s,5.795072122317827e-14,5.792921193061165e-14,5.795044173292404e-14,5.799033720539834e-14,5.795096255321688e-14,5.794875046268092e-14,5.795295637798778e-14,5.79611060495989e-14,5.795044173292404e-14,5.79585077456998e-14,5.778760386160429e-14,5.6336483376534574e-14,5.795849966139665e-14,4.942189456938078e-14,4.9406750751190284e-14,5.23012166978685e-14,5.792498917212415e-14,5.795044173292404e-14,5.73487854994367e-14,5.78313277326808e-14,5.795045906301458e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01020_s,5.693554115862773e-08,5.690681665546579e-08,5.693463189097731e-08,5.6873444288284836e-08,5.693481898399998e-08,5.6910048669408113e-08,5.693754979091549e-08,5.6798420096656066e-08,5.693463189097731e-08,5.692165896999572e-08,5.6511273644583675e-08,6.127554206713585e-08,5.6929798513843104e-08,3.527486302852773e-08,3.526396052547507e-08,1.922048545188252e-08,5.6902368579249933e-08,5.693463189097731e-08,5.487790455032847e-08,5.662415104165448e-08,5.6934672520648125e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01020_s,9.561188833265552e-09,9.55745669263352e-09,9.561157471597304e-09,9.569828701952923e-09,9.561188890538502e-09,9.560911783631886e-09,9.56164748092675e-09,9.562555696244344e-09,9.561157471597304e-09,9.562862318946737e-09,9.520511734524824e-09,1.0310024661151695e-08,9.562772891620199e-09,9.991361876984453e-09,9.986510086854699e-09,1.2334142491287861e-08,9.556709641606999e-09,9.561157471597304e-09,9.48768965148498e-09,9.53127528632312e-09,9.561164294626937e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01030_s,5.693554115862773e-08,5.690681665546579e-08,5.693463189097731e-08,5.6873444288284836e-08,5.693481898399998e-08,5.6910048669408113e-08,5.693754979091549e-08,5.6798420096656066e-08,5.693463189097731e-08,5.692165896999572e-08,5.6511273644583675e-08,6.127554206713585e-08,5.6929798513843104e-08,3.527486302852773e-08,3.526396052547507e-08,1.922048545188252e-08,5.6902368579249933e-08,5.693463189097731e-08,5.487790455032847e-08,5.662415104165448e-08,5.6934672520648125e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01030_s,9.561188833265552e-09,9.55745669263352e-09,9.561157471597304e-09,9.569828701952923e-09,9.561188890538502e-09,9.560911783631886e-09,9.56164748092675e-09,9.562555696244344e-09,9.561157471597304e-09,9.562862318946737e-09,9.520511734524824e-09,1.0310024661151695e-08,9.562772891620199e-09,9.991361876984453e-09,9.986510086854699e-09,1.2334142491287861e-08,9.556709641606999e-09,9.561157471597304e-09,9.48768965148498e-09,9.53127528632312e-09,9.561164294626937e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01040_s,5.693554115862773e-08,5.690681665546579e-08,5.693463189097731e-08,5.6873444288284836e-08,5.693481898399998e-08,5.6910048669408113e-08,5.693754979091549e-08,5.6798420096656066e-08,5.693463189097731e-08,5.692165896999572e-08,5.6511273644583675e-08,6.127554206713585e-08,5.6929798513843104e-08,3.527486302852773e-08,3.526396052547507e-08,1.922048545188252e-08,5.6902368579249933e-08,5.693463189097731e-08,5.487790455032847e-08,5.662415104165448e-08,5.6934672520648125e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01050_s,5.693554115862773e-08,5.690681665546579e-08,5.693463189097731e-08,5.6873444288284836e-08,5.693481898399998e-08,5.6910048669408113e-08,5.693754979091549e-08,5.6798420096656066e-08,5.693463189097731e-08,5.692165896999572e-08,5.6511273644583675e-08,6.127554206713585e-08,5.6929798513843104e-08,3.527486302852773e-08,3.526396052547507e-08,1.922048545188252e-08,5.6902368579249933e-08,5.693463189097731e-08,5.487790455032847e-08,5.662415104165448e-08,5.6934672520648125e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01070_s,9.509097542208296e-09,9.506336119236337e-09,9.509066283480251e-09,9.520278142980638e-09,9.508962112307305e-09,9.510484637588306e-09,9.509432427806543e-09,9.517822267774864e-09,9.509066283480251e-09,9.511332670594826e-09,9.512317215701719e-09,8.221833893606125e-09,9.511107105185889e-09,6.809523580212444e-09,6.80776094971021e-09,9.41957305494352e-09,9.505663249636499e-09,9.509066283480251e-09,9.389327070402195e-09,9.513659208549347e-09,9.509105061358097e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01080_s,9.509097542208296e-09,9.506336119236337e-09,9.509066283480251e-09,9.520278142980638e-09,9.508962112307305e-09,9.510484637588306e-09,9.509432427806543e-09,9.517822267774864e-09,9.509066283480251e-09,9.511332670594826e-09,9.512317215701719e-09,8.221833893606125e-09,9.511107105185889e-09,6.809523580212444e-09,6.80776094971021e-09,9.41957305494352e-09,9.505663249636499e-09,9.509066283480251e-09,9.389327070402195e-09,9.513659208549347e-09,9.509105061358097e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01080_s,1.5968633191996553e-09,1.5965819405308895e-09,1.5968783344082589e-09,1.6019327150551718e-09,1.5968608407149577e-09,1.5977653642114476e-09,1.5969398218271591e-09,1.6024161479785622e-09,1.5968783344082589e-09,1.59790783410832e-09,1.6025497539514519e-09,1.3833791973655273e-09,1.5976265430247705e-09,1.928750630292694e-09,1.9279108863584075e-09,6.044714976509076e-09,1.5964689325919779e-09,1.5968783344082589e-09,1.6232948763297757e-09,1.6013892169481134e-09,1.5968848464622441e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01100_s,5.693554115862773e-08,5.690681665546579e-08,5.693463189097731e-08,5.6873444288284836e-08,5.693481898399998e-08,5.6910048669408113e-08,5.693754979091549e-08,5.6798420096656066e-08,5.693463189097731e-08,5.692165896999572e-08,5.6511273644583675e-08,6.127554206713585e-08,5.6929798513843104e-08,3.527486302852773e-08,3.526396052547507e-08,1.922048545188252e-08,5.6902368579249933e-08,5.693463189097731e-08,5.487790455032847e-08,5.662415104165448e-08,5.6934672520648125e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01100_s,9.561188833265552e-09,9.55745669263352e-09,9.561157471597304e-09,9.569828701952923e-09,9.561188890538502e-09,9.560911783631886e-09,9.56164748092675e-09,9.562555696244344e-09,9.561157471597304e-09,9.562862318946737e-09,9.520511734524824e-09,1.0310024661151695e-08,9.562772891620199e-09,9.991361876984453e-09,9.986510086854699e-09,1.2334142491287861e-08,9.556709641606999e-09,9.561157471597304e-09,9.48768965148498e-09,9.53127528632312e-09,9.561164294626937e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01110_s,5.693554115862773e-08,5.690681665546579e-08,5.693463189097731e-08,5.6873444288284836e-08,5.693481898399998e-08,5.6910048669408113e-08,5.693754979091549e-08,5.6798420096656066e-08,5.693463189097731e-08,5.692165896999572e-08,5.6511273644583675e-08,6.127554206713585e-08,5.6929798513843104e-08,3.527486302852773e-08,3.526396052547507e-08,1.922048545188252e-08,5.6902368579249933e-08,5.693463189097731e-08,5.487790455032847e-08,5.662415104165448e-08,5.6934672520648125e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01110_s,9.561188833265552e-09,9.55745669263352e-09,9.561157471597304e-09,9.569828701952923e-09,9.561188890538502e-09,9.560911783631886e-09,9.56164748092675e-09,9.562555696244344e-09,9.561157471597304e-09,9.562862318946737e-09,9.520511734524824e-09,1.0310024661151695e-08,9.562772891620199e-09,9.991361876984453e-09,9.986510086854699e-09,1.2334142491287861e-08,9.556709641606999e-09,9.561157471597304e-09,9.48768965148498e-09,9.53127528632312e-09,9.561164294626937e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01120_s,6.031789875712623e-10,6.028058516279188e-10,6.031616909728686e-10,6.013192268386082e-10,6.031636766436302e-10,6.026561691157486e-10,6.03192589757332e-10,6.001895040533156e-10,6.031616909728686e-10,6.027790635399089e-10,5.967613497361092e-10,6.4787740691075e-10,6.029572267137447e-10,2.2147189628278813e-10,2.2144254440557891e-10,5.324527080338259e-11,6.027587570853163e-10,6.031616909728686e-10,5.646885986652774e-10,5.984713443675125e-10,6.031621225861292e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01120_s,1.0129188347150461e-10,1.0124078554386228e-10,1.0129026423266323e-10,1.0118117634773892e-10,1.0129059769070462e-10,1.012464864025768e-10,1.0129545313323434e-10,1.010476268713854e-10,1.0129026423266323e-10,1.0126713271681422e-10,1.0053699140822747e-10,1.0900975849931087e-10,1.0128163409927827e-10,6.273038847957393e-11,6.271099928686445e-11,3.416847918436978e-11,1.0123287605115408e-10,1.0129026423266323e-10,9.762745530771255e-11,1.0073784823628459e-10,1.0129033671442369e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01130_s,6.031789868472355e-10,6.028058509044523e-10,6.031616902488721e-10,6.013192261183412e-10,6.031636759196312e-10,6.026561683926719e-10,6.031925890332956e-10,6.001895033347702e-10,6.031616902488721e-10,6.027790628166759e-10,5.967613490222844e-10,6.478774061484295e-10,6.02957225990187e-10,2.2147189613537376e-10,2.2144254425815227e-10,5.324527078823946e-11,6.027587563619124e-10,6.031616902488721e-10,5.646885980069769e-10,5.984713436510341e-10,6.031621218621324e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01130_s,1.0129188334991873e-10,1.0124078542235662e-10,1.012902641110809e-10,1.0118117622654295e-10,1.0129059756912189e-10,1.012464862810996e-10,1.0129545301164534e-10,1.0104762675041143e-10,1.012902641110809e-10,1.0126713259531079e-10,1.0053699128796868e-10,1.090097583710453e-10,1.0128163397773877e-10,6.273038843781983e-11,6.271099924511424e-11,3.416847917465215e-11,1.0123287592965894e-10,1.012902641110809e-10,9.762745519390079e-11,1.0073784811568318e-10,1.0129033659284133e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01150_s,5.693554115862773e-08,5.690681665546579e-08,5.693463189097731e-08,5.6873444288284836e-08,5.693481898399998e-08,5.6910048669408113e-08,5.693754979091549e-08,5.6798420096656066e-08,5.693463189097731e-08,5.692165896999572e-08,5.6511273644583675e-08,6.127554206713585e-08,5.6929798513843104e-08,3.527486302852773e-08,3.526396052547507e-08,1.922048545188252e-08,5.6902368579249933e-08,5.693463189097731e-08,5.487790455032847e-08,5.662415104165448e-08,5.6934672520648125e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01150_s,9.561188833265552e-09,9.55745669263352e-09,9.561157471597304e-09,9.569828701952923e-09,9.561188890538502e-09,9.560911783631886e-09,9.56164748092675e-09,9.562555696244344e-09,9.561157471597304e-09,9.562862318946737e-09,9.520511734524824e-09,1.0310024661151695e-08,9.562772891620199e-09,9.991361876984453e-09,9.986510086854699e-09,1.2334142491287861e-08,9.556709641606999e-09,9.561157471597304e-09,9.48768965148498e-09,9.53127528632312e-09,9.561164294626937e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01160_s,5.693554115862773e-08,5.690681665546579e-08,5.693463189097731e-08,5.6873444288284836e-08,5.693481898399998e-08,5.6910048669408113e-08,5.693754979091549e-08,5.6798420096656066e-08,5.693463189097731e-08,5.692165896999572e-08,5.6511273644583675e-08,6.127554206713585e-08,5.6929798513843104e-08,3.527486302852773e-08,3.526396052547507e-08,1.922048545188252e-08,5.6902368579249933e-08,5.693463189097731e-08,5.487790455032847e-08,5.662415104165448e-08,5.6934672520648125e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01160_s,9.561188833265552e-09,9.55745669263352e-09,9.561157471597304e-09,9.569828701952923e-09,9.561188890538502e-09,9.560911783631886e-09,9.56164748092675e-09,9.562555696244344e-09,9.561157471597304e-09,9.562862318946737e-09,9.520511734524824e-09,1.0310024661151695e-08,9.562772891620199e-09,9.991361876984453e-09,9.986510086854699e-09,1.2334142491287861e-08,9.556709641606999e-09,9.561157471597304e-09,9.48768965148498e-09,9.53127528632312e-09,9.561164294626937e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
translation_BSU01170_s,5.693554115862773e-08,5.690681665546579e-08,5.693463189097731e-08,5.6873444288284836e-08,5.693481898399998e-08,5.6910048669408113e-08,5.693754979091549e-08,5.6798420096656066e-08,5.693463189097731e-08,5.692165896999572e-08,5.6511273644583675e-08,6.127554206713585e-08,5.6929798513843104e-08,3.527486302852773e-08,3.526396052547507e-08,1.922048545188252e-08,5.6902368579249933e-08,5.693463189097731e-08,5.487790455032847e-08,5.662415104165448e-08,5.6934672520648125e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transcription_TU_BSU01170_s,9.561188833265552e-09,9.55745669263352e-09,9.561157471597304e-09,9.569828701952923e-09,9.561188890538502e-09,9.560911783631886e-09,9.56164748092675e-09,9.562555696244344e-09,9.561157471597304e-09,9.562862318946737e-09,9.520511734524824e-09,1.0310024661151695e-08,9.562772891620199e-09,9.991361876984453e-09,9.986510086854699e-09,1.2334142491287861e-08,9.556709641606999e-09,9.561157471597304e-09,9.48768965148498e-09,9.53127528632312e-09,9.561164294626937e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
