,molecular_weight,biomass_dilution_response,ATPM_response
BSU16500-MONOMER,32.2121302,22.633054788576015,6959.281619736189
CPLX8J2-186,32.03284552,23.05353911285599,7099.810910916673
BSU25410-MONOMER,6.7128136000000005,4.716592074196267,1452.3043035236858
BSU37780-MONOMER,56.30927074,53.97316785128768,16948.78884923363
BSU01030-MONOMER,24.86542824,18.001306719025095,5534.797057735131
CPLX8J2-187,30.39555744,21.8752084282552,6728.239599277132
BSU13590-MONOMER,44.032960040000006,39.764873552822806,12439.413905478645
CPLX8J2-188,30.191174619999998,21.728117301682513,6687.264058629736
BSU22750-MONOMER,26.57928544,19.638795602144164,6041.431395087677
CPLX8J2-184,29.48782888,43.4184974949072,13871.037926494651
BSU01300-MONOMER,14.75308852,10.680486534884146,3286.430758789363
BSU00680-MONOMER,80.92424616,59.62041904530678,18343.986919642753
BSU01500-MONOMER,14.18918372,9.969678209605984,3068.784965290947
BSU29670-MONOMER,47.728343720000005,34.247568435956815,10528.514534547268
BSU10010-MONOMER,18.259352980000003,14.542675059562855,4480.418648454063
BSU41060-MONOMER,5.271332039999999,3.7037707884993014,1140.139445420865
BSU01220-MONOMER,24.202413940000003,17.108444577335717,5269.730308350979
BSU22360-MONOMER,49.06601922,35.93981820679545,11073.184443298558
BSU31050-MONOMER,43.40310826,31.606750638872253,9730.07111863367
BSU03200-MONOMER,35.046779619999995,31.94865258047817,9997.832715230526
BSU34190-MONOMER,59.77008812,46.07448692731256,14181.355887926911
CPLX8J2-105,122.35379988,155.89194699862185,49418.35303350593
BSU37320-MONOMER,42.93855442,36.85374393411263,11423.402180102716
BSU06450-MONOMER,82.34348453999999,182.173690541724,58876.9113090687
BSU19230-MONOMER,22.970923120000002,16.72774757626415,5146.377106270988
BSU24080-MONOMER,39.979363060000004,33.54663144928295,10349.769300007547
BSU18120-MONOMER,50.306546340000004,38.77940261769475,11930.4559028174
CPLX8J2-38,133.65113416,101.31658981341845,31146.857208529877
CPLX8J2-39,122.68487911999998,89.86407135507321,27690.548206275562
CPLX8J2-30,339.02600423999996,248.32935610955934,76566.29642446595
BSU36920-MONOMER,32.41254163999999,27.681136576754863,8633.872409503134
CPLX8J2-34,97.44283284000001,88.41333558995515,27672.102677125364
BSU40500-MONOMER,16.35978592,23.879178323922986,7653.107454367984
BSU15480-MONOMER,45.45881404,66.93451089767694,21313.16674137835
BSU28860-MONOMER,7.44590606,9.264601060784255,2945.867018140476
BSU28130-MONOMER,36.194950979999994,48.12300742895705,15351.156638542094
BSU02360-MONOMER,27.281735100000002,27.778812321025804,8753.645501065204
BSU24120-MONOMER,33.090578660000006,33.128995537452916,10335.697192346499
BSU26970-MONOMER,41.200745819999995,34.83506132202728,10854.310954742961
BSU22090-MONOMER,34.32216318,37.14317361817404,11723.450104128084
BSU12340-MONOMER,41.00800052,65.54031758910804,20930.4167463135
BSU00930-MONOMER,144.88512156,225.38104889649804,72323.33415033601
BSU28390-MONOMER,29.986987220000003,21.772999409753922,6706.979865944148
BSU32830-MONOMER,82.22941124,77.76588430478793,24181.742611995694
BSU31760-MONOMER,20.515908500000002,14.852475411376789,4566.327196044349
BSU03130-MONOMER,30.25356292,21.321428683113748,6562.219533782483
BSU12380-MONOMER,55.34217642,78.53669193090464,25037.938377341554
BSU01310-MONOMER,19.383951260000007,13.619652850113813,4193.9220301373325
BSU22680-MONOMER,58.09763881999999,64.60722758721626,20396.83917086232
BSU02090-MONOMER,30.64351942,22.380383726630875,6880.948430038675
BSU31750-MONOMER,56.159858699999994,40.776639592237224,12556.63025288998
BSU00270-MONOMER,53.148069220000004,38.70316754070326,11924.100075619412
BSU02630-MONOMER,7.4326341000000005,5.475945475924303,1687.5189474338783
BSU29300-MONOMER,26.23715356,57.99016354297192,18786.871543141428
BSU01150-MONOMER,11.54034294,8.379230570165223,2575.019199936156
BSU16520-MONOMER,20.63333614,14.497502165433492,4457.838571927763
BSU01340-MONOMER,6.5115393599999996,4.602942108579607,1416.056922019362
BSU00910-MONOMER,17.121478579999998,19.8795917271737,6308.60443686913
BSU39410-MONOMER,42.50118762,38.74409267418734,12044.380809855964
BSU13730-MONOMER,16.842619700000004,12.085455430854086,3724.150817289574
BSU22130-MONOMER,31.123651439999996,22.399206319618173,6897.071999715797
BSU29660-MONOMER,22.714820640000003,16.299064952737993,5019.43006082506
CPLX-8352,40.929304800000004,46.91169733153948,14860.058011272098
CPLX-8351,28.206862440000005,26.615606409521718,8355.61793222573
BSU03790-MONOMER,199.22224288,142.10267627547273,43758.0642296826
CPLX-8354,65.91182250000001,47.43571023231944,14620.376815724696
BSU00820-MONOMER,57.51223091999999,65.42789500938127,20757.151828461097
BSU23610-MONOMER,20.967702579999997,15.134839879676429,4656.933662598303
BSU01160-MONOMER,22.696109319999998,16.237241464706678,4991.374146878728
CPLX-8225,43.548370760000005,33.66264465167694,10398.46916824668
BSU14000-MONOMER,43.53142948000001,31.978674973826386,9830.214319450444
BSU38630-MONOMER,62.3417194,43.802863766961686,13497.072063266894
BSU30790-MONOMER,54.17747072,59.67018192382401,18845.935885214632
BSU03040-MONOMER,72.36591266,51.30905350309425,15799.209975341906
CPLX8J2-179,36.83052271999999,26.663427217320358,8217.431983935996
CPLX8J2-176,32.7987865,24.02441532760433,7396.685290603205
BSU38710-MONOMER,50.528704160000004,39.92038149522397,12291.179991386492
BSU01180-MONOMER,10.96470406,7.867745314562605,2421.2852533224946
BSU32240-MONOMER,33.30888512000001,29.72513727966487,9254.798988093513
BSU11640-MONOMER,67.45691454,51.28074394233818,15797.27045640662
BSU14880-MONOMER,33.95249548,22.842275941370143,6940.846859250178
BSU25290-MONOMER,34.076027200000006,26.631231214327187,8244.118365212575
BSU05740-MONOMER,50.48811487999999,39.02702766321544,12097.846615402697
BSU31400-MONOMER,42.29985814,30.80334846716,9492.195020138874
BSU29050-MONOMER,31.751504240000003,23.054182736144817,7097.490648159012
CPLX8J2-49,362.24708203999995,269.20057814581247,83116.97639730474
CPLX8J2-46,360.39017548,273.96859809183024,84658.27072948213
CPLX8J2-47,358.74262591999997,265.8312917659552,82189.01541171268
CPLX8J2-42,72.38644606,54.87381689355772,16904.669221123895
CPLX8J2-45,358.43300104,267.89482280858755,82813.89367168909
CPLX8J2-43,146.3331602,113.42674696601328,34943.34599369319
CPLX8J2-40,30.25356292,21.321428683113748,6562.219533782483
CPLX8J2-41,23.48235604,23.559691877987017,7376.83326786258
BSU36590-MONOMER,55.876164779999996,42.000457466635346,12928.52480375577
BSU27810-MONOMER,51.5160906,39.60194145001873,12175.145569101938
BSU18260-MONOMER,40.91529114,48.90233233411011,15480.287785676364
BSU15350-MONOMER,47.13166982,34.12093435192887,10504.138411475074
BSU09410-MONOMER,50.29176178,35.872470062749116,11042.919066721957
BSU33900-MONOMER,46.42443864,44.39943242106567,13857.638025363036
BSU18410-MONOMER,64.17913044,46.462429718071874,14289.425091843339
BSU02400-MONOMER,50.95571936,39.60579905524385,12180.861106338827
BSU29130-MONOMER,46.4030784,39.530461669626746,12294.483533086135
BSU30550-MONOMER,44.0291655,31.123777141012397,9587.25704726587
BSU35790-MONOMER,35.41449684,25.713814233387733,7918.4549508751525
BSU06420-MONOMER,17.170591039999998,51.864492590473596,16829.06119692373
CPLX8J2-1,72.74729192000002,62.748546006578486,19600.84229305841
CPLX8J2-3,68.35991548000001,49.343335114114076,15206.379186313467
CPLX8J2-5,151.8257215,116.38916656968063,35905.884930047825
CPLX8J2-7,72.60260472,52.405779464496796,16149.325780605117
CPLX8J2-4,116.89535602,83.878496363219,25788.12196998688
CPLX8J2-9,238.07926112,182.51088488508958,56379.08261722485
BSU26590-MONOMER,43.43651907999999,36.54015051656129,11325.458069004553
BSU09680-MONOMER,48.05588342,37.04445220107276,11401.645566405348
BSU07840-MONOMER,159.6523869,113.53756194037665,34963.92106713647
BSU27900-MONOMER,31.8929417,25.26513988114685,7832.664878924977
BSU31322-MONOMER,146.31672695999998,114.97403675788294,35520.4156845217
BSU06370-MONOMER,46.194857119999995,36.102386984698974,11116.305159957374
BSU32130-MONOMER,35.8454684,25.95029793685635,7991.416854121179
BSU38830-MONOMER,52.80836498,38.00535630817741,11710.004964664224
BSU01120-MONOMER,76.44319074,54.362942340467924,16749.69285616068
BSU15700-MONOMER,43.97319852,32.02189834169416,9852.59897358913
BSU00090-MONOMER,211.94456112,151.62929326411628,46720.639162210005
BSU26650-MONOMER,34.152238780000005,25.52557362167568,7856.464314085357
BSU13960-MONOMER,30.7050238,22.359827890520712,6876.103306413141
BSU33240-MONOMER,43.548370760000005,33.66264465167694,10398.46916824668
CPLX8J2-106,28.08482656,24.164821710883455,7536.190237533346
BSU32450-MONOMER,56.54681367999999,60.22987206980094,19022.626088706227
BSU21910-MONOMER,35.361893900000005,26.278865321984092,8096.3843225690825
BSU38300-MONOMER,28.206862440000005,26.615606409521718,8355.61793222573
CPLX-7602,35.090413319999996,62.81704375601104,20244.901230672425
BSU25420-MONOMER,33.07050986,25.986434328079444,7993.909642580168
CPLX8J2-165,295.91610823999997,220.53833769315534,67958.71589199814
CPLX8J2-164,199.22224288,142.10267627547273,43758.0642296826
BSU30220-MONOMER,42.57692234,51.25149304155902,16260.433851042886
BSU29190-MONOMER,34.2497316,33.85128981018616,10667.169802364207
BSU36510-MONOMER,42.72850242,34.577832152944474,10681.053026315443
BSU30070-MONOMER,56.1327414,43.50998944179474,13389.208148625874
BSU33920-MONOMER,27.018234500000002,31.082556069943664,9788.82565814543
BSU31350-MONOMER,50.39211217999999,40.24229071808389,12484.335677100038
BSU15750-MONOMER,41.56907486,29.916614575246406,9207.98357481174
BSU34130-MONOMER,79.23826738,77.80955207474848,24438.605824212926
BSU23380-MONOMER,48.55212552,34.942207178839894,10755.6947489328
BSU22610-MONOMER,41.421538139999996,54.18874574333333,17224.68585535476
BSU37170-MONOMER,41.43669210000001,41.484798491212324,13061.912121794205
BSU30240-MONOMER,29.48782888,43.4184974949072,13871.037926494651
CPLX8J2-58,368.39101955999996,277.69417041017704,85787.7020095492
BSU15550-MONOMER,25.98975546,51.291680255175336,16412.30221486593
CPLX8J2-55,364.46775476000005,266.18770826266916,82170.66090587493
CPLX8J2-54,368.48645636,375.20033372306676,118480.98418756244
CPLX8J2-57,388.72809192,283.90615788121625,87485.29310076011
CPLX8J2-56,368.7896609,273.27622887177534,84403.71484010165
CPLX8J2-51,359.95745372,273.6396430258573,84646.5752185366
CPLX8J2-50,360.74205558,266.5436401827118,82343.51455606721
CPLX8J2-53,368.22135542,273.6403043096234,84613.59593085582
BSU24140-MONOMER,42.101922439999996,36.13567083699765,11120.14705343838
BSU01250-MONOMER,10.07668532,7.316495715791885,2248.937689317476
CPLX8J2-52,381.94976986,288.7292629296653,89335.23113375812
BSU15790-MONOMER,23.327847660000003,17.087153540967833,5261.092617197099
BSU31930-MONOMER,39.67303548,28.552064617327307,8792.734768139813
BSU15430-MONOMER,104.8122374,75.87873472894884,23366.98594765632
BSU28510-MONOMER,56.452939300000004,41.10982016766951,12665.977044731195
BSU23080-MONOMER,28.1231948,20.419734042918453,6283.4277469310455
BSU33430-MONOMER,64.79477634,47.18446260143212,14521.181905853364
BSU08710-MONOMER,46.17205274,33.721591949161244,10375.889958807651
BSU03330-MONOMER,42.72057592,33.20495847498539,10230.455775497174
BSU03910-MONOMER,200.97675799999996,151.92539905077902,46730.66677334078
BSU28950-MONOMER,73.4909537,53.203716656655985,16380.386187665563
BSU22110-MONOMER,35.031269759999994,34.32493353400331,10754.097224249295
BSU10870-MONOMER,24.070454379999997,18.657653088238476,5736.472489550893
BSU35580-MONOMER,49.81202505999999,56.880313721750156,17648.64518869487
BSU39710-MONOMER,46.87107166,73.81144252168417,23649.729583580145
BSU02270-MONOMER,19.61627186,20.55929905773362,6466.259523331433
BSU31620-MONOMER,12.284605260000001,31.81464158981091,10328.8312418135
BSU15930-MONOMER,28.42705284,39.856201322313446,12747.712976829971
BSU12010-MONOMER,69.02291064,55.267716415031636,17064.82525419712
BSU14830-MONOMER,34.010012180000004,24.83908955441352,7645.593750565129
BSU33510-MONOMER,7.33105666,15.312261115494344,4964.263043859715
BSU22100-MONOMER,20.86167122,26.001710710916768,8222.98803185163
BSU13010-MONOMER,38.394063,31.39769392117018,9764.312272470817
CPLX8J2-158,212.86609682000002,176.3460880477079,54471.617650266235
BSU34560-MONOMER,66.05836536,47.963763062976646,14780.151630345
BSU28280-MONOMER,56.90094166000001,56.602995045711516,17777.84245535545
BSU34860-MONOMER,23.886508420000002,16.885134121858297,5194.212960464431
BSU32170-MONOMER,30.852534720000005,22.07250806663309,6791.443336225148
BSU05340-MONOMER,94.65243511999999,74.57865456907224,22961.927282356148
BSU13300-MONOMER,50.826752760000005,37.98819831061416,11678.14233751866
BSU36120-MONOMER,21.022026120000003,16.384389458607245,5039.1024546041035
BSU27910-MONOMER,16.6590173,15.719218986846421,4927.716689195611
BSU06500-MONOMER,37.02968688000001,63.919769878595105,20517.059616453225
BSU31150-MONOMER,30.34697952,23.522755624858213,7249.2540448481095
BSU36130-MONOMER,19.22909078,15.233015283252193,4691.121259783409
BSU08820-MONOMER,54.650330219999994,39.330989951256306,12099.986359486438
BSU29990-MONOMER,45.420393080000004,35.10970733251666,10816.92566061065
BSU40060-MONOMER,57.156575360000005,56.491648450439406,17763.151455602856
BSU09440-MONOMER,40.94209748,29.639998448613266,9109.997679210268
BSU05980-MONOMER,6.066007299999999,4.404416235398755,1356.2420134700278
CPLX8J2-60,372.65784022,473.217000507236,150802.28783702492
CPLX8J2-64,134.7743857,103.03026835090618,31805.49325812766
CPLX8J2-61,366.68208546000005,276.40597115452755,85412.78015652254
CPLX8J2-65,167.64419973999998,133.520345715956,41330.26378559246
CPLX8J2-66,140.31598828,104.57374217001316,32199.42434098508
CPLX8J2-68,104.79399928,78.54708169875329,24178.36204507164
BSU15650-MONOMER,97.29880394000001,71.8917492053827,22109.18691764164
BSU22420-MONOMER,31.941822779999995,22.919918781276625,7057.6383159114375
CPLX8J2-67,141.83317409999998,130.80737904918752,40939.74961055703
CPLX8J2-80,53.81272336,45.15418605171093,14030.561817041938
CPLX8J2-86,163.28036292000002,135.26744599587482,42145.95536110026
BSU14610-MONOMER,49.71406402,50.195820843922874,15830.318509530813
BSU03010-MONOMER,41.57691962,30.01091887573299,9239.469236591916
BSU37710-MONOMER,52.241563160000005,56.535406593119205,17866.348026051524
BSU30230-MONOMER,50.09385758,60.29991958282578,19174.625377869426
BSU21900-MONOMER,18.25270854,13.369721798050989,4118.062393533666
BSU24070-MONOMER,39.75587194,33.18954964111002,10237.961576925278
BSU15490-MONOMER,34.215254879999996,55.92426033078739,17815.72039854525
BSU40420-MONOMER,47.66344112,33.997722572223736,10472.206934731925
BSU35020-MONOMER,26.98598222,27.074856758199292,8538.608361146771
BSU06170-MONOMER,34.24259138,24.643858729674776,7582.923007627893
BSU30320-MONOMER,91.50105396000001,66.63234758172858,20530.577059753665
BSU15990-MONOMER,10.01256008,8.294772290317816,2578.2521068672054
BSU11420-MONOMER,37.196407640000004,26.928309310048242,8275.927030059864
BSU28120-MONOMER,46.43825644,54.11708329332447,17182.087300244944
BSU27650-MONOMER,81.66403294,61.03615339775735,18776.925763420815
BSU10360-MONOMER,52.87668286,38.73104848481688,11906.979388378672
BSU32110-MONOMER,36.83052271999999,26.663427217320358,8217.431983935996
BSU36890-MONOMER,23.033473240000003,16.871530523088722,5194.577065597895
BSU22140-MONOMER,27.18440144,19.44825362053728,5986.76526665305
BSU37330-MONOMER,62.70208438000001,44.99200597613339,13842.291230858138
BSU01380-MONOMER,27.406958200000005,19.84124528368469,6100.947558613096
BSU30530-MONOMER,50.34342128000001,47.61071027665647,14865.287743537832
BSU03070-MONOMER,55.70062248,43.17504250747665,13293.233260841514
BSU04560-MONOMER,39.110940199999995,28.314333612685395,8714.342233394653
CPLX8J2-146,50.12530616,38.53280434506774,11896.922717535135
CPLX8J2-147,41.534703500000006,30.423289208974285,9368.739149921328
CPLX8J2-142,37.51402008,32.51789814932382,10101.506337260675
CPLX8J2-143,57.01639599999999,72.03713412133814,22880.24282608138
BSU22480-MONOMER,15.1231513,32.16795936089988,10420.684863673157
BSU24850-MONOMER,33.599098860000005,24.180747203432496,7447.044839596674
BSU17600-MONOMER,50.268005620000004,43.35892347407557,13531.972474086568
BSU28370-MONOMER,26.674081580000003,18.91252149840738,5816.917685989364
BSU07570-MONOMER,51.44051778,40.42137973534021,12444.907154663673
SRP-CPLX,162.62054433400002,85.8260101540469,26404.348597425313
BSU27940-MONOMER,10.382775440000003,7.29519978753226,2245.7349803447846
BSU39360-MONOMER,60.58740378,62.59569047777601,19735.64999800906
BSU23560-MONOMER,50.21241684,39.02806037126236,12007.346866952397
BSU14860-MONOMER,127.90776986,97.50823222427789,30155.667271416176
BSU10270-MONOMER,56.61154206,41.46675361863102,12744.337138623048
BSU26640-MONOMER,39.079861920000006,29.125172794327238,8958.759090601501
BSU33330-MONOMER,50.26980828,38.751082644971824,11927.760969445737
BSU01390-MONOMER,8.08227518,5.954564372689391,1833.7382544362083
CPLX8J2-76,185.63837325999998,140.72642956173837,43426.1561176208
CPLX8J2-75,134.81198080000001,101.04669869097452,31072.878215825676
CPLX8J2-74,95.1204336,77.7870854621922,24133.79081069338
CPLX8J2-71,155.52274872,114.91202351885754,35342.165192171866
CPLX-7604,119.83716319999999,156.26304797929117,49833.41560501497
CPLX8J2-70,169.12513604,128.92956431029208,39811.93451918708
CPLX8J2-78,70.6689531,52.66767509171659,16193.025532382095
CPLX-7601,35.090413319999996,62.81704375601104,20244.901230672425
BSU32180-MONOMER,42.290724819999994,32.41994944464998,9972.016424440508
CPLX8J2-90,32.431597100000005,49.965990092925765,16041.346899203367
CPLX8J2-93,124.9129749,93.360653679304,28715.411985353723
CPLX8J2-92,116.42816959999999,88.5086902305971,27220.236202766413
BSU08180-MONOMER,50.49588472,46.57044711088585,14607.27913733832
BSU40340-MONOMER,43.745424379999996,42.490253812689666,13348.933404544945
BSU15590-MONOMER,42.87428344,47.86101127097832,15144.890963046573
secYEG,62.19162828,66.10973254046262,20802.866134175394
BSU28850-MONOMER,13.6621356,13.06620142471658,4101.254153383542
BSU09850-MONOMER,43.64082756,34.10635172679232,10501.342518261168
BSU15180-MONOMER,54.31186296,73.71594168831443,23557.563003829837
BSU24740-MONOMER,37.715240460000004,28.269004848115642,8699.554446999633
BSU27260-MONOMER,33.01124202,35.72450510388903,11297.205174272656
BSU28230-MONOMER,47.30618838,33.13764497526413,10190.873772939975
BSU13610-MONOMER,23.48235604,23.559691877987017,7376.83326786258
BSU06660-MONOMER,53.29413642,41.536999430073216,12788.708883423804
BSU07830-MONOMER,25.491559940000002,18.563310571975276,5709.208085070832
BSU30200-MONOMER,36.91869624,47.589481270261174,15141.299510284563
BSU32200-MONOMER,39.59762343999999,28.58222965027016,8799.43832160745
BSU39400-MONOMER,92.38323852000002,85.79256488009452,26906.896927315294
BSU19310-MONOMER,107.73515967999998,77.99478195605873,24000.125135602146
BSU36470-MONOMER,53.98380656,41.84429256208551,12895.038742365152
BSU40040-MONOMER,39.382100099999995,32.457620638544874,10107.677113750024
BSU28540-MONOMER,27.545163859999995,33.098444997149194,10445.708743984236
BSU27200-MONOMER,28.49392744,22.3294469873183,6864.405184676959
BSU40910-MONOMER,11.122405119999998,11.372491768705764,3591.348277888813
BSU34660-MONOMER,57.43879612,44.03241784806935,13557.154120572171
BSU32440-MONOMER,44.8640144,55.05690185948603,17462.723047733725
CPLX-8649,38.33606648,66.74704577081123,21512.751156067596
CPLX8J2-102,90.16468066,84.30908123215211,26324.653092351135
CPLX-8648,53.44247136,76.2966420843746,24421.267217850276
BSU32250-MONOMER,37.455385220000004,31.828113915182897,9904.312645200831
BSU39670-MONOMER,31.359251060000002,65.49956750942134,21217.937696231955
BSU39020-MONOMER,43.72084392,34.355346927067046,10570.712824726184
BSU41050-MONOMER,13.81805982,9.974107655598505,3065.8608256866155
BSU27410-MONOMER,97.23739646,69.35819048753586,21340.013489796875
BSU04520-MONOMER,42.13114486,30.141446828224723,9285.865608647868
BSU32470-MONOMER,18.83753016,32.71774470331546,10554.983214014566
BSU11250-MONOMER,34.64998952,48.28553075027125,15379.48810796563
BSU01280-MONOMER,20.1553714,14.720402702515733,4526.514844610121
BSU40110-MONOMER,54.81358416,40.85109393181803,12615.108592887043
BSU08030-MONOMER,36.980673499999995,26.85098627549962,8254.353381831352
BSU26690-MONOMER,47.02099510000001,45.1705024173249,14129.255746951347
BSU01490-MONOMER,16.385932,11.967406251617824,3683.0343418553407
BSU25550-MONOMER,9.482961880000001,6.642746643825109,2043.9051456164407
BSU32260-MONOMER,47.47674366,42.36865682537016,13244.57015577119
BSU23800-MONOMER,30.39555744,21.8752084282552,6728.239599277132
BSU38770-MONOMER,48.33782422,37.2617896371126,11462.390449822276
BSU32840-MONOMER,87.08228364,70.8423014587532,21940.538468527393
BSU18230-MONOMER,32.640917359999996,40.26558648907595,12719.831544191227
BSU30870-MONOMER,34.917837799999994,25.725492921812013,7915.110671728941
BSU37240-MONOMER,58.249968679999995,43.90898765211852,13503.377863973175
BSU32490-MONOMER,30.122534420000004,39.920957777444116,12737.731092788927
BSU39350-MONOMER,55.65993506,64.6262400401754,20525.655230078137
BSU03270-MONOMER,36.95978746,26.678195336838513,8207.460513426047
BSU01410-MONOMER,13.6707537,9.547113225721272,2939.110836330574
BSU12360-MONOMER,45.3210839,69.92091989697411,22269.475629201108
BSU15570-MONOMER,26.96821924,34.82047791928716,11050.313250621102
BSU24130-MONOMER,52.870759879999994,46.956840542946495,14575.529501419365
CPLX8J2-195,55.61713692,40.38257929838685,12427.31060930325
CPLX8J2-194,41.200745819999995,34.83506132202728,10854.310954742961
BSU24340-MONOMER,49.43057574,39.36901826594354,12219.623873041852
BSU39980-MONOMER,37.5829998,32.65783306313264,10200.975819189402
BSU19580-MONOMER,53.776554239999996,41.91299180110031,12908.694967056486
BSU14190-MONOMER,41.534703500000006,30.423289208974285,9368.739149921328
BSU15500-MONOMER,46.51733186,67.79874040164846,21574.836139195988
BSU38040-MONOMER,54.79463208,46.796012208054464,14599.736898106166
BSU11190-MONOMER,37.94872582000001,50.535661064280866,16083.935850162174
BSU28800-MONOMER,56.10106812000001,76.14437879311656,24302.568269381394
BSU31180-MONOMER,48.62958361999999,54.80420127560048,17369.18880443331
BSU33040-MONOMER,50.521029339999984,36.1437346319193,11133.102060641224
BSU27010-MONOMER,37.795610339999996,29.860555672275748,9264.898117517476
BSU16670-MONOMER,35.66449316,26.199535565306554,8056.019836385133
BSU00380-MONOMER,76.16283920000001,55.62525451607164,17118.611465803024
BSU06160-MONOMER,51.76761894,44.87320091352702,13944.538341562598
BSU32460-MONOMER,12.63236268,33.87356371921481,11013.717514234888
BSU03930-MONOMER,28.08482656,24.164821710883455,7536.190237533346
BSU29440-MONOMER,51.90878028,37.8006999971013,11637.254557934119
BSU19800-MONOMER,41.92881267999999,29.639058719829116,9125.081566376419
BSU13580-MONOMER,88.06058880000002,63.75139223609632,19640.533109435542
BSU19690-MONOMER,54.06718928000001,39.25719084894764,12086.235928070131
BSU35780-MONOMER,95.59388792,68.59358535057468,21095.86281600539
BSU32430-MONOMER,47.11186974,56.40900134357124,17879.828767184477
BSU00810-MONOMER,37.06872204,53.078903270951244,16990.185211285185
BSU09130-MONOMER,48.98781090000001,37.34499355765886,11502.85804650143
BSU03950-MONOMER,59.81169036000001,44.95867543636275,13838.07710366479
BSU18670-MONOMER,43.54363404,31.709083477805965,9768.62184609575
BSU01040-MONOMER,17.94433016,15.248386343098247,4757.145170396738
BSU23840-MONOMER,34.016357019999994,24.626114228583347,7577.850797352805
BSU27270-MONOMER,25.25122538,30.934336200619494,9845.49212519766
BSU23760-MONOMER,36.633221819999996,41.67521504127275,13212.194246998422
BSU13560-MONOMER,45.06240199999999,33.968163379839964,10466.445531481531
BSU01020-MONOMER,14.804122159999999,10.685864013756419,3286.5966548654196
BSU37110-MONOMER,275.59384847999996,213.03248841841025,65652.53146278887
BSU21920-MONOMER,43.56610674,32.189949853221314,9894.795604332367
BSU15190-MONOMER,35.5291203,64.96611449823376,20908.894843213628
BSU30780-MONOMER,41.62239426,51.966356466424216,16524.032024570675
BSU03990-MONOMER,41.108306400000004,37.56200110412508,11757.207679800085
BSU27550-MONOMER,65.94524674,47.60038666266002,14640.024847932624
BSU17000-MONOMER,43.27918504,31.33193110268678,9656.701485352047
BSU08000-MONOMER,37.83218928,28.679355600803728,8826.978812063893
BSU22650-MONOMER,24.044283340000003,45.60643229101027,14698.325280261817
BSU22660-MONOMER,27.73561764,45.80654897390091,14692.63223249448
BSU37190-MONOMER,45.84988492000001,34.463999972343586,10592.812054960563
BSU01270-MONOMER,11.154028960000002,8.003595774981237,2460.1098951709396
BSU16680-MONOMER,10.45090588,7.365355445359694,2268.0228484491936
CPLX8J2-181,57.11771285999999,41.228524447595206,12681.782349245119
CPLX8J2-180,54.06718928000001,39.25719084894764,12086.235928070131
BSU03860-MONOMER,27.859126879999994,21.05969372065542,6521.466299305016
BSU01210-MONOMER,12.47052416,8.94824953715894,2751.666814828706
BSU23490-MONOMER,174.70329395999997,134.29958558480618,41371.722124578664
BSU00550-MONOMER,133.78194496000003,95.99550201012103,29549.89320990074
BSU16530-MONOMER,29.771732319999998,21.680191978156117,6673.653425305551
BSU39050-MONOMER,77.46292926000001,57.070316031451256,17608.339244854866
BSU00460-MONOMER,31.71823406,22.827118153970698,7018.186727291128
